Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74
226fDMSOw5_S00_L002_R1_001	(1, 0.003373992113060425)	(2, 0.00024233092524743386)	(3, 5.5922521210946274e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00016776756363283884)	(11, 0.0007269927757423015)	(12, 0.00041009848888027265)	(13, 0.0012862179878517642)	(14, 0.0005033026908985165)	(15, 0.000466021010091219)	(16, 0.00048466185049486773)	(17, 0.0002609717656510826)	(18, 0.00020504924444013633)	(19, 0.0)	(20, 0.0002236900848437851)	(21, 0.00020505325792344428)	(22, 0.0002050673254671993)	(23, 0.0007084557361516946)	(24, 0.0003169617611737877)	(25, 0.0)	(26, 0.00022378953638454202)	(27, 0.0005597845202786608)	(28, 0.0001681243357921206)	(29, 0.00069216179150927)	(30, 0.0005431403249852041)	(31, 0.00043110727654725804)	(32, 0.0002815261947924786)	(33, 0.0003010791051477376)	(34, 0.0005871107597705647)	(35, 0.0004580534674361202)	(36, 0.0003474624431705871)	(37, 1.957552433041919e-05)	(38, 0.0002386651458393207)	(39, 0.001395861170480166)	(40, 6.172523259610773e-05)	(41, 0.0010681093542922917)	(42, 0.0007044113010626151)	(43, 0.000261442408268029)	(44, 0.0008024014985293764)	(45, 0.0008668662283973515)	(46, 0.00016329604196055095)	(47, 0.00042901760688258646)	(48, 0.0006089466440950444)	(49, 0.0007472925590585309)	(50, 5.099415657959755e-05)	(51, 0.00020872578128669007)	(52, 0.0008004038304125708)	(53, 0.0009820987942282054)	(54, 0.00019542182498858874)	(55, 0.00011448285375988881)	(56, 0.0007304510125950207)	(57, 0.0009237016479433335)	(58, 0.0006077760077989818)	(59, 0.00037221859653737446)	(60, 0.0004753897086368168)	(61, 0.0006150463647846463)	(62, 0.0008267802728904039)	(63, 0.0002702055487384947)	(64, 0.00013797333044509162)	(65, 0.0013029852801400743)	(66, 0.0006105795477401374)	(67, 7.318726131804403e-05)	(68, 0.0003355131748567918)	(69, 0.0007592184301792363)	(70, 0.0011235698215344941)	(71, 0.0015888620768413422)	(72, 0.0008708879573613256)	(73, 0.0009136763182864549)	(74, 0.0017400443363296898)	(75, 0.0009632519385445263)
226fDMSOw5_S00_L003_R1_001	(1, 0.028806128021206558)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.02882433669884322)	(7, 0.0)	(8, 0.005316933869906646)	(9, 7.283471054666639e-05)	(10, 0.0)	(11, 0.0004187995856433317)	(12, 0.001219981401656662)	(13, 5.462603290999979e-05)	(14, 0.0017844504083933262)	(15, 0.00021850413163999915)	(16, 0.0)	(17, 0.0005826776843733311)	(18, 7.283471054666639e-05)	(19, 1.8208677636666597e-05)	(20, 0.0)	(21, 0.00014567271020253424)	(22, 3.642053848858772e-05)	(23, 9.105618804195504e-05)	(24, 1.821244157448743e-05)	(25, 0.00012749805110121888)	(26, 3.643324373184258e-05)	(27, 0.0008384316661787965)	(28, 0.000784595650420671)	(29, 0.00014617831415473853)	(30, 0.0008048921343928396)	(31, 0.00045768785614980526)	(32, 0.00010998825325455241)	(33, 0.0003491943534905468)	(34, 0.0005918901067233352)	(35, 0.0007268708303940105)	(36, 0.000282740555193124)	(37, 0.0004014165799957297)	(38, 7.767296458481762e-05)	(39, 0.00011848750697348349)	(40, 0.0003614925303593477)	(41, 0.0002453067704259793)	(42, 0.0007709446384655118)	(43, 0.0002551528652709947)	(44, 0.00013050976898248276)	(45, 0.000823760824384211)	(46, 0.000387028357567759)	(47, 0.0006279867164528333)	(48, 0.0003327529171735207)	(49, 0.0007048386199065384)	(50, 0.0011441374397586765)	(51, 0.0010945787297388385)	(52, 0.0013017212920989683)	(53, 0.00026620857495089113)	(54, 0.000817271229437456)	(55, 0.0012565971349585323)	(56, 0.0015109956292313224)	(57, 0.0013082273838737426)	(58, 0.0003854109503552155)	(59, 0.0019067963974260065)	(60, 0.0007114197091716229)	(61, 0.0020537566051972047)	(62, 0.0008715598403302372)	(63, 0.0011540821699910278)	(64, 0.001212221618356268)	(65, 0.000550142383725688)	(66, 0.0018939174735982645)	(67, 0.0007504550974126452)	(68, 0.0005826094714093505)	(69, 3.7081782387784963e-05)	(70, 0.0005299669830569555)	(71, 0.0010871401032394835)	(72, 0.00271821594156566)	(73, 0.002593924670638651)	(74, 0.0014221530486979337)	(75, 0.0016223187802325866)
226fDMSOw5_S00_L004_R1_001	(1, 0.032848179402763335)	(2, 0.00027117374300575126)	(3, 0.00019886074487088424)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 9.039124766858374e-05)	(9, 0.0005965822346126528)	(10, 0.000361564990674335)	(11, 0.0009219907262195542)	(12, 0.000506190986944069)	(13, 0.0006146604841463694)	(14, 0.00016270424580345073)	(15, 0.0001807824953371675)	(16, 0.0003073302420731847)	(17, 0.00027117374300575126)	(18, 0.00014462599626973398)	(19, 0.0)	(20, 7.231299813486699e-05)	(21, 0.00021694393608253124)	(22, 0.00019887728349540928)	(23, 0.0006509072381246495)	(24, 0.00032547509871388514)	(25, 0.0)	(26, 0.00019894940246451283)	(27, 0.0005066947954663122)	(28, 0.00012680856182424623)	(29, 0.00038095514525275464)	(30, 0.0001816088363595419)	(31, 0.00021809715683093924)	(32, 0.000218383286690303)	(33, 0.00034666402472188876)	(34, 0.0004590329607699415)	(35, 0.0004069496643960109)	(36, 0.0002244411555502521)	(37, 0.0)	(38, 0.00019256999486030684)	(39, 0.0010768296412434369)	(40, 3.981547121709724e-05)	(41, 0.0008913544292617074)	(42, 0.0008876277693728373)	(43, 0.00037899731627789266)	(44, 0.0003445399250711798)	(45, 0.0005288118742943666)	(46, 0.0003603546790928972)	(47, 0.0003680316654444948)	(48, 0.0006344049058766337)	(49, 0.0007685481285252642)	(50, 0.00041776729919093216)	(51, 0.00042738512956180206)	(52, 0.00064246278084618)	(53, 0.0011557590158396774)	(54, 0.00013436197276697791)	(55, 0.00019276142304192946)	(56, 0.0007308494944770266)	(57, 0.0016334498432031437)	(58, 0.00040915143162085924)	(59, 0.0006265783807782462)	(60, 0.0006706231399733763)	(61, 0.0009029249787656953)	(62, 0.0009859408022059632)	(63, 0.0006821566023663688)	(64, 0.00029851785883090455)	(65, 0.0014897352164940775)	(66, 0.0008286491637548856)	(67, 0.00021102091920712407)	(68, 0.0006449617913885418)	(69, 0.001131010820854818)	(70, 0.0014893224885834122)	(71, 0.0016422687905148666)	(72, 0.0013164503233481241)	(73, 0.0007913681083928105)	(74, 0.003186898158476059)	(75, 0.002916074062979247)
227fDMSOw5_S00_L001_R1_001	(1, 0.0020462784358740715)	(2, 0.00012326978529361878)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.02817947291812125)	(7, 0.0)	(8, 0.0007149647547029888)	(9, 0.0)	(10, 0.0)	(11, 0.00012326978529361878)	(12, 0.0005670410123506463)	(13, 4.93079141174475e-05)	(14, 0.001898354693521729)	(15, 0.0005177330982331988)	(16, 0.0)	(17, 0.0007642726688204363)	(18, 0.00014792374235234252)	(19, 0.0)	(20, 0.0)	(21, 0.0003205063408481387)	(22, 4.931128165691824e-05)	(23, 0.0001479406659302509)	(24, 2.4658169954463758e-05)	(25, 0.00012330021407383167)	(26, 0.000197307735943057)	(27, 0.0011104168949190286)	(28, 0.0008150255140032497)	(29, 0.00024724366580271485)	(30, 0.0010393947950573313)	(31, 0.0008172536611725758)	(32, 7.438201561873564e-05)	(33, 0.00029816620330810434)	(34, 0.0007741325844391359)	(35, 0.0004520424407579546)	(36, 0.00032918176049444113)	(37, 0.0004860093262631766)	(38, 0.00010351224821616048)	(39, 0.00013113440174650041)	(40, 0.00021294384484485577)	(41, 0.0005951405153808656)	(42, 0.0006327628655134059)	(43, 0.000279702206654619)	(44, 0.00042718138035973796)	(45, 0.0007248089041324255)	(46, 0.00047171507937490676)	(47, 0.0008091240423117932)	(48, 0.0003655245749786853)	(49, 0.0005892274948434841)	(50, 0.0011071030466210583)	(51, 0.00048426572241307673)	(52, 0.0009879909697625363)	(53, 0.0005704041447578349)	(54, 0.0003761304858203936)	(55, 0.0013949657082554768)	(56, 0.002091280494591382)	(57, 0.0006837732334448604)	(58, 0.00029235737619487373)	(59, 0.001448669193046685)	(60, 0.0007559787524611833)	(61, 0.00157763908235276)	(62, 0.00047026882133390186)	(63, 0.0007978763722476257)	(64, 0.0008117113716704613)	(65, 0.00033012370560558306)	(66, 0.001592894015958283)	(67, 0.0004679678157261861)	(68, 0.0006909339959390354)	(69, 0.00017526755687979933)	(70, 0.00026746907388833165)	(71, 0.0009114573838985584)	(72, 0.002371527254065509)	(73, 0.0021343906028508173)	(74, 0.0013177339982619089)	(75, 0.000928914795290402)
227fDMSOw5_S00_L002_R1_001	(1, 0.0027570861581765857)	(2, 0.0003063429064640651)	(3, 2.552857553867209e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00012764287769336045)	(11, 0.0005871572373894581)	(12, 0.0005361000863121139)	(13, 0.0015061859567816534)	(14, 0.0007403286906214906)	(15, 0.00048504293523476966)	(16, 0.0006892715395441464)	(17, 0.000280814330925393)	(18, 0.00017870002877070463)	(19, 0.0)	(20, 0.00010211430215468836)	(21, 0.00028081913409675293)	(22, 0.000434015367207637)	(23, 0.0006127505734962399)	(24, 0.00028085885616911584)	(25, 0.0)	(26, 0.00022984243534915366)	(27, 0.0004343513677724571)	(28, 0.00020457255459721836)	(29, 0.0006143639835258298)	(30, 0.0003074539914317697)	(31, 0.00028203045518689903)	(32, 0.0004106945897918266)	(33, 0.0003086588848617478)	(34, 0.0005686093031201919)	(35, 0.00025988174341147805)	(36, 0.00036676472383533206)	(37, 2.645453655620134e-05)	(38, 0.00021404035142215099)	(39, 0.001301126124660894)	(40, 0.00011001100110011002)	(41, 0.0009496684121013452)	(42, 0.0006246640656033559)	(43, 0.0004040086896497591)	(44, 0.0007343418490551517)	(45, 0.0010761627265658841)	(46, 0.00021271074316879448)	(47, 0.0006792525998393259)	(48, 0.0005647271426689005)	(49, 0.0009259463251265753)	(50, 0.00013023088633838935)	(51, 0.0004318909614856252)	(52, 0.0004742897680113233)	(53, 0.0009317493594223154)	(54, 0.000421883668390999)	(55, 0.0002509010034247987)	(56, 0.0006191907613824564)	(57, 0.0012570041007910252)	(58, 0.0006381858104265296)	(59, 0.0005341495137904051)	(60, 0.0005046425170637103)	(61, 0.0006717243559348822)	(62, 0.0005631468646798309)	(63, 0.00045027159563973363)	(64, 0.00020817529358961657)	(65, 0.0009312551668788095)	(66, 0.0005588835398479665)	(67, 8.723278417387936e-05)	(68, 0.0006196609569335635)	(69, 0.0011675360319581556)	(70, 0.0011874797614627192)	(71, 0.0013538369606827072)	(72, 0.0012632753230826638)	(73, 0.0006933799284645261)	(74, 0.0021609356851516708)	(75, 0.001750360415121841)
227fDMSOw5_S00_L003_R1_001	(1, 0.025340302212968336)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.02897486913017443)	(7, 0.0)	(8, 0.0052358096849262565)	(9, 0.00010166620747429625)	(10, 0.0)	(11, 0.0005083310373714812)	(12, 0.0009658289710058143)	(13, 0.0001270827593428703)	(14, 0.0010674951784801106)	(15, 0.0002033324149485925)	(16, 0.0)	(17, 0.0010674951784801106)	(18, 5.083310373714812e-05)	(19, 0.0)	(20, 0.0)	(21, 0.00020333551580120293)	(22, 0.00012709051182907647)	(23, 7.62577379362165e-05)	(24, 2.542056416874882e-05)	(25, 0.0001525339318086889)	(26, 2.5425521528297586e-05)	(27, 0.0009666210489364625)	(28, 0.0009419638265523819)	(29, 0.0002803216971796834)	(30, 0.0006886657101865136)	(31, 0.00045943882610317003)	(32, 0.00020442127442866172)	(33, 0.0005121249420978738)	(34, 0.0006946382928363497)	(35, 0.0005431926067864933)	(36, 0.0003389104966055507)	(37, 0.0005264559930170877)	(38, 0.00015971158217746513)	(39, 5.393333085240012e-05)	(40, 0.00021885465698088909)	(41, 0.00022226574926478658)	(42, 0.0007342222694132605)	(43, 0.00040184942587198456)	(44, 0.00011686669862970875)	(45, 0.0005351756059823119)	(46, 0.00045335861663965156)	(47, 0.0004606801789281815)	(48, 0.0003745206136145733)	(49, 0.0007942138029911363)	(50, 0.001425366667476534)	(51, 0.0009587949600446997)	(52, 0.0013150831267416422)	(53, 0.0003435814518240396)	(54, 0.000560185057133624)	(55, 0.001035481302421241)	(56, 0.0014515889637142679)	(57, 0.0009209507453438573)	(58, 0.0003740787375890027)	(59, 0.001330919425757702)	(60, 0.0007353055000851406)	(61, 0.0020099599426806718)	(62, 0.0008829281428930906)	(63, 0.0008987783559464605)	(64, 0.0012471378187060697)	(65, 0.0002536331897628572)	(66, 0.001846975899112163)	(67, 0.0006538842467950954)	(68, 0.0003982309695375432)	(69, 0.00013469567532595233)	(70, 0.00045685089026532984)	(71, 0.0007941668909020241)	(72, 0.0025782172746394876)	(73, 0.001870880388202335)	(74, 0.000949051524685169)	(75, 0.0015954383227476002)
227fDMSOw5_S00_L004_R1_001	(1, 0.03129103145608305)	(2, 0.0002380551843658051)	(3, 2.6450576040645013e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 7.935172812193504e-05)	(9, 0.0005819126728941903)	(10, 0.0002116046083251601)	(11, 0.0011373747697477356)	(12, 0.0005819126728941903)	(13, 0.0007406161291380604)	(14, 0.00015870345624387008)	(15, 0.00034385748852838516)	(16, 0.0005290115208129003)	(17, 0.0001851540322845151)	(18, 7.935172812193504e-05)	(19, 0.0)	(20, 2.6450576040645013e-05)	(21, 0.00023805864759940336)	(22, 0.00021161636281202172)	(23, 0.0005026076076274673)	(24, 0.00015872553973297071)	(25, 0.0)	(26, 0.0003175085317188377)	(27, 0.00042353297442443194)	(28, 0.0002384136275110253)	(29, 0.00031817275507909775)	(30, 0.00015920934516400288)	(31, 0.0003186227848746578)	(32, 0.000292360358061704)	(33, 0.0005325532493337093)	(34, 0.00048134661529093795)	(35, 0.00016123601378352937)	(36, 0.000351860217303457)	(37, 2.730446996016824e-05)	(38, 0.0002206782712174572)	(39, 0.000865486385201188)	(40, 0.0)	(41, 0.0007176226596531012)	(42, 0.0009035235085158548)	(43, 0.00032550513218023634)	(44, 0.0003911101269844326)	(45, 0.0005505499688327546)	(46, 0.0002485205262422143)	(47, 0.0004730579316204221)	(48, 0.0008327306712001377)	(49, 0.0007817958828674318)	(50, 0.0006306319164140543)	(51, 0.0004060937067996668)	(52, 0.0006553710590209929)	(53, 0.0014749707990900133)	(54, 0.0002503511174422127)	(55, 0.0003280212120383785)	(56, 0.0005182902788364679)	(57, 0.0015028260644141308)	(58, 0.0006101786183496727)	(59, 0.0003100268095683574)	(60, 0.0003548155767192096)	(61, 0.000722277775191845)	(62, 0.0008578872932185236)	(63, 0.0002909726967848348)	(64, 0.0004227314539256534)	(65, 0.0008594147815045344)	(66, 0.0005673422112206324)	(67, 4.4285391002359966e-05)	(68, 0.0005391913477761727)	(69, 0.0006837669175331513)	(70, 0.0005565330956318645)	(71, 0.0017544516840602372)	(72, 0.0009382109108003383)	(73, 0.0011929039565913096)	(74, 0.002472858658955011)	(75, 0.0012903621240005743)
228fTBTw5_S00_L001_R1_001	(1, 0.0018935831785134053)	(2, 0.00017020972391131733)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.02931862494372441)	(7, 0.0)	(8, 0.000765943757600928)	(9, 0.0)	(10, 0.0)	(11, 0.00017020972391131733)	(12, 0.0005319053872228667)	(13, 0.00010638107744457333)	(14, 0.0020212404714468933)	(15, 0.0005319053872228667)	(16, 0.0)	(17, 0.0009999821279789893)	(18, 0.000127657292933488)	(19, 0.0)	(20, 0.0)	(21, 0.00034042502489889907)	(22, 0.00021277609826510877)	(23, 0.00021278415728324)	(24, 0.0)	(25, 0.000234086232686397)	(26, 0.00023410914977303117)	(27, 0.0011709798823527156)	(28, 0.001107674244081558)	(29, 0.00034103162492830344)	(30, 0.0008530787291430248)	(31, 0.0007468250334044168)	(32, 0.00017085364890002285)	(33, 0.0004278642301224975)	(34, 0.00073059093848059)	(35, 0.0007127058829119262)	(36, 0.00032628577805127775)	(37, 0.00037283653376944973)	(38, 0.00013285258411561363)	(39, 0.0002687663891504384)	(40, 0.00038600640498157154)	(41, 0.000414846909966697)	(42, 0.0007719211573764787)	(43, 0.0003323724603776416)	(44, 0.0003136589547580736)	(45, 0.0004412952309224394)	(46, 0.0005722395165720564)	(47, 0.0004790188483832231)	(48, 0.00028097643910384866)	(49, 0.0005441649452051812)	(50, 0.0010543143200924634)	(51, 0.000751854260570131)	(52, 0.0011751141432092475)	(53, 0.0006109729633355125)	(54, 0.00039518751930067616)	(55, 0.0010907191283431976)	(56, 0.0013975402127638513)	(57, 0.0010616713065634878)	(58, 0.00011943992231627454)	(59, 0.0013306377837622877)	(60, 0.0006747344459908812)	(61, 0.0014326040755717336)	(62, 0.000316325162021748)	(63, 0.0008032422713635134)	(64, 0.0006524542556165709)	(65, 0.00023181947488914892)	(66, 0.0013775428264625306)	(67, 0.0003063444966402518)	(68, 0.0006550976423035853)	(69, 0.00013960002498840447)	(70, 0.000283255727165251)	(71, 0.0006857505015903998)	(72, 0.002284079590812758)	(73, 0.0017614951898891813)	(74, 0.0012924772653249029)	(75, 0.001330535177535728)
228fTBTw5_S00_L002_R1_001	(1, 0.0030053781133230787)	(2, 0.0005621570571683457)	(3, 2.1621425275705604e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 4.324285055141121e-05)	(11, 0.0005837784824440514)	(12, 0.0006270213329954624)	(13, 0.0015999854704022147)	(14, 0.0006270213329954624)	(15, 0.0005405356318926401)	(16, 0.0004540499307898177)	(17, 0.00021621425275705604)	(18, 0.00021621425275705604)	(19, 0.0)	(20, 6.486427582711681e-05)	(21, 0.00017297420716731602)	(22, 0.00017298135088056156)	(23, 0.0005405863588870668)	(24, 0.0002811179759159743)	(25, 0.0)	(26, 0.00015139220269599235)	(27, 0.0005408899847079584)	(28, 0.0001515265652044786)	(29, 0.0005198340516429138)	(30, 0.0002600625233649923)	(31, 0.00028187746873165764)	(32, 0.0001302120351077689)	(33, 0.00021738374317415048)	(34, 0.00039301481665858805)	(35, 0.0003291607454305905)	(36, 0.00022100927421217376)	(37, 2.228324861242211e-05)	(38, 0.0002699483386366934)	(39, 0.001160235586973421)	(40, 6.918153858358179e-05)	(41, 0.0007490305321229937)	(42, 0.0006175217522037214)	(43, 0.00012049685189924728)	(44, 0.0006611447206614581)	(45, 0.0006716576635517506)	(46, 0.0001766954368908267)	(47, 0.000332468403993099)	(48, 0.00033679620280416516)	(49, 0.0007095764170438152)	(50, 0.0002138512525535176)	(51, 0.00019061265357593423)	(52, 0.0004433529341512825)	(53, 0.0009011091809227301)	(54, 0.00028615226219101637)	(55, 8.728301079836315e-05)	(56, 0.0005311492476270908)	(57, 0.0007771280455947002)	(58, 0.0006354568586825648)	(59, 0.0003064162959540179)	(60, 0.00031071301179093737)	(61, 0.0005678222691061153)	(62, 0.000416546242080014)	(63, 6.508840306904839e-05)	(64, 0.0001652249686650847)	(65, 0.0008722622288648346)	(66, 0.00034032774923562387)	(67, 3.4472868473596543e-05)	(68, 0.00034911361797963065)	(69, 0.0005653784166082737)	(70, 0.0007528152602105947)	(71, 0.0012424225925047568)	(72, 0.0007202835642663533)	(73, 0.000539179253045948)	(74, 0.0018838373557621615)	(75, 0.001468214980931558)
228fTBTw5_S00_L003_R1_001	(1, 0.025395435576611062)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.02917909895797483)	(7, 0.0)	(8, 0.004788364957206126)	(9, 4.275325854648326e-05)	(10, 0.0)	(11, 0.0003206494390986245)	(12, 0.0009619483172958736)	(13, 0.0001282597756394498)	(14, 0.0011970912393015315)	(15, 0.00021376629273241635)	(16, 0.0)	(17, 0.000641298878197249)	(18, 2.137662927324163e-05)	(19, 0.0)	(20, 0.0)	(21, 0.00023514744599945788)	(22, 0.00010689034397526471)	(23, 0.00010689420594921842)	(24, 0.0)	(25, 0.00012828667796302136)	(26, 2.138306521107865e-05)	(27, 0.000919807542036809)	(28, 0.0006848494187340559)	(29, 0.00017131182242159112)	(30, 0.0006213505031760653)	(31, 0.00040729582581801077)	(32, 6.436654947663559e-05)	(33, 0.00023641195427792804)	(34, 0.00047491734819105064)	(35, 0.000650884313123954)	(36, 0.000262226358600227)	(37, 0.0002643925383137837)	(38, 4.4490536640403904e-05)	(39, 2.2500457884317947e-05)	(40, 0.00027374835408802104)	(41, 0.00023156751524582627)	(42, 0.0006110339093267981)	(43, 0.00011924954828271111)	(44, 0.0001454411119845658)	(45, 0.0007389173481537164)	(46, 0.00027498219490288)	(47, 0.0005825921958482453)	(48, 0.00030797366927785564)	(49, 0.0006249418999327406)	(50, 0.0009536454155615858)	(51, 0.000890659411840912)	(52, 0.0009341460037233961)	(53, 0.0002234191281403653)	(54, 0.0004826200020440377)	(55, 0.0012703094329425304)	(56, 0.0013180640977499766)	(57, 0.0008901268905553382)	(58, 0.00036054095564985706)	(59, 0.0013696507907907116)	(60, 0.0006174701445466735)	(61, 0.001881678193513667)	(62, 0.0005416726277208296)	(63, 0.0011330127878297594)	(64, 0.0008219604150439798)	(65, 0.0003005080589583456)	(66, 0.0019651344490779453)	(67, 0.0007897120435206874)	(68, 0.0005912973550921485)	(69, 0.00014086352155986628)	(70, 0.0002501563477173233)	(71, 0.000947687296725631)	(72, 0.0024979231283080924)	(73, 0.0020305889578230095)	(74, 0.000786519681868519)	(75, 0.0018438821833040157)
228fTBTw5_S00_L004_R1_001	(1, 0.030475386167288333)	(2, 0.00021326372405380218)	(3, 4.2652744810760434e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.00017061097924304174)	(9, 0.0005758120549452659)	(10, 0.00021326372405380218)	(11, 0.0009596867582421097)	(12, 0.0005758120549452659)	(13, 0.0007250966617829274)	(14, 0.00017061097924304174)	(15, 0.0003412219584860835)	(16, 0.0002559164688645626)	(17, 0.0002345900964591824)	(18, 0.0002559164688645626)	(19, 0.0)	(20, 0.0001279582344322813)	(21, 0.00012795978991561694)	(22, 0.0001706205126805165)	(23, 0.0006825028659788317)	(24, 0.0002772790901491911)	(25, 0.0)	(26, 0.0001706578561704121)	(27, 0.0004694667370013196)	(28, 0.00010674771522527718)	(29, 0.0005340378645662887)	(30, 0.0001923540545669982)	(31, 0.00023521547769162952)	(32, 0.00010700843162236124)	(33, 0.0002143646617282765)	(34, 0.0005596829783400534)	(35, 0.0005190743606463774)	(36, 0.00013065075398550124)	(37, 2.1945590735800545e-05)	(38, 0.00028789118598988617)	(39, 0.0012090644908282384)	(40, 4.5378248118277495e-05)	(41, 0.0009437165167653541)	(42, 0.0007003188551747611)	(43, 0.0002604628519593081)	(44, 0.0004089170865282987)	(45, 0.0005862536704975901)	(46, 0.0003964629557403624)	(47, 0.0004266993300820518)	(48, 0.00043220463516589796)	(49, 0.000799367932040317)	(50, 0.000314629566946486)	(51, 0.0004272147547159836)	(52, 0.0004346328493334362)	(53, 0.0014631147393902788)	(54, 0.00030853687885215304)	(55, 0.0003136604545738395)	(56, 0.0004916346911319513)	(57, 0.001142208803383984)	(58, 0.0004150931424537401)	(59, 0.0003603847106786495)	(60, 0.0006091538152978625)	(61, 0.000680423805059817)	(62, 0.0009109078704638751)	(63, 0.0005423806682767928)	(64, 0.0002592021627828463)	(65, 0.0009867625799894416)	(66, 0.000867528122091904)	(67, 0.00013520794644142825)	(68, 0.0006846958495449341)	(69, 0.0007276340873701432)	(70, 0.0007031945778072494)	(71, 0.002007225294192918)	(72, 0.0009671554025300786)	(73, 0.0010989337493543766)	(74, 0.002313615162508329)	(75, 0.0018045937739108674)
230fTBTw5_S00_L001_R1_001	(1, 0.0019824069780725625)	(2, 0.00013440047308966528)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.028140099053148664)	(7, 0.0)	(8, 0.0006888024245845345)	(9, 0.0)	(10, 0.0)	(11, 3.360011827241632e-05)	(12, 0.0006720023654483264)	(13, 0.00015120053222587344)	(14, 0.001377604849169069)	(15, 0.0004536015966776203)	(16, 0.0)	(17, 0.0012768044943518202)	(18, 0.00015120053222587344)	(19, 1.680005913620816e-05)	(20, 0.0)	(21, 0.0002016028772762645)	(22, 0.00016801030104757783)	(23, 0.00011761205194218663)	(24, 3.360510905193939e-05)	(25, 0.00020164329200822098)	(26, 0.00011764112733811741)	(27, 0.0009416962235963514)	(28, 0.0008751269565188123)	(29, 0.00037062931172452134)	(30, 0.0009105483996943256)	(31, 0.0008437001584131417)	(32, 0.0002534357867212826)	(33, 0.0004743534054847451)	(34, 0.0006651019149307365)	(35, 0.0006362258395386847)	(36, 0.0002089412217002174)	(37, 0.00022981133903289026)	(38, 5.395174016841935e-05)	(39, 0.00020170906254979694)	(40, 0.0002807027524401958)	(41, 0.0005546040165570336)	(42, 0.0006460292302777064)	(43, 0.0002808913807075373)	(44, 0.00035076693126185514)	(45, 0.0005945160564985595)	(46, 0.000523938304518182)	(47, 0.0008515268773254526)	(48, 0.0004368558244722494)	(49, 0.0004722655001079127)	(50, 0.000777097385844394)	(51, 0.0006240970875386035)	(52, 0.000743620060407591)	(53, 0.000500699793843448)	(54, 0.000461146758056912)	(55, 0.001342591996920989)	(56, 0.002182717586787436)	(57, 0.00108878897533481)	(58, 0.00018088181694579243)	(59, 0.0014524965634549393)	(60, 0.0006659694072681998)	(61, 0.0015936633343925232)	(62, 0.0003669331824681994)	(63, 0.0009924111347160472)	(64, 0.0008075320976453767)	(65, 0.0004321073008849558)	(66, 0.002250550462506567)	(67, 0.0005659984363349865)	(68, 0.0008873039154792869)	(69, 3.940560584148701e-05)	(70, 0.00040341384935881406)	(71, 0.0006223978582874765)	(72, 0.0030844232714957154)	(73, 0.0024957596084345156)	(74, 0.0018956395398610191)	(75, 0.0010195743713959868)
