Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74
213mDMSOw1_S00_L001_R1_001	(1, 0.008738648177907649)	(2, 7.484923492854518e-05)	(3, 6.237436244045432e-06)	(4, 0.0)	(5, 0.0)	(6, 0.012418735561894455)	(7, 0.0)	(8, 0.00026197232224990815)	(9, 0.0)	(10, 3.118718122022716e-05)	(11, 3.742461746427259e-05)	(12, 0.0002432600135177718)	(13, 0.00014969846985709036)	(14, 0.0006112687519164523)	(15, 0.00032434668469036245)	(16, 0.0002806846309820444)	(17, 0.0007297800405533156)	(18, 0.0007297800405533156)	(19, 0.0004179082283510439)	(20, 0.0003929584833748622)	(21, 0.00018712683400670926)	(22, 0.0003680469612951211)	(23, 0.0007423967499242786)	(24, 0.0001060686755990634)	(25, 0.00021216981073204826)	(26, 0.00033083001130065383)	(27, 0.0013878368106459836)	(28, 0.0005261269310032758)	(29, 0.003967738768097472)	(30, 0.0009000076972686277)	(31, 0.00691664571812027)	(32, 0.0007709173088186684)	(33, 0.0006153027571843416)	(34, 0.0005312449135699729)	(35, 0.0005566958830591682)	(36, 0.0005200861552341306)	(37, 0.00042310596447105343)	(38, 0.0010435414942305886)	(39, 0.001830714789211147)	(40, 0.000556660562919741)	(41, 0.003068752964052153)	(42, 0.0009034244569754731)	(43, 0.005503084097773637)	(44, 0.0005102275511238041)	(45, 0.007497586407432433)	(46, 0.010639427046280079)	(47, 0.0038121873823481955)	(48, 0.0021327311393640213)	(49, 0.0015086613422063096)	(50, 0.013081353036514868)	(51, 0.0048835213647409)	(52, 0.003071717607279737)	(53, 0.002434379076342923)	(54, 0.016241336303429197)	(55, 0.0008628143840929461)	(56, 0.015569831969991298)	(57, 0.013842996607221152)	(58, 0.0014784511877755477)	(59, 0.0031386292020085874)	(60, 0.01167087981220097)	(61, 0.016380202279117944)	(62, 0.007680274467249532)	(63, 0.010743873470228593)	(64, 0.014934825461920776)	(65, 0.003975158163971614)	(66, 0.008394317471287063)	(67, 0.017949354300760792)	(68, 0.01037454228491636)	(69, 0.014670979907666299)	(70, 0.005082237648470736)	(71, 0.0022476284339415643)	(72, 0.01660318304214471)	(73, 0.004346631764344693)	(74, 0.0057404049947652)	(75, 0.02963806969221561)
213mDMSOw1_S00_L002_R1_001	(1, 0.005318544632188021)	(2, 0.0010888854690751808)	(3, 1.2588271318788216e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 5.6647220934546965e-05)	(11, 0.0002706478333539466)	(12, 0.00022658888373818786)	(13, 0.00047206017445455806)	(14, 0.0003902364108824347)	(15, 0.0002391771550569761)	(16, 0.0002643536976945525)	(17, 0.00011329444186909393)	(18, 0.0002580595620351584)	(19, 0.0024798894498012786)	(20, 0.0004280012248387993)	(21, 8.811940784009701e-05)	(22, 0.00033362306083169587)	(23, 0.0006358208365161097)	(24, 0.00033368416340626806)	(25, 0.00046596509115473577)	(26, 0.003061089135514416)	(27, 0.00033431158369452653)	(28, 0.0005055356149840756)	(29, 0.0005953362246829312)	(30, 0.0005079065817582304)	(31, 0.00020351678272529196)	(32, 0.0002613150533468308)	(33, 0.0005693532013291134)	(34, 0.00023877414643889335)	(35, 0.00022184883468353363)	(36, 0.0005372649275246196)	(37, 0.0005883306840419427)	(38, 0.004276086528372456)	(39, 0.00041770704038844776)	(40, 0.002099172613656578)	(41, 0.0016598831040349972)	(42, 0.0007543916452420709)	(43, 0.000491245306852872)	(44, 0.0029735963825720394)	(45, 0.002001335153017247)	(46, 0.004145604040996912)	(47, 0.003746700642494562)	(48, 0.0075904352757589265)	(49, 0.00821863520440649)	(50, 0.007040407958291883)	(51, 0.010011142258995747)	(52, 0.008840450251603484)	(53, 0.0035593243192866596)	(54, 0.009005852183068208)	(55, 0.01104716788337507)	(56, 0.011284352896297855)	(57, 0.008904981582535972)	(58, 0.0048008630567545505)	(59, 0.011039253952439177)	(60, 0.007981407317363364)	(61, 0.008483757096418423)	(62, 0.008703663957937823)	(63, 0.007090513484840011)	(64, 0.008366105706975917)	(65, 0.013459209946882489)	(66, 0.007094372248857308)	(67, 0.0089320848667503)	(68, 0.013925688614732217)	(69, 0.002821552143895935)	(70, 0.004929744296902066)	(71, 0.008154876518075102)	(72, 0.002173238939891128)	(73, 0.003919868292425375)	(74, 0.0031143620017096635)	(75, 0.0012373710814004566)
213mDMSOw1_S00_L003_R1_001	(1, 0.03342255863672671)	(2, 6.2859805598508005e-06)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.013458284378640566)	(7, 0.0)	(8, 0.0018103624012370306)	(9, 4.400186391895561e-05)	(10, 7.543176671820961e-05)	(11, 0.00018229343623567322)	(12, 0.00047773452254866087)	(13, 0.0002765831446334352)	(14, 0.0004714485419888101)	(15, 0.00019486539735537485)	(16, 0.00029544108631298765)	(17, 0.00035201491135164486)	(18, 0.0003897307947107497)	(19, 8.800372783791122e-05)	(20, 0.000251439222394032)	(21, 0.00010057783854076141)	(22, 0.00020117317911397422)	(23, 0.0007167355487251915)	(24, 0.00020121246860849693)	(25, 0.00010691091660451683)	(26, 0.0003271198799369388)	(27, 0.0011151449537233746)	(28, 0.0007574443524570359)	(29, 0.0005061405925704255)	(30, 0.0010908869964113622)	(31, 0.0015630626191477839)	(32, 0.0011781036009023127)	(33, 0.0007287623314257659)	(34, 0.00034832345470814624)	(35, 0.0009524611629068045)	(36, 0.0008293390154777218)	(37, 0.0006022976097311804)	(38, 0.001016963575062808)	(39, 0.0020930335683561705)	(40, 0.0007793923987971718)	(41, 0.0031220448407798212)	(42, 0.0012241821889142652)	(43, 0.004739306792170822)	(44, 0.0006508733716212942)	(45, 0.008019488346742874)	(46, 0.010978626468020962)	(47, 0.003990662543676067)	(48, 0.0018659270960958672)	(49, 0.001475535619429853)	(50, 0.013357367247025112)	(51, 0.005490046010034808)	(52, 0.0030097419562930567)	(53, 0.0023353310938209744)	(54, 0.016150221655643664)	(55, 0.0010698950925905045)	(56, 0.015466466045323174)	(57, 0.01372058744651456)	(58, 0.0017041044301925872)	(59, 0.003304951635269626)	(60, 0.012075584350506235)	(61, 0.016177898745025208)	(62, 0.00827710943097704)	(63, 0.011544160404880724)	(64, 0.015745898744108117)	(65, 0.004924132638273727)	(66, 0.00952554594178605)	(67, 0.018665803797664273)	(68, 0.012070656449718171)	(69, 0.015378371677151234)	(70, 0.00600979176770338)	(71, 0.003062739357016514)	(72, 0.018103755395895874)	(73, 0.0051606147127650995)	(74, 0.007869305576347733)	(75, 0.03395342843886252)
213mDMSOw1_S00_L004_R1_001	(1, 0.026497604772849025)	(2, 0.001268502356147028)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.00010250524090076994)	(7, 0.0)	(8, 1.9219732668894362e-05)	(9, 0.0001537578613511549)	(10, 8.969208578817368e-05)	(11, 0.00046127358405346466)	(12, 0.00028829599003341543)	(13, 0.00023704336958303045)	(14, 5.765919800668308e-05)	(15, 0.00023063679202673233)	(16, 0.0002818894124771173)	(17, 0.00011531839601336617)	(18, 0.00010891181845706806)	(19, 0.0013902273297166923)	(20, 0.00020501048180153987)	(21, 3.203348293396976e-05)	(22, 0.00016018024249750984)	(23, 0.0005638796870416475)	(24, 0.0002435212922521458)	(25, 0.0004230225538320235)	(26, 0.0004423755232212529)	(27, 0.0006292058882371114)	(28, 0.0007525359496714249)	(29, 0.0005414771147598217)	(30, 0.0007042991128609605)	(31, 0.00044013665725399904)	(32, 0.00023351173629986645)	(33, 0.0006510530261856131)	(34, 0.00039399224859650115)	(35, 0.00047127377269191514)	(36, 0.00014163903749933986)	(37, 0.0006598421575078971)	(38, 0.0035164266255120753)	(39, 0.0004170713937059037)	(40, 0.0017773470845423535)	(41, 0.001896446753895158)	(42, 0.0006960096067885993)	(43, 0.0005063729808871891)	(44, 0.0019542841842213688)	(45, 0.0013975643946512217)	(46, 0.002950289414011982)	(47, 0.0025848331769625695)	(48, 0.006247195353373632)	(49, 0.0071785280702880445)	(50, 0.005803849605164487)	(51, 0.00865854841167588)	(52, 0.007389037757392605)	(53, 0.002161397698483413)	(54, 0.0065642695406182405)	(55, 0.008638080505018755)	(56, 0.009545540055552899)	(57, 0.006790292265769634)	(58, 0.002886126057740128)	(59, 0.009565546944796116)	(60, 0.006546711598351248)	(61, 0.006732785772796828)	(62, 0.0074151408750371805)	(63, 0.005642638919930218)	(64, 0.0067989979976700934)	(65, 0.011867012049346398)	(66, 0.005602264144679509)	(67, 0.007244862086330252)	(68, 0.01243882342163286)	(69, 0.0020630918067656295)	(70, 0.0035517749194269414)	(71, 0.006673328587855226)	(72, 0.0016193975900392489)	(73, 0.003949494774753132)	(74, 0.002439638081758061)	(75, 0.0017038329425876453)
214mDMSOw1_S00_L001_R1_001	(1, 0.008822687458758038)	(2, 0.00010728589899777301)	(3, 1.893280570548935e-05)	(4, 0.0)	(5, 0.0)	(6, 0.012154861262924165)	(7, 0.0)	(8, 0.0002839920855823403)	(9, 0.0)	(10, 0.0)	(11, 6.310935235163118e-05)	(12, 0.00025874834464168785)	(13, 0.00013252963993842546)	(14, 0.0006815810053976166)	(15, 0.00022719366846587222)	(16, 0.00042283266075592886)	(17, 0.0006878919406327798)	(18, 0.0005932279121053331)	(19, 0.00042283266075592886)	(20, 0.00042914359599109203)	(21, 0.00016408671856855796)	(22, 0.0003660618504413917)	(23, 0.0007132345274183763)	(24, 8.837243476914975e-05)	(25, 0.00029671095277548475)	(26, 0.00029675996210564706)	(27, 0.0014911187137104512)	(28, 0.0007335196937074697)	(29, 0.004158663718171981)	(30, 0.0009250978671171682)	(31, 0.0070329869920180985)	(32, 0.0007684004766115089)	(33, 0.0006367442299670554)	(34, 0.0004997855087191746)	(35, 0.0006777707461752429)	(36, 0.00043052461250501795)	(37, 0.0004488236135079539)	(38, 0.000902285247923591)	(39, 0.0021354186227214235)	(40, 0.000701543416149158)	(41, 0.0033648878836111808)	(42, 0.0007945922886662975)	(43, 0.005630674935288746)	(44, 0.00045653213916307207)	(45, 0.0072601655107078795)	(46, 0.010308826952282114)	(47, 0.004013234896206145)	(48, 0.0025253497969091316)	(49, 0.0012956852296528729)	(50, 0.012505287100688265)	(51, 0.005136785999460892)	(52, 0.0030667556688114663)	(53, 0.002432213504636363)	(54, 0.015256662976264414)	(55, 0.0007648377369096409)	(56, 0.014628923479629154)	(57, 0.013086690787497376)	(58, 0.001134582626175369)	(59, 0.003183081254585034)	(60, 0.01104655241171692)	(61, 0.0157418494421294)	(62, 0.007235775961334721)	(63, 0.010216819906378544)	(64, 0.013997654072409469)	(65, 0.004030236880259866)	(66, 0.007865918942564021)	(67, 0.01724625398644594)	(68, 0.010217362188718368)	(69, 0.013816628754693083)	(70, 0.005212489222993253)	(71, 0.0024160645268852324)	(72, 0.01662831341562041)	(73, 0.004665632789487663)	(74, 0.006086507605934565)	(75, 0.030095664316255995)
214mDMSOw1_S00_L002_R1_001	(1, 0.005860718974874009)	(2, 0.0012464257325725603)	(3, 1.8885238372311523e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 5.036063565949738e-05)	(11, 0.00023921301938261262)	(12, 0.0002203277810103011)	(13, 0.0005917374689990943)	(14, 0.00025180317829748695)	(15, 0.0003399342907016074)	(16, 0.0003336392112441702)	(17, 0.00010072127131899476)	(18, 0.00027698349612723566)	(19, 0.002278818763592257)	(20, 0.0004532457209354765)	(21, 8.183728996695599e-05)	(22, 0.0002644121626572969)	(23, 0.0006736619641074165)	(24, 0.0003274126836021717)	(25, 0.0004911725276878047)	(26, 0.0030986537671977643)	(27, 0.0003151048536608945)	(28, 0.0005802630584732345)	(29, 0.0007576188519309085)	(30, 0.0005687848953483192)	(31, 0.00022770572753909123)	(32, 0.0002596798514783257)	(33, 0.0005842245403518175)	(34, 0.0003513971037722926)	(35, 0.0003024400866188408)	(36, 0.0005981008996217663)	(37, 0.0007102371744976452)	(38, 0.0043737178832137435)	(39, 0.0005332525849419056)	(40, 0.0020674928240199397)	(41, 0.0017296860529509)	(42, 0.0007762793860561592)	(43, 0.0005383201783433218)	(44, 0.002919875327909683)	(45, 0.002017842209223333)	(46, 0.003989025679333743)	(47, 0.003648743478551768)	(48, 0.007484681576353226)	(49, 0.00790395833951251)	(50, 0.007113429024752178)	(51, 0.009525749554268003)	(52, 0.008506681210752343)	(53, 0.003351046757050681)	(54, 0.008349244718590354)	(55, 0.010321928362352207)	(56, 0.010682843046981338)	(57, 0.008348424533704914)	(58, 0.004437811039552885)	(59, 0.010598597968164966)	(60, 0.007551966276599062)	(61, 0.008308684747498456)	(62, 0.008530091856664805)	(63, 0.006599032964936996)	(64, 0.007660641814213593)	(65, 0.012393718332389787)	(66, 0.006532313856132049)	(67, 0.00863171660476772)	(68, 0.013092748420848248)	(69, 0.0026459822368776267)	(70, 0.004557969902083867)	(71, 0.007403490216816499)	(72, 0.002009756525128375)	(73, 0.003517051577347795)	(74, 0.003007879022025059)	(75, 0.0009797611172003028)
214mDMSOw1_S00_L003_R1_001	(1, 0.03366663639484398)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.014066629059021292)	(7, 0.0)	(8, 0.0017772353918655936)	(9, 3.1511265813219746e-05)	(10, 0.00011974281009023504)	(11, 0.0001701608353913866)	(12, 0.0004159487087345007)	(13, 0.00018906759487931848)	(14, 0.0006239230631017509)	(15, 0.00011974281009023504)	(16, 0.000371832936595993)	(17, 0.00032771716445748533)	(18, 0.0004033442024092128)	(19, 0.00013864956957816688)	(20, 0.00023948562018047008)	(21, 0.00015125668783020832)	(22, 0.00019538541253770545)	(23, 0.0007500765676899665)	(24, 0.0001891117283437759)	(25, 0.00010717498036648927)	(26, 0.0002585243029238973)	(27, 0.0011357394098925175)	(28, 0.0006504325439566102)	(29, 0.00046776741188336564)	(30, 0.0008732242305043674)	(31, 0.0015326441163629014)	(32, 0.00121135377155631)	(33, 0.0009093967392721392)	(34, 0.0003071650667312908)	(35, 0.0009927736393586012)	(36, 0.000833870300204383)	(37, 0.0005800690387623225)	(38, 0.001181455632102459)	(39, 0.002105549646626483)	(40, 0.0006388230489004619)	(41, 0.0029981850521649334)	(42, 0.0009707224442366013)	(43, 0.004398423950961467)	(44, 0.0006472494289678688)	(45, 0.006936725489798203)	(46, 0.00968443402195389)	(47, 0.003860352039048909)	(48, 0.0019322256676698006)	(49, 0.0013433811731723361)	(50, 0.011340367462799233)	(51, 0.005192100959513809)	(52, 0.002589967484684875)	(53, 0.002025749566974011)	(54, 0.014594805634890693)	(55, 0.000875247798774819)	(56, 0.013631878689262408)	(57, 0.012156835653398732)	(58, 0.0013305856739166955)	(59, 0.003154402512741141)	(60, 0.010766351332425103)	(61, 0.014805845630266472)	(62, 0.007272931303617358)	(63, 0.010236173795978156)	(64, 0.014109909253787372)	(65, 0.004484514600185854)	(66, 0.008747076951578336)	(67, 0.01706183114116071)	(68, 0.010423644303800033)	(69, 0.013669709258504997)	(70, 0.005582205463778541)	(71, 0.002878357201085458)	(72, 0.01672026676233199)	(73, 0.005426612485893353)	(74, 0.007087021799051557)	(75, 0.029974563191849022)
214mDMSOw1_S00_L004_R1_001	(1, 0.0278272941991349)	(2, 0.0011194161530106539)	(3, 1.2648770090515863e-05)	(4, 0.0)	(5, 0.0)	(6, 7.589262054309519e-05)	(7, 0.0)	(8, 4.4270695316805524e-05)	(9, 0.0001960559364029959)	(10, 8.854139063361105e-05)	(11, 0.000461680108303829)	(12, 0.00030357048217238077)	(13, 0.00027194855694609107)	(14, 0.00012648770090515862)	(15, 0.00024032663171980138)	(16, 0.00027194855694609107)	(17, 0.00015178524108619038)	(18, 0.00011383893081464277)	(19, 0.001378715939866229)	(20, 0.0002150290915387697)	(21, 0.00010751630690340072)	(22, 0.00014547160185611645)	(23, 0.0007210763924775793)	(24, 0.00022140074813210516)	(25, 0.0004997878116050477)	(26, 0.00038597342212324994)	(27, 0.0005001787030872739)	(28, 0.0009124490557197788)	(29, 0.0007547676260756866)	(30, 0.0007237667871039995)	(31, 0.0005273892288819691)	(32, 0.00024177774339160984)	(33, 0.0007591054701140176)	(34, 0.0004235348837448082)	(35, 0.00038773503609328515)	(36, 0.00011095877124517804)	(37, 0.0008052989728543618)	(38, 0.00358060386884248)	(39, 0.0003724270454353547)	(40, 0.001963660471844267)	(41, 0.0020339591774641225)	(42, 0.0007782101167315175)	(43, 0.0005180138227671824)	(44, 0.001987601619799974)	(45, 0.0015801750489461094)	(46, 0.0028580293047347)	(47, 0.0025715887446703823)	(48, 0.005979772169886201)	(49, 0.006644648411500082)	(50, 0.005299205350315443)	(51, 0.0083103355171796)	(52, 0.007078320415684222)	(53, 0.002245656860311318)	(54, 0.00637889152529913)	(55, 0.008371067800445794)	(56, 0.008924445070459797)	(57, 0.006486567392111195)	(58, 0.00281684714654836)	(59, 0.009041874242335853)	(60, 0.00643357136204948)	(61, 0.00641180379223827)	(62, 0.006983985658155439)	(63, 0.005691976455683007)	(64, 0.007000312731362239)	(65, 0.011741270299009909)	(66, 0.005968943856430622)	(67, 0.007279639998765225)	(68, 0.01217241158714983)	(69, 0.0022462394605966586)	(70, 0.0035953077699232153)	(71, 0.007064367244251495)	(72, 0.0019390899317375274)	(73, 0.004377327958851973)	(74, 0.002102678504263271)	(75, 0.0007298279838373154)
215mDMSOw1_S00_L001_R1_001	(1, 0.009365537533819005)	(2, 9.881575358073981e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.013290718856609504)	(7, 0.0)	(8, 0.0002799779684787628)	(9, 0.0)	(10, 1.6469292263456635e-05)	(11, 5.4897640878188774e-05)	(12, 0.00033487560935695156)	(13, 0.00018665197898584185)	(14, 0.0007685669722946428)	(15, 0.000268998440303125)	(16, 0.0003897732502351403)	(17, 0.0007191590955042729)	(18, 0.0007026898032408164)	(19, 0.0004227118347620536)	(20, 0.00047760947564024235)	(21, 0.0002086153529261213)	(22, 0.00029647572714789803)	(23, 0.0008290991623462914)	(24, 0.00011531561609564388)	(25, 0.0002306602501378607)	(26, 0.0002691613196946546)	(27, 0.0016439176503919369)	(28, 0.0006551071631454106)	(29, 0.0038268623792463625)	(30, 0.001044012299459185)	(31, 0.0067480216266349495)	(32, 0.0008366919681948448)	(33, 0.0006725899794765561)	(34, 0.00044798025303044637)	(35, 0.00061022858371709)	(36, 0.0005611287987560805)	(37, 0.00037218931642198127)	(38, 0.0009288102993111896)	(39, 0.0019126176290009307)	(40, 0.0007143597015405167)	(41, 0.0033303956729991316)	(42, 0.0010708943609524472)	(43, 0.005394984563076634)	(44, 0.00040194118836725935)	(45, 0.007628324958411223)	(46, 0.010318360012494341)	(47, 0.004011870543612048)	(48, 0.0024932500754024822)	(49, 0.0012971175124735094)	(50, 0.012644591828279077)	(51, 0.005107448637189915)	(52, 0.0031896392822510196)	(53, 0.002356862155561577)	(54, 0.01581660099405498)	(55, 0.0009662114157793268)	(56, 0.014986638077488245)	(57, 0.01341433493700863)	(58, 0.0013132620995818575)	(59, 0.003267256908010197)	(60, 0.011412684262397652)	(61, 0.01582679523405443)	(62, 0.0074313946051981295)	(63, 0.010843302539680518)	(64, 0.014579276920548716)	(65, 0.00391028344705827)	(66, 0.008139020776032003)	(67, 0.017160250793808427)	(68, 0.010090108250895484)	(69, 0.013918916845565038)	(70, 0.005091487168328387)	(71, 0.0022862145284912303)	(72, 0.016086004113574595)	(73, 0.004638516490056785)	(74, 0.005960394986484558)	(75, 0.029473768346171908)
215mDMSOw1_S00_L002_R1_001	(1, 0.006177529683304686)	(2, 0.0014551514365117703)	(3, 2.7455687481354157e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 3.294682497762499e-05)	(11, 0.00036241507475387485)	(12, 0.00019768094986574993)	(13, 0.0006204985370786038)	(14, 0.00037888848724268735)	(15, 0.00037888848724268735)	(16, 0.0004173264497165832)	(17, 9.334933743660413e-05)	(18, 0.00023611891233964576)	(19, 0.00264123713570627)	(20, 0.00037888848724268735)	(21, 6.589491276996184e-05)	(22, 0.00025261616993907117)	(23, 0.0006096190973562247)	(24, 0.00035152371524535834)	(25, 0.0003680462468236785)	(26, 0.003263658796670321)	(27, 0.00034645223289838913)	(28, 0.0006056713412564321)	(29, 0.0007279916541271942)	(30, 0.0005082598580176087)	(31, 0.00025999411860112983)	(32, 0.00033802448516377285)	(33, 0.000600346366500895)	(34, 0.0003135473742087128)	(35, 0.00024290096509637407)	(36, 0.0006008930988286018)	(37, 0.0006624485737976137)	(38, 0.00446206549898451)	(39, 0.00041581083957391085)	(40, 0.0020660092412101453)	(41, 0.0019193311394416655)	(42, 0.0009342727595243349)	(43, 0.0006465956412922508)	(44, 0.0030729572149494826)	(45, 0.0020517838790383124)	(46, 0.004288372857020333)	(47, 0.004004361607868457)	(48, 0.007347576676454427)	(49, 0.008033414224936794)	(50, 0.006729201135363647)	(51, 0.00954932421158148)	(52, 0.008675511009925167)	(53, 0.003744456169838112)	(54, 0.008612226918213521)	(55, 0.010300717200183475)	(56, 0.01097606238703694)	(57, 0.008479467984046234)	(58, 0.004686711759850371)	(59, 0.010539454171749663)	(60, 0.00762200532718392)	(61, 0.008259156340501037)	(62, 0.008315191098209966)	(63, 0.006741333265952902)	(64, 0.0077089285473785525)	(65, 0.01196220475406055)	(66, 0.006665152427349579)	(67, 0.00833194202958697)	(68, 0.012595511928434238)	(69, 0.0027562826016551477)	(70, 0.004565630379927262)	(71, 0.007669879291576265)	(72, 0.0022939734007871877)	(73, 0.003557276616287437)	(74, 0.0032251228600780448)	(75, 0.0011765898100490639)
215mDMSOw1_S00_L003_R1_001	(1, 0.03614420572712494)	(2, 5.4540826508412456e-06)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.014764201735827253)	(7, 0.0)	(8, 0.002110729985875562)	(9, 4.908674385757122e-05)	(10, 0.00010362757036598368)	(11, 0.00017453064482691986)	(12, 0.0005181378518299183)	(13, 0.00022907147133533233)	(14, 0.0005235919344807596)	(15, 0.00010362757036598368)	(16, 0.0003599694549555222)	(17, 0.0004254184467656171)	(18, 0.00031633679374879224)	(19, 0.00010362757036598368)	(20, 0.00023452555398617358)	(21, 8.181314064120667e-05)	(22, 0.00027273130915064813)	(23, 0.0007527944630548934)	(24, 0.00019094336003467095)	(25, 0.0001418616017855356)	(26, 0.00020192434997004424)	(27, 0.0010870205863673088)	(28, 0.0006891626493315642)	(29, 0.0004656853963141604)	(30, 0.0008616505360563979)	(31, 0.0015277589403024348)	(32, 0.001183684424226992)	(33, 0.0007677272643922352)	(34, 0.00029490250995977584)	(35, 0.0007860698098491516)	(36, 0.0008250593630211694)	(37, 0.0006126141058790207)	(38, 0.0011524838437641158)	(39, 0.002075201960334134)	(40, 0.0006244643840411882)	(41, 0.0027491414087737723)	(42, 0.0010586385640218368)	(43, 0.004375894836307346)	(44, 0.0006663758158355816)	(45, 0.0073513551885414415)	(46, 0.01039317129531812)	(47, 0.003699624223882403)	(48, 0.001948526071388303)	(49, 0.0013135682117686905)	(50, 0.012466209658883409)	(51, 0.004827458584428228)	(52, 0.002513739782445797)	(53, 0.0020129982639316185)	(54, 0.01616060628666734)	(55, 0.0010476172711716423)	(56, 0.01531349780539847)	(57, 0.013029591788469581)	(58, 0.0013177155757862)	(59, 0.0030535398666761953)	(60, 0.011534346611616888)	(61, 0.01585330636519329)	(62, 0.007506061802050643)	(63, 0.010901437809380375)	(64, 0.015097240782194715)	(65, 0.004507975101980072)	(66, 0.00885370040670442)	(67, 0.018379146775013778)	(68, 0.010697512497772706)	(69, 0.014594888308348902)	(70, 0.005800298092689212)	(71, 0.002867737426290545)	(72, 0.0172263336242166)	(73, 0.004859184871737766)	(74, 0.006912120064350352)	(75, 0.031077778116231664)
215mDMSOw1_S00_L004_R1_001	(1, 0.029060196510055425)	(2, 0.0011428167166875728)	(3, 2.1767937460715674e-05)	(4, 0.0)	(5, 0.0)	(6, 9.251373420804163e-05)	(7, 0.0)	(8, 3.265190619107352e-05)	(9, 0.00021223739024197783)	(10, 7.618778111250487e-05)	(11, 0.0005278724834223552)	(12, 0.00040270684302323994)	(13, 0.0002884251713544827)	(14, 9.795571857322055e-05)	(15, 0.0002503312807982303)	(16, 0.00027754120262412485)	(17, 0.00014149159349465188)	(18, 0.00010883968730357838)	(19, 0.0013877060131206242)	(20, 0.0002285633433375146)	(21, 6.530514864703514e-05)	(22, 0.00011973559984841473)	(23, 0.0007075821124548277)	(24, 0.000217737163264714)	(25, 0.000500858318723151)	(26, 0.0003811696528404817)	(27, 0.0004687095755022727)	(28, 0.0008240004369930794)	(29, 0.0006340253300771396)	(30, 0.0007446174152982634)	(31, 0.0003892451029813708)	(32, 0.00020320042871995318)	(33, 0.0008539361027711549)	(34, 0.0004050978175271842)	(35, 0.00038629122966071707)	(36, 0.00020417683415311277)	(37, 0.0007831551616950519)	(38, 0.003279769235436595)	(39, 0.0004717456314115233)	(40, 0.0016877627875602013)	(41, 0.0018460315232569516)	(42, 0.0006341723115929552)	(43, 0.0004854314576283386)	(44, 0.0017279487097155404)	(45, 0.0016401279950465422)	(46, 0.002883955322540593)	(47, 0.002451600898929777)	(48, 0.005876688688568429)	(49, 0.00665867526987241)	(50, 0.005237253248364702)	(51, 0.00800814153318539)	(52, 0.0072384242108537175)	(53, 0.0022023384316526857)	(54, 0.0061878771329843185)	(55, 0.008037127146593239)	(56, 0.008912327364480412)	(57, 0.0061912227901450454)	(58, 0.0028009565355771432)	(59, 0.009034023003131008)	(60, 0.006170083064511646)	(61, 0.006078274011801479)	(62, 0.0072204505464996535)	(63, 0.00518076664377597)	(64, 0.006413844167925412)	(65, 0.011233738756865936)	(66, 0.005624161480428176)	(67, 0.006843403789206345)	(68, 0.011493019086750805)	(69, 0.0021836971687877317)	(70, 0.0032968128338507004)	(71, 0.006548655891205901)	(72, 0.0015992649025912443)	(73, 0.0038871220932178213)	(74, 0.002030423541477736)	(75, 0.0015152330163213325)
