Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74
203fDMSOw1_S00_L003_R1_001	(1, 31.137254290138266)	(2, 31.23099884698694)	(3, 31.33109234897292)	(4, 31.426594102001584)	(5, 31.38071208975336)	(6, 34.82472384856312)	(7, 34.847482552529414)	(8, 34.73148730136171)	(9, 34.90423515909764)	(10, 34.76601849308994)	(11, 34.93219278720337)	(12, 34.822710617230655)	(13, 34.912312875811196)	(14, 34.8466590938963)	(15, 34.813998796763016)	(16, 34.8461465961537)	(17, 34.83009011454261)	(18, 34.81331831602389)	(19, 34.81887137225652)	(20, 34.7903723943668)	(21, 34.78440918827919)	(22, 34.767667600765435)	(23, 34.74106419365547)	(24, 34.7398729118709)	(25, 34.72857547197239)	(26, 34.68896502195442)	(27, 34.63398712384015)	(28, 34.62926819975122)	(29, 34.61220587110528)	(30, 34.60511148663934)	(31, 34.583860292287326)	(32, 34.54939085563783)	(33, 34.53649720904772)	(34, 34.529800447947515)	(35, 34.52153870937096)	(36, 34.513097224250785)	(37, 34.50307465045934)	(38, 34.49127874697931)	(39, 34.47762954380151)	(40, 34.50026385079426)	(41, 34.46135487876054)	(42, 34.45410993170822)	(43, 34.42906810459688)	(44, 34.39330764990822)	(45, 34.36773828078079)	(46, 34.33611384965043)	(47, 34.31975314295018)	(48, 34.27280659649206)	(49, 34.220423332318305)	(50, 34.161488805619335)	(51, 34.102265688141074)	(52, 34.0526067912894)	(53, 34.003551471508274)	(54, 33.937889303233774)	(55, 33.87012088209616)	(56, 33.81378764588169)	(57, 33.78518615706204)	(58, 33.74924668753442)	(59, 33.73292761706085)	(60, 33.68285655682341)	(61, 33.65486202671149)	(62, 33.620595644347915)	(63, 33.60320854886881)	(64, 33.58122675638354)	(65, 33.55554454897362)	(66, 33.52075450264655)	(67, 33.499211324348806)	(68, 33.47904653868569)	(69, 33.47530857487309)	(70, 33.45182019931612)	(71, 33.44505042969369)	(72, 33.469975356185415)	(73, 33.52048910603243)	(74, 33.5857007565999)	(75, 33.86015742994723)
203fDMSOw1_S00_L004_R1_001	(1, 31.14806642901002)	(2, 31.222761951370778)	(3, 31.30827665751899)	(4, 31.403884646134273)	(5, 31.36585575428336)	(6, 34.84834085926894)	(7, 34.85494564672958)	(8, 34.7531499501993)	(9, 34.926446607756574)	(10, 34.765149973169514)	(11, 34.93180441032375)	(12, 34.82140190197631)	(13, 34.91487727631105)	(14, 34.84827279937368)	(15, 34.811879684567906)	(16, 34.84289734377117)	(17, 34.826300725624826)	(18, 34.81654731725971)	(19, 34.82277479767601)	(20, 34.794963397601016)	(21, 34.78529420710211)	(22, 34.77002907209232)	(23, 34.741269951001925)	(24, 34.73718595615852)	(25, 34.727621734200454)	(26, 34.67942191796852)	(27, 34.6290826946157)	(28, 34.632026879850315)	(29, 34.61295179567115)	(30, 34.60965547168499)	(31, 34.58724166775909)	(32, 34.55433573836617)	(33, 34.531993883023205)	(34, 34.53423504795921)	(35, 34.52455243801554)	(36, 34.51012129091359)	(37, 34.511684930039664)	(38, 34.494361389881675)	(39, 34.48180655864654)	(40, 34.50331951272183)	(41, 34.46370695903854)	(42, 34.47286091944802)	(43, 34.45405484427374)	(44, 34.419289347931084)	(45, 34.39832996841982)	(46, 34.36002600448274)	(47, 34.335391244309115)	(48, 34.3041268229459)	(49, 34.26653725765262)	(50, 34.20855992569315)	(51, 34.13926393751568)	(52, 34.101236732734826)	(53, 34.01903481191945)	(54, 33.98064995203851)	(55, 33.92937312878263)	(56, 33.87025107843271)	(57, 33.838804294200706)	(58, 33.805072864582236)	(59, 33.79435346128612)	(60, 33.73086748410181)	(61, 33.70301334845677)	(62, 33.664767183477174)	(63, 33.645609802613066)	(64, 33.60903158650674)	(65, 33.602056753059536)	(66, 33.59351313596127)	(67, 33.5622326129327)	(68, 33.55136563185417)	(69, 33.532014257013486)	(70, 33.51089067595706)	(71, 33.51488127093403)	(72, 33.53331940873442)	(73, 33.582028145364895)	(74, 33.653169222488536)	(75, 33.901671231604844)
204fTBTw1_S00_L001_R1_001	(1, 31.100733364658986)	(2, 31.21210164629642)	(3, 31.354704405354227)	(4, 31.460274161325017)	(5, 31.395248908093805)	(6, 34.89654125894676)	(7, 34.913790570054545)	(8, 34.81289036387331)	(9, 34.95306743506208)	(10, 34.803095916654385)	(11, 35.00263860091083)	(12, 34.88020018298892)	(13, 34.98438041298421)	(14, 34.926935713903916)	(15, 34.9014935000019)	(16, 34.926768872381665)	(17, 34.90983199774384)	(18, 34.901734816359145)	(19, 34.902642380564615)	(20, 34.880800901928275)	(21, 34.87024707568693)	(22, 34.85031717779089)	(23, 34.82561743859166)	(24, 34.822168824975236)	(25, 34.80820707661037)	(26, 34.77577988539912)	(27, 34.71699840580768)	(28, 34.69897446119459)	(29, 34.690485016340226)	(30, 34.6834315465965)	(31, 34.65958999480509)	(32, 34.638047399717976)	(33, 34.62762153205048)	(34, 34.6227801326728)	(35, 34.612426846841046)	(36, 34.59687391126123)	(37, 34.59205743482714)	(38, 34.574462612020774)	(39, 34.55690188656468)	(40, 34.56515143800334)	(41, 34.52292765420775)	(42, 34.53141937853821)	(43, 34.51829324594564)	(44, 34.486609605658195)	(45, 34.46614130463427)	(46, 34.41791718096209)	(47, 34.401892168617024)	(48, 34.35581722251426)	(49, 34.33074196230081)	(50, 34.28440730371441)	(51, 34.22392414791689)	(52, 34.173013051061396)	(53, 34.10424318795305)	(54, 34.063199774873716)	(55, 33.99340075331214)	(56, 33.92524993889736)	(57, 33.906951800886404)	(58, 33.87411910191137)	(59, 33.842892744825846)	(60, 33.79308707952037)	(61, 33.768873745741374)	(62, 33.71363867945989)	(63, 33.69421735276713)	(64, 33.66879352287104)	(65, 33.65259987625059)	(66, 33.604885340719584)	(67, 33.5789880835581)	(68, 33.557992874632326)	(69, 33.54522737357244)	(70, 33.54160783726419)	(71, 33.51421417457492)	(72, 33.55365050062828)	(73, 33.59768722966563)	(74, 33.65900969327452)	(75, 33.93410324319249)
204fTBTw1_S00_L002_R1_001	(1, 31.10743403642259)	(2, 31.20631383915343)	(3, 31.344131140394197)	(4, 31.45281264084775)	(5, 31.37379803298491)	(6, 34.87513620722344)	(7, 34.880238230662776)	(8, 34.78893494409231)	(9, 34.941706146609945)	(10, 34.77211620443061)	(11, 34.978685485345025)	(12, 34.85234989390652)	(13, 34.95290448635203)	(14, 34.89684353454197)	(15, 34.86594643443037)	(16, 34.89128375946696)	(17, 34.887692361837225)	(18, 34.879042763221385)	(19, 34.879532076105754)	(20, 34.85251269545552)	(21, 34.841731241653996)	(22, 34.8231338889531)	(23, 34.80201982538114)	(24, 34.79843834203457)	(25, 34.77862152292011)	(26, 34.74172087203158)	(27, 34.687552764046345)	(28, 34.679659000684836)	(29, 34.66254113961921)	(30, 34.65703240394195)	(31, 34.63141958652864)	(32, 34.61068763905983)	(33, 34.595717295950166)	(34, 34.599282507429386)	(35, 34.58816451678198)	(36, 34.57090435655333)	(37, 34.56113110494389)	(38, 34.54017389380624)	(39, 34.52253576584854)	(40, 34.53963638016345)	(41, 34.49805138356493)	(42, 34.51911677501335)	(43, 34.50589133093684)	(44, 34.468643230539534)	(45, 34.454178555945525)	(46, 34.410549967459986)	(47, 34.38897609354816)	(48, 34.34569113914458)	(49, 34.3223191321928)	(50, 34.271482754485476)	(51, 34.20555193537211)	(52, 34.16866199421128)	(53, 34.117186710266125)	(54, 34.05186865852961)	(55, 33.98999762895541)	(56, 33.93008587124175)	(57, 33.90905366140675)	(58, 33.85801507232906)	(59, 33.83669754544746)	(60, 33.77855860483371)	(61, 33.762520777692984)	(62, 33.73473545749174)	(63, 33.694320512281244)	(64, 33.65364346891281)	(65, 33.644874662284074)	(66, 33.61347930887251)	(67, 33.57370867990918)	(68, 33.5472325711493)	(69, 33.54498485743947)	(70, 33.531851427151985)	(71, 33.51525903791481)	(72, 33.536182257285226)	(73, 33.59099373658252)	(74, 33.664821217078)	(75, 33.92154216382402)
204fTBTw1_S00_L003_R1_001	(1, 31.11280911885366)	(2, 31.194434753450572)	(3, 31.310397311668087)	(4, 31.4200717454906)	(5, 31.350263374098777)	(6, 34.79476930363129)	(7, 34.8278596290167)	(8, 34.71198835694873)	(9, 34.88635281102592)	(10, 34.732983267519934)	(11, 34.93479593026461)	(12, 34.812680143274065)	(13, 34.9162842741079)	(14, 34.8471067713535)	(15, 34.81520723311681)	(16, 34.84424820432913)	(17, 34.83117733825857)	(18, 34.820810485434436)	(19, 34.81609749903065)	(20, 34.784121361772435)	(21, 34.7810355280215)	(22, 34.75493183336301)	(23, 34.7394152803229)	(24, 34.73735247330039)	(25, 34.72035172017882)	(26, 34.68348778764375)	(27, 34.62890775352031)	(28, 34.61270866821618)	(29, 34.6119544443808)	(30, 34.59615508789403)	(31, 34.57533457144567)	(32, 34.55664460357344)	(33, 34.53659701780192)	(34, 34.53136032218211)	(35, 34.52272899495903)	(36, 34.50884933856951)	(37, 34.496349766619865)	(38, 34.48120095212216)	(39, 34.4608689552477)	(40, 34.47624225702487)	(41, 34.43569064081284)	(42, 34.43250311572965)	(43, 34.409628948342295)	(44, 34.37866138496021)	(45, 34.36005072768931)	(46, 34.32482663821755)	(47, 34.309355591823405)	(48, 34.26342102068274)	(49, 34.21724575843398)	(50, 34.161984283384854)	(51, 34.097194344193404)	(52, 34.04878808526664)	(53, 33.99275895041907)	(54, 33.932429708497004)	(55, 33.85824338289466)	(56, 33.80207969485803)	(57, 33.776824184990524)	(58, 33.73875364411977)	(59, 33.719381020167084)	(60, 33.67477579961464)	(61, 33.64959214394758)	(62, 33.614753963174245)	(63, 33.59542518616036)	(64, 33.5771650541819)	(65, 33.548699177052235)	(66, 33.52094278115438)	(67, 33.49117400899099)	(68, 33.472378630536774)	(69, 33.46792188694337)	(70, 33.438973917439675)	(71, 33.43560238911854)	(72, 33.46180499063198)	(73, 33.50045362682969)	(74, 33.55352040608402)	(75, 33.83263758339784)
204fTBTw1_S00_L004_R1_001	(1, 31.120359806557357)	(2, 31.183269202272054)	(3, 31.285439373964337)	(4, 31.39418555053547)	(5, 31.329944739038453)	(6, 34.813015129765745)	(7, 34.8277019160046)	(8, 34.726984996349415)	(9, 34.90389011225601)	(10, 34.728912081066824)	(11, 34.92544116660128)	(12, 34.802335878007)	(13, 34.90520553843742)	(14, 34.84366156455768)	(15, 34.80355649261123)	(16, 34.8277377237024)	(17, 34.818174591127885)	(18, 34.81307165638302)	(19, 34.81294711766049)	(20, 34.785452435891834)	(21, 34.7755108199604)	(22, 34.758303765640996)	(23, 34.73297147744009)	(24, 34.72336188580079)	(25, 34.70948244928189)	(26, 34.66942121391119)	(27, 34.619756590161685)	(28, 34.612065581104716)	(29, 34.601220961440006)	(30, 34.596080407478325)	(31, 34.57322387830432)	(32, 34.5457592538289)	(33, 34.53072852501495)	(34, 34.5331248233897)	(35, 34.51478844987851)	(36, 34.509173848558945)	(37, 34.49783602536324)	(38, 34.47862708480608)	(39, 34.45460702166274)	(40, 34.471033768492)	(41, 34.43153771685356)	(42, 34.443875718630345)	(43, 34.430148580372375)	(44, 34.39737111427789)	(45, 34.38215234660921)	(46, 34.33664070070513)	(47, 34.32084265019013)	(48, 34.29304777594728)	(49, 34.252067040750156)	(50, 34.19538127568426)	(51, 34.12616868589392)	(52, 34.08909427874339)	(53, 34.002208339931585)	(54, 33.959631068395844)	(55, 33.90289818184635)	(56, 33.836764931238406)	(57, 33.816921358920574)	(58, 33.779948962483246)	(59, 33.769277745183786)	(60, 33.70999328278153)	(61, 33.682555180360595)	(62, 33.63444375121649)	(63, 33.622579359716255)	(64, 33.58898172144699)	(65, 33.583511092184764)	(66, 33.561757627742665)	(67, 33.532572158910774)	(68, 33.52433541259557)	(69, 33.508592435458915)	(70, 33.48534223421944)	(71, 33.489048607735256)	(72, 33.50122484474207)	(73, 33.54922108184893)	(74, 33.607670467598055)	(75, 33.86382664201404)
205fTBTw1_S00_L001_R1_001	(1, 31.22608667670685)	(2, 31.36083726460555)	(3, 31.440900130976917)	(4, 31.511916478081357)	(5, 31.468606798756564)	(6, 34.98320892490922)	(7, 34.9844769573339)	(8, 34.91523936023622)	(9, 35.00816096747688)	(10, 34.89798201241843)	(11, 35.04228681045559)	(12, 34.94841433819699)	(13, 35.019888515098984)	(14, 34.96081604577151)	(15, 34.94531195987155)	(16, 34.96650737673084)	(17, 34.9485817630812)	(18, 34.93572111060524)	(19, 34.935537914966)	(20, 34.91137425084931)	(21, 34.90159326106676)	(22, 34.87637534296945)	(23, 34.85867812087689)	(24, 34.85299600880587)	(25, 34.83247844778473)	(26, 34.796436286560294)	(27, 34.75089849284197)	(28, 34.73640014347326)	(29, 34.72845818404164)	(30, 34.71985006062289)	(31, 34.699739553321685)	(32, 34.68888509890962)	(33, 34.67643450834796)	(34, 34.67328211558991)	(35, 34.66050079636321)	(36, 34.65600715334105)	(37, 34.651758386430295)	(38, 34.637938527649304)	(39, 34.63526054120515)	(40, 34.641716852425)	(41, 34.605734912631014)	(42, 34.60595200434819)	(43, 34.59201864427198)	(44, 34.56324840280884)	(45, 34.538801199314)	(46, 34.50080270291016)	(47, 34.486662475290856)	(48, 34.44881783666405)	(49, 34.4234694239291)	(50, 34.37757409742226)	(51, 34.32702139518069)	(52, 34.27876377020594)	(53, 34.22439628598056)	(54, 34.17392018717093)	(55, 34.123142890920846)	(56, 34.06909580205934)	(57, 34.05096750280225)	(58, 34.02138873428912)	(59, 33.97950817615586)	(60, 33.93879176057432)	(61, 33.913440369613305)	(62, 33.87006578333093)	(63, 33.85756726998245)	(64, 33.83057313463761)	(65, 33.81289890615059)	(66, 33.774707933786054)	(67, 33.75350165917671)	(68, 33.72695222597318)	(69, 33.713276990284186)	(70, 33.71694950142459)	(71, 33.69115911021642)	(72, 33.71662162707932)	(73, 33.776297141505054)	(74, 33.828673874244835)	(75, 34.11890379416629)
205fTBTw1_S00_L002_R1_001	(1, 31.23010410176078)	(2, 31.36303653105421)	(3, 31.43800723646027)	(4, 31.51565198345915)	(5, 31.46080347743491)	(6, 34.98156543451437)	(7, 34.97259265082591)	(8, 34.906291592338306)	(9, 35.014406599258365)	(10, 34.8903172227625)	(11, 35.03168458635257)	(12, 34.933435273990995)	(13, 35.004726119001724)	(14, 34.94991174417198)	(15, 34.93605399393209)	(16, 34.95384621357263)	(17, 34.94660732691602)	(18, 34.934872019343814)	(19, 34.92899304241262)	(20, 34.90617286107407)	(21, 34.89182300733787)	(22, 34.87471879302228)	(23, 34.85448024881427)	(24, 34.84938090548984)	(25, 34.8253327922183)	(26, 34.790105725463384)	(27, 34.74806690635689)	(28, 34.741243795720806)	(29, 34.72762140447941)	(30, 34.71918554132646)	(31, 34.69781060529865)	(32, 34.68560481478287)	(33, 34.66628042852955)	(34, 34.67408076763505)	(35, 34.66596538013924)	(36, 34.654122277259006)	(37, 34.64831113823057)	(38, 34.63157440039033)	(39, 34.62930065473507)	(40, 34.63698642111144)	(41, 34.60914293127444)	(42, 34.621871334589265)	(43, 34.60545860240394)	(44, 34.576323450674565)	(45, 34.55412480633911)	(46, 34.52070178568957)	(47, 34.504492970735015)	(48, 34.4647406667771)	(49, 34.43622993960807)	(50, 34.38663307372231)	(51, 34.34281355501825)	(52, 34.30325585802137)	(53, 34.264010190844225)	(54, 34.188073020896354)	(55, 34.14073849368378)	(56, 34.102116741123915)	(57, 34.07092540205398)	(58, 34.03633466964009)	(59, 34.00045939938772)	(60, 33.958666937760206)	(61, 33.94336247306892)	(62, 33.92488105855309)	(63, 33.88941880611342)	(64, 33.84401331110716)	(65, 33.83319539694334)	(66, 33.80457885892894)	(67, 33.77460664225035)	(68, 33.758071776143595)	(69, 33.75165292692392)	(70, 33.72862129873601)	(71, 33.72102131314758)	(72, 33.73645033582517)	(73, 33.788602121481624)	(74, 33.85963755722813)	(75, 34.122889900328396)
205fTBTw1_S00_L003_R1_001	(1, 31.190826245107285)	(2, 31.31699126644114)	(3, 31.382124941991048)	(4, 31.470644189894625)	(5, 31.42479865854054)	(6, 34.89321435601961)	(7, 34.90601324541008)	(8, 34.81751581756847)	(9, 34.94610666057392)	(10, 34.83361001066495)	(11, 34.97662059418558)	(12, 34.879259319577734)	(13, 34.95435733197564)	(14, 34.888089645669076)	(15, 34.862487913978356)	(16, 34.88383141314153)	(17, 34.86961532653802)	(18, 34.857776519874044)	(19, 34.84821506359046)	(20, 34.82010750333428)	(21, 34.81036963599306)	(22, 34.78655726837834)	(23, 34.76735818436515)	(24, 34.771057447013774)	(25, 34.74707753989803)	(26, 34.70832677447816)	(27, 34.665564267117524)	(28, 34.64879392306957)	(29, 34.6405956052655)	(30, 34.63266946743369)	(31, 34.61237727341279)	(32, 34.60391693110662)	(33, 34.59090810908541)	(34, 34.584099248154786)	(35, 34.57426795718839)	(36, 34.57000419290693)	(37, 34.56218789296488)	(38, 34.54380559015335)	(39, 34.54236549037682)	(40, 34.55291547890186)	(41, 34.51378025344826)	(42, 34.50552733196758)	(43, 34.4834438894537)	(44, 34.45331807396075)	(45, 34.43323632481298)	(46, 34.40755224678815)	(47, 34.39666479270611)	(48, 34.35655723810536)	(49, 34.30701584876739)	(50, 34.25514952509023)	(51, 34.20370498016123)	(52, 34.158617564609656)	(53, 34.11881245191451)	(54, 34.041264062520746)	(55, 33.997693928837634)	(56, 33.94475153528651)	(57, 33.913758702941564)	(58, 33.888250068286446)	(59, 33.864552346462645)	(60, 33.82541594139334)	(61, 33.807026608196345)	(62, 33.78178225047184)	(63, 33.76067933959694)	(64, 33.75243829180728)	(65, 33.71822497258001)	(66, 33.686813743720144)	(67, 33.6696390677622)	(68, 33.64879406010769)	(69, 33.64331796977279)	(70, 33.62399063962047)	(71, 33.621606729882174)	(72, 33.627229488966016)	(73, 33.67921692895399)	(74, 33.74009332436055)	(75, 34.02199164442787)
205fTBTw1_S00_L004_R1_001	(1, 31.18357088154033)	(2, 31.298100061283257)	(3, 31.35367806019956)	(4, 31.442566861453304)	(5, 31.412101432072202)	(6, 34.90695261313544)	(7, 34.906258227296995)	(8, 34.831872657019616)	(9, 34.953193472899315)	(10, 34.81652060955151)	(11, 34.963982796519865)	(12, 34.86268370188732)	(13, 34.93686657207329)	(14, 34.877649593850535)	(15, 34.84970095821144)	(16, 34.866381203943895)	(17, 34.855301632721634)	(18, 34.84807998845319)	(19, 34.83792842084009)	(20, 34.81195457309547)	(21, 34.79344797859058)	(22, 34.77711544929693)	(23, 34.75801269333497)	(24, 34.75226512453747)	(25, 34.72904537908004)	(26, 34.68487250520377)	(27, 34.645479301619105)	(28, 34.638724730543466)	(29, 34.628725082009076)	(30, 34.62417989355083)	(31, 34.602337700055465)	(32, 34.58455685989792)	(33, 34.56568214299679)	(34, 34.57282188979956)	(35, 34.557788354020175)	(36, 34.555300875529696)	(37, 34.550777078581255)	(38, 34.527481020961346)	(39, 34.5330595564384)	(40, 34.53812081752501)	(41, 34.50666751176982)	(42, 34.5133130661646)	(43, 34.4925095481076)	(44, 34.46681660930909)	(45, 34.43845279718833)	(46, 34.41380494300692)	(47, 34.39762540596057)	(48, 34.36907396118177)	(49, 34.335538172711544)	(50, 34.281868918049646)	(51, 34.22721329541179)	(52, 34.18158426215568)	(53, 34.115602152092734)	(54, 34.061433423343814)	(55, 34.035060244090865)	(56, 33.98112563014815)	(57, 33.955246663373536)	(58, 33.92354009454808)	(59, 33.90452217569734)	(60, 33.85785813989069)	(61, 33.828790388123466)	(62, 33.79754712277249)	(63, 33.79216198101026)	(64, 33.74543391573718)	(65, 33.74158201053282)	(66, 33.72651256052991)	(67, 33.7111049073431)	(68, 33.69694559173231)	(69, 33.67814068526897)	(70, 33.660586668425296)	(71, 33.661832764983764)	(72, 33.675829113491176)	(73, 33.73077869720426)	(74, 33.78947199391135)	(75, 34.0644952168109)
206fTBTw1_S00_L001_R1_001	(1, 31.1320540354604)	(2, 31.241165620616506)	(3, 31.348029200680482)	(4, 31.43733074588103)	(5, 31.378068152779306)	(6, 34.865208985387326)	(7, 34.86695143382076)	(8, 34.7768773096052)	(9, 34.897851405460266)	(10, 34.77179835730227)	(11, 34.939520924475616)	(12, 34.83033237905439)	(13, 34.92143781334202)	(14, 34.85994549852606)	(15, 34.83661760910393)	(16, 34.8649528054993)	(17, 34.850355441622234)	(18, 34.84045605547602)	(19, 34.840636763280855)	(20, 34.817189394110116)	(21, 34.80455884647782)	(22, 34.77538529837435)	(23, 34.75591281315589)	(24, 34.7556809688103)	(25, 34.74090574624644)	(26, 34.703674570272035)	(27, 34.64685255944136)	(28, 34.62717250669833)	(29, 34.62046461248649)	(30, 34.61268851491701)	(31, 34.59022362228973)	(32, 34.57362243927353)	(33, 34.567630335583395)	(34, 34.563071458737156)	(35, 34.553440623411824)	(36, 34.54553332291698)	(37, 34.53794459787996)	(38, 34.52352373020953)	(39, 34.50970321280537)	(40, 34.52125321070332)	(41, 34.48585541319018)	(42, 34.49250721684496)	(43, 34.47258879069428)	(44, 34.45003452456826)	(45, 34.416329817443994)	(46, 34.369318305732094)	(47, 34.359780253747104)	(48, 34.31352730405257)	(49, 34.28238475355359)	(50, 34.23858908868254)	(51, 34.17907657978024)	(52, 34.1318082841958)	(53, 34.05758630208587)	(54, 34.013199443498834)	(55, 33.93937814907257)	(56, 33.8724762184886)	(57, 33.86024589383794)	(58, 33.81855786907977)	(59, 33.777926655920005)	(60, 33.73083033402102)	(61, 33.70390657942465)	(62, 33.6397094996527)	(63, 33.616738303188924)	(64, 33.58819659606978)	(65, 33.57332660787087)	(66, 33.51957221123507)	(67, 33.48282975722182)	(68, 33.45343939716873)	(69, 33.45170814710747)	(70, 33.445197404666004)	(71, 33.424876313920734)	(72, 33.45372730387467)	(73, 33.50387277268906)	(74, 33.561622467094935)	(75, 33.85941122343141)
206fTBTw1_S00_L002_R1_001	(1, 31.124399439680936)	(2, 31.21858058038289)	(3, 31.326082188285383)	(4, 31.42145592948998)	(5, 31.35037003603799)	(6, 34.83347395197964)	(7, 34.82089342577608)	(8, 34.73903174558788)	(9, 34.88030695208101)	(10, 34.72566605612978)	(11, 34.90315730005208)	(12, 34.78903947924932)	(13, 34.881250065539504)	(14, 34.823475900687555)	(15, 34.80003198327781)	(16, 34.82682737244265)	(17, 34.81914701646702)	(18, 34.808974411630025)	(19, 34.80754215500879)	(20, 34.781590696186825)	(21, 34.76667362126841)	(22, 34.7495713900247)	(23, 34.731629441836205)	(24, 34.720439036008734)	(25, 34.704333788541646)	(26, 34.66070826299542)	(27, 34.60917983186069)	(28, 34.60303657132644)	(29, 34.58728019340831)	(30, 34.57609269272715)	(31, 34.55964047476107)	(32, 34.53940625110745)	(33, 34.52213418907324)	(34, 34.533288635571914)	(35, 34.52029404495661)	(36, 34.51107503959638)	(37, 34.503807743571784)	(38, 34.48722665791715)	(39, 34.47466194486329)	(40, 34.49148404292255)	(41, 34.44858015446881)	(42, 34.47044332488094)	(43, 34.46136659484336)	(44, 34.42279836683332)	(45, 34.39699114026004)	(46, 34.357940074563395)	(47, 34.343888886611424)	(48, 34.30314685859295)	(49, 34.26599814051515)	(50, 34.21592728326184)	(51, 34.16459618962984)	(52, 34.117121392750626)	(53, 34.05945990794172)	(54, 33.98900314225909)	(55, 33.91931122087909)	(56, 33.85894786248528)	(57, 33.84080630543462)	(58, 33.79080191671502)	(59, 33.75948271672851)	(60, 33.69879369211101)	(61, 33.67993773298856)	(62, 33.65212454619853)	(63, 33.609143585951784)	(64, 33.562140279482534)	(65, 33.554554508136086)	(66, 33.51074178982381)	(67, 33.47062380485728)	(68, 33.43469396617945)	(69, 33.43971133540631)	(70, 33.416308470107)	(71, 33.39635088945952)	(72, 33.41632440131165)	(73, 33.4781912276949)	(74, 33.55023437953781)	(75, 33.821769953338766)
206fTBTw1_S00_L003_R1_001	(1, 31.092336617677265)	(2, 31.175586029357163)	(3, 31.26757545240611)	(4, 31.375847413280596)	(5, 31.315056869133898)	(6, 34.74108183153743)	(7, 34.75226002206933)	(8, 34.648693970625466)	(9, 34.808178116272636)	(10, 34.66971520486654)	(11, 34.8479958466924)	(12, 34.73694741445311)	(13, 34.824579208361506)	(14, 34.76253429062644)	(15, 34.72765740684045)	(16, 34.75409023065101)	(17, 34.74566592971947)	(18, 34.734018950443016)	(19, 34.72777161845677)	(20, 34.686398134746256)	(21, 34.685977293221946)	(22, 34.66098063706926)	(23, 34.64705264076837)	(24, 34.64224530257729)	(25, 34.619307877128726)	(26, 34.58072989535557)	(27, 34.5322070430869)	(28, 34.51232067852217)	(29, 34.503629747850525)	(30, 34.49606722477882)	(31, 34.4752409579879)	(32, 34.45853701327367)	(33, 34.44985619468784)	(34, 34.4469161076874)	(35, 34.429565574594896)	(36, 34.424961796995234)	(37, 34.41948164171654)	(38, 34.402462267673016)	(39, 34.389677210932966)	(40, 34.406730597027874)	(41, 34.36281775214625)	(42, 34.36213244691167)	(43, 34.341297352197465)	(44, 34.31185443091113)	(45, 34.28526272405166)	(46, 34.256150345920155)	(47, 34.2425147448614)	(48, 34.20088324622405)	(49, 34.14863521524564)	(50, 34.08887324287739)	(51, 34.02409237585408)	(52, 33.97927571225467)	(53, 33.92747614558821)	(54, 33.85555043787436)	(55, 33.78362586841903)	(56, 33.71420710056587)	(57, 33.69841775054883)	(58, 33.66144317975582)	(59, 33.63351992428582)	(60, 33.578425911833826)	(61, 33.552170871745105)	(62, 33.51073837489066)	(63, 33.491979738731835)	(64, 33.466986628472576)	(65, 33.44329918254882)	(66, 33.39745451308752)	(67, 33.368607540437736)	(68, 33.34682169617115)	(69, 33.337409103381226)	(70, 33.3118284257311)	(71, 33.298633264418676)	(72, 33.32571114897231)	(73, 33.3712450047544)	(74, 33.43453926967513)	(75, 33.722697608407714)
