Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74
217mTBTw1_S00_L001_R1_001	(1, 31.155957387263996)	(2, 31.263255164267477)	(3, 31.366345168351074)	(4, 31.45644340326107)	(5, 31.394380142722024)	(6, 34.92112702334199)	(7, 34.911790227909194)	(8, 34.82170428703547)	(9, 34.96010968257293)	(10, 34.82136845597407)	(11, 34.96905881429889)	(12, 34.86530375845369)	(13, 34.949964199025004)	(14, 34.89926507610256)	(15, 34.86176276710956)	(16, 34.88602860000581)	(17, 34.87327863413875)	(18, 34.8592956814572)	(19, 34.854967748232966)	(20, 34.83130290219569)	(21, 34.815936404581386)	(22, 34.796549337357035)	(23, 34.77907876969761)	(24, 34.77240027094433)	(25, 34.7492672252508)	(26, 34.70154046299742)	(27, 34.6575259802827)	(28, 34.65019219797088)	(29, 34.63401408262892)	(30, 34.62579656805287)	(31, 34.60902112289637)	(32, 34.60247080239589)	(33, 34.58736236934756)	(34, 34.591769118957544)	(35, 34.5738392881309)	(36, 34.57384424917716)	(37, 34.56622335211252)	(38, 34.54305060764684)	(39, 34.539317500027344)	(40, 34.54655905548403)	(41, 34.510851370687206)	(42, 34.50502789557769)	(43, 34.47456272680682)	(44, 34.447120571961065)	(45, 34.417468054581875)	(46, 34.37699640672981)	(47, 34.36011840003397)	(48, 34.32738264689868)	(49, 34.2781755296079)	(50, 34.21634618096929)	(51, 34.153249246118264)	(52, 34.11187400408356)	(53, 34.04714374345378)	(54, 33.97779296564066)	(55, 33.94478308417223)	(56, 33.8794704254493)	(57, 33.85438506701008)	(58, 33.83077814445402)	(59, 33.7912925272845)	(60, 33.74969562335576)	(61, 33.71812633141432)	(62, 33.68015839667755)	(63, 33.6603143256238)	(64, 33.62337880249543)	(65, 33.60646361571636)	(66, 33.5580202293332)	(67, 33.51909132682611)	(68, 33.5005009206927)	(69, 33.47779206636594)	(70, 33.46924406888987)	(71, 33.46262202834275)	(72, 33.46559782138409)	(73, 33.54166339088281)	(74, 33.626069905760566)	(75, 33.95775912093692)
217mTBTw1_S00_L002_R1_001	(1, 31.14053492120966)	(2, 31.230376962297488)	(3, 31.336848767169798)	(4, 31.43794507210026)	(5, 31.365670398799303)	(6, 34.875173574231525)	(7, 34.866238848320954)	(8, 34.77286283870654)	(9, 34.92360170370872)	(10, 34.77185750454838)	(11, 34.931575013252306)	(12, 34.81987328429243)	(13, 34.909821695652724)	(14, 34.8544669325735)	(15, 34.82220155551916)	(16, 34.842964241053764)	(17, 34.838323028988064)	(18, 34.822006407222474)	(19, 34.81730368511735)	(20, 34.79208243275159)	(21, 34.78243728904717)	(22, 34.759092985185674)	(23, 34.750823307825854)	(24, 34.74001242496601)	(25, 34.71813007162349)	(26, 34.66379940003756)	(27, 34.625176361982625)	(28, 34.617610170881505)	(29, 34.60466259214761)	(30, 34.59381202916556)	(31, 34.576165619064774)	(32, 34.56357746204961)	(33, 34.54614916352849)	(34, 34.55323203057509)	(35, 34.53809429862973)	(36, 34.52718005837368)	(37, 34.525856280013706)	(38, 34.50081026836311)	(39, 34.49804349774148)	(40, 34.50927846942024)	(41, 34.48341231235537)	(42, 34.475228483142565)	(43, 34.45135579443954)	(44, 34.41809860005353)	(45, 34.39362584529856)	(46, 34.37194258224756)	(47, 34.34173192635553)	(48, 34.292391097985444)	(49, 34.26157271145421)	(50, 34.199835695736745)	(51, 34.142416854366374)	(52, 34.09834991007107)	(53, 34.038510254669106)	(54, 33.960707005122224)	(55, 33.91926949350115)	(56, 33.87378665212467)	(57, 33.84323978286769)	(58, 33.81640879270662)	(59, 33.780083700982495)	(60, 33.7331026983495)	(61, 33.701444924372396)	(62, 33.68288349102164)	(63, 33.64708959559617)	(64, 33.618420514063956)	(65, 33.6004103054472)	(66, 33.558104032153906)	(67, 33.525757424127576)	(68, 33.50464985700579)	(69, 33.48544895019734)	(70, 33.47141916986237)	(71, 33.47065822530797)	(72, 33.49028342138655)	(73, 33.54744149036666)	(74, 33.641020099260594)	(75, 33.9781001284425)
217mTBTw1_S00_L003_R1_001	(1, 31.133496655532333)	(2, 31.20940336983346)	(3, 31.301332214990364)	(4, 31.401326279382122)	(5, 31.342715313248746)	(6, 34.83681195284833)	(7, 34.8295150407498)	(8, 34.72503097390921)	(9, 34.88769685049858)	(10, 34.7400092023865)	(11, 34.90082983814593)	(12, 34.791040453207195)	(13, 34.87621072775634)	(14, 34.812406386463756)	(15, 34.77039945389897)	(16, 34.80117805840676)	(17, 34.792053768713224)	(18, 34.769981015455336)	(19, 34.75971836761121)	(20, 34.7318613108468)	(21, 34.71985333863514)	(22, 34.69474264456533)	(23, 34.667272131070675)	(24, 34.674226755393086)	(25, 34.64292736239854)	(26, 34.59588870109239)	(27, 34.54540041837918)	(28, 34.537526358538976)	(29, 34.534874061623846)	(30, 34.49975252427757)	(31, 34.500087821329096)	(32, 34.49077136837934)	(33, 34.47549046577483)	(34, 34.47567478441314)	(35, 34.46499119675029)	(36, 34.45954969508592)	(37, 34.441243445551045)	(38, 34.418400433356275)	(39, 34.41860348223134)	(40, 34.417339090426196)	(41, 34.37102717275587)	(42, 34.36904007791949)	(43, 34.33148723004729)	(44, 34.30317335190874)	(45, 34.275756930933596)	(46, 34.248483527970215)	(47, 34.22866530560966)	(48, 34.1819100928666)	(49, 34.13230303019876)	(50, 34.05776281469477)	(51, 33.99736200860827)	(52, 33.95005489209371)	(53, 33.896863443245)	(54, 33.82774841109776)	(55, 33.788601410117934)	(56, 33.736556936811965)	(57, 33.70571852663145)	(58, 33.67558073970816)	(59, 33.643222122724076)	(60, 33.594518019909735)	(61, 33.56180283899095)	(62, 33.53502874272439)	(63, 33.50972238044795)	(64, 33.4733872932624)	(65, 33.450610995693715)	(66, 33.409682853616474)	(67, 33.36436279632788)	(68, 33.34965317967657)	(69, 33.32141048220227)	(70, 33.303978430822475)	(71, 33.303628222307296)	(72, 33.30148658045248)	(73, 33.37336508330058)	(74, 33.46234548416582)	(75, 33.80735798363619)
217mTBTw1_S00_L004_R1_001	(1, 31.10076009572146)	(2, 31.156357698844168)	(3, 31.251085640882625)	(4, 31.360791835186525)	(5, 31.29793390863889)	(6, 34.778445265394005)	(7, 34.774369751512566)	(8, 34.676310736902494)	(9, 34.848647445256276)	(10, 34.67650588359519)	(11, 34.848862895481616)	(12, 34.73840669902774)	(13, 34.831952509907836)	(14, 34.76976097892513)	(15, 34.71731423835662)	(16, 34.747385192737106)	(17, 34.73317944462596)	(18, 34.72430802941995)	(19, 34.714511380938305)	(20, 34.681991005793684)	(21, 34.673631317066544)	(22, 34.65463359065624)	(23, 34.636378092807405)	(24, 34.63057047733594)	(25, 34.60494565937296)	(26, 34.539229872614506)	(27, 34.511722868477825)	(28, 34.49393907178991)	(29, 34.48849602918143)	(30, 34.4762972061016)	(31, 34.459780534413206)	(32, 34.43929397070663)	(33, 34.425874520654375)	(34, 34.428556805006686)	(35, 34.41397535866745)	(36, 34.405961213032576)	(37, 34.400931905477805)	(38, 34.370783145447355)	(39, 34.37714979838365)	(40, 34.38298543828333)	(41, 34.35322362859227)	(42, 34.351275368477964)	(43, 34.31718803647123)	(44, 34.27990506736287)	(45, 34.25718542043529)	(46, 34.22687804292365)	(47, 34.205915458786386)	(48, 34.17220240424895)	(49, 34.114300911514825)	(50, 34.0482625182318)	(51, 33.9795474351673)	(52, 33.94105330910921)	(53, 33.88066960719971)	(54, 33.80907135090761)	(55, 33.76090307131333)	(56, 33.709519398471166)	(57, 33.69063604763152)	(58, 33.65504302391403)	(59, 33.619877817528746)	(60, 33.56751139515759)	(61, 33.5299439068322)	(62, 33.49456345007499)	(63, 33.479490029533395)	(64, 33.44552233341951)	(65, 33.42836267413387)	(66, 33.394729717879784)	(67, 33.35895014642502)	(68, 33.34337145672004)	(69, 33.321745958169544)	(70, 33.2931444157651)	(71, 33.29884391393211)	(72, 33.31165603864942)	(73, 33.381748837846736)	(74, 33.45497901884508)	(75, 33.81229540701114)
218mTBTw1_S00_L001_R1_001	(1, 30.92937363042778)	(2, 30.981477175428072)	(3, 31.236933713594524)	(4, 31.385347168200823)	(5, 31.3093497057478)	(6, 34.8410662058555)	(7, 34.83355658881058)	(8, 34.710198573508755)	(9, 34.910036572362365)	(10, 34.722286911918374)	(11, 34.928017520288805)	(12, 34.79868539980383)	(13, 34.907124924122805)	(14, 34.85337538917658)	(15, 34.8071464857066)	(16, 34.8385815615304)	(17, 34.82822287824225)	(18, 34.816808923425)	(19, 34.81712149963597)	(20, 34.794197797825774)	(21, 34.78071631943212)	(22, 34.76517509623723)	(23, 34.745185232329504)	(24, 34.73840995215192)	(25, 34.72104350688411)	(26, 34.673634882891385)	(27, 34.627631939014094)	(28, 34.61560414629681)	(29, 34.60468411367967)	(30, 34.59953670198553)	(31, 34.57747086988796)	(32, 34.56755524981614)	(33, 34.54937716321544)	(34, 34.55660664032115)	(35, 34.53441819205604)	(36, 34.53529979145032)	(37, 34.52409694877226)	(38, 34.50841352780073)	(39, 34.494074171346284)	(40, 34.51007239002015)	(41, 34.47515311146996)	(42, 34.473493295718605)	(43, 34.43919565952898)	(44, 34.42244823446588)	(45, 34.38964660846763)	(46, 34.35428980568145)	(47, 34.33540192979486)	(48, 34.30645658133213)	(49, 34.256077990767835)	(50, 34.1872953791704)	(51, 34.119126257573)	(52, 34.07773016227666)	(53, 34.01401661217972)	(54, 33.94495326996173)	(55, 33.91860888847181)	(56, 33.8504791231064)	(57, 33.82271586113342)	(58, 33.798296703369175)	(59, 33.76799704718118)	(60, 33.71981898972802)	(61, 33.69587400241337)	(62, 33.660901267447606)	(63, 33.637064187754824)	(64, 33.6064404350652)	(65, 33.579074590535676)	(66, 33.535012869587064)	(67, 33.499572209754895)	(68, 33.481841278860735)	(69, 33.4647396323843)	(70, 33.44862665530301)	(71, 33.445270093724254)	(72, 33.43374346765651)	(73, 33.50711775979691)	(74, 33.575122508682995)	(75, 33.87002581359447)
218mTBTw1_S00_L002_R1_001	(1, 30.894009956787)	(2, 30.906401582043102)	(3, 31.1826334036058)	(4, 31.349488186012127)	(5, 31.262888551976527)	(6, 34.76620607400512)	(7, 34.76748078915066)	(8, 34.63909031380763)	(9, 34.85287934582723)	(10, 34.64495635349788)	(11, 34.87406968838268)	(12, 34.72955744317741)	(13, 34.85452829607524)	(14, 34.79362528348551)	(15, 34.74859974126956)	(16, 34.779950957576425)	(17, 34.77425769004367)	(18, 34.76409367912862)	(19, 34.758732836862926)	(20, 34.73525510273926)	(21, 34.73480427890698)	(22, 34.70782770140075)	(23, 34.70127672964083)	(24, 34.69548803445099)	(25, 34.67673860689636)	(26, 34.62065149498141)	(27, 34.57758046100323)	(28, 34.56881567802965)	(29, 34.56083171098667)	(30, 34.55644077653638)	(31, 34.534119769016485)	(32, 34.51236614645494)	(33, 34.495072582798954)	(34, 34.50299817578628)	(35, 34.48376972612211)	(36, 34.46914265334692)	(37, 34.4676172088572)	(38, 34.43981823966193)	(39, 34.4323880811914)	(40, 34.452965421130045)	(41, 34.4301484269594)	(42, 34.4222344761473)	(43, 34.395975731215664)	(44, 34.36665560859111)	(45, 34.34658137996659)	(46, 34.3246831590431)	(47, 34.29803672935688)	(48, 34.24345890284932)	(49, 34.21567917314225)	(50, 34.1532990297036)	(51, 34.08618575064304)	(52, 34.0436828489646)	(53, 33.97866602315664)	(54, 33.908177688840034)	(55, 33.87049215424008)	(56, 33.81944087736735)	(57, 33.78832465199053)	(58, 33.76764846931282)	(59, 33.72788980711913)	(60, 33.67424329239976)	(61, 33.651829439308756)	(62, 33.63558768526953)	(63, 33.59656244422984)	(64, 33.57326790626929)	(65, 33.5498951022056)	(66, 33.50924263423785)	(67, 33.48068479522314)	(68, 33.45508038668011)	(69, 33.434784713892405)	(70, 33.429991486869156)	(71, 33.426876270846385)	(72, 33.431362024258256)	(73, 33.48464239849668)	(74, 33.55914025921899)	(75, 33.87551053527946)
218mTBTw1_S00_L003_R1_001	(1, 30.885222256443654)	(2, 30.90497890089932)	(3, 31.1665874046548)	(4, 31.330008915212343)	(5, 31.257250269096883)	(6, 34.758153785472544)	(7, 34.75440077625028)	(8, 34.62105478921891)	(9, 34.84357606677671)	(10, 34.643924996028076)	(11, 34.86356655768728)	(12, 34.725550403524785)	(13, 34.83987744728812)	(14, 34.77322174088778)	(15, 34.72013089286305)	(16, 34.76421797617741)	(17, 34.752174736750746)	(18, 34.73501662797057)	(19, 34.73410405643926)	(20, 34.70356219239665)	(21, 34.699341752692675)	(22, 34.67392141908313)	(23, 34.637793888808716)	(24, 34.65279261629327)	(25, 34.62049313778173)	(26, 34.579819417426386)	(27, 34.51932284974511)	(28, 34.50934828735766)	(29, 34.5154904445429)	(30, 34.47683798059862)	(31, 34.47911936035182)	(32, 34.46844555263241)	(33, 34.44883827517637)	(34, 34.44992870019103)	(35, 34.43915620230047)	(36, 34.433234766879835)	(37, 34.41547887114027)	(38, 34.39427429922254)	(39, 34.38350779483103)	(40, 34.38832135901885)	(41, 34.34062513887987)	(42, 34.34878546921756)	(43, 34.306728252290114)	(44, 34.288473073658665)	(45, 34.2608945220671)	(46, 34.23727610184594)	(47, 34.215740910440644)	(48, 34.163298580085325)	(49, 34.11991255711256)	(50, 34.03918153043042)	(51, 33.97062028061409)	(52, 33.92787595861954)	(53, 33.870963188976276)	(54, 33.81018279032325)	(55, 33.77456465005826)	(56, 33.7203110807589)	(57, 33.6899300801224)	(58, 33.66254848373159)	(59, 33.62977872685093)	(60, 33.57744311396174)	(61, 33.55518051771486)	(62, 33.526544594408804)	(63, 33.49758220052934)	(64, 33.46000784207947)	(65, 33.430064799514575)	(66, 33.394736563958375)	(67, 33.34943027238364)	(68, 33.32767098400177)	(69, 33.30455657446441)	(70, 33.29074191440912)	(71, 33.27903084145884)	(72, 33.266527133405425)	(73, 33.333735971282664)	(74, 33.41078268929761)	(75, 33.71717998271489)
218mTBTw1_S00_L004_R1_001	(1, 30.82423957392275)	(2, 30.818579730205915)	(3, 31.089721087839877)	(4, 31.27867160516336)	(5, 31.1915539017614)	(6, 34.66887934000975)	(7, 34.6723454547223)	(8, 34.53691040592823)	(9, 34.77963086892279)	(10, 34.54746545407641)	(11, 34.795794649216006)	(12, 34.64856236307868)	(13, 34.7806564060822)	(14, 34.710843720457085)	(15, 34.64301364253037)	(16, 34.68540318988337)	(17, 34.67047511448134)	(18, 34.669474688106575)	(19, 34.66157330953721)	(20, 34.62908097134618)	(21, 34.627886028950165)	(22, 34.60894408915951)	(23, 34.59686386904136)	(24, 34.59448428155924)	(25, 34.570364562118904)	(26, 34.50267500062002)	(27, 34.470577623978706)	(28, 34.45066906113692)	(29, 34.44629600510919)	(30, 34.43790096092581)	(31, 34.42312614260181)	(32, 34.390819508749885)	(33, 34.379669629137794)	(34, 34.38251282436041)	(35, 34.36296116798072)	(36, 34.35042209633022)	(37, 34.34565054591445)	(38, 34.31260418612732)	(39, 34.314396782212256)	(40, 34.3239688936478)	(41, 34.293238500679315)	(42, 34.2963853292435)	(43, 34.26126599088074)	(44, 34.226188348287785)	(45, 34.20031189299615)	(46, 34.17054537423417)	(47, 34.156263413038545)	(48, 34.11325914229826)	(49, 34.05663979363403)	(50, 33.986621713259375)	(51, 33.90289855585546)	(52, 33.87006135072422)	(53, 33.80894962397133)	(54, 33.73619891286723)	(55, 33.681619878986304)	(56, 33.62837856590437)	(57, 33.607822401237534)	(58, 33.57569049670729)	(59, 33.53936398396904)	(60, 33.47380621082042)	(61, 33.44947303252046)	(62, 33.41281039900409)	(63, 33.400495359942084)	(64, 33.368754920810204)	(65, 33.33998733877526)	(66, 33.310638216999195)	(67, 33.27401884139746)	(68, 33.254115604316404)	(69, 33.233014827567125)	(70, 33.204551587974514)	(71, 33.20488808475747)	(72, 33.20652896366494)	(73, 33.271271688574004)	(74, 33.32120860299536)	(75, 33.65515478935495)
225fDMSOw5_S00_L001_R1_001	(1, 31.15525139869883)	(2, 31.27730570475566)	(3, 31.38280818512048)	(4, 31.47153503963745)	(5, 31.407806224522655)	(6, 34.918905293947844)	(7, 34.92772652413537)	(8, 34.83421476805711)	(9, 34.95976582119014)	(10, 34.825995274542095)	(11, 35.000005214355916)	(12, 34.8927475817903)	(13, 34.98370430347051)	(14, 34.925182961320324)	(15, 34.896837722569565)	(16, 34.92249652515322)	(17, 34.908971737356644)	(18, 34.89373768369133)	(19, 34.896778696060615)	(20, 34.86745983277352)	(21, 34.86249318470889)	(22, 34.83836702034237)	(23, 34.819258431944704)	(24, 34.81722446792886)	(25, 34.79485074337257)	(26, 34.755156169853834)	(27, 34.70301619283951)	(28, 34.690295050390596)	(29, 34.68169145244085)	(30, 34.670607624066164)	(31, 34.6463237870627)	(32, 34.63158509623002)	(33, 34.61830984105556)	(34, 34.6145425262511)	(35, 34.60840593428885)	(36, 34.59831223355459)	(37, 34.58947771817448)	(38, 34.573628891200514)	(39, 34.5668615278391)	(40, 34.575086699442856)	(41, 34.535207840849964)	(42, 34.53617063959951)	(43, 34.521972675745175)	(44, 34.48965429399072)	(45, 34.46928751303903)	(46, 34.42124326487527)	(47, 34.40915255495578)	(48, 34.36496117650287)	(49, 34.334854271103254)	(50, 34.29004117616006)	(51, 34.230938467493964)	(52, 34.187852167914926)	(53, 34.11761157280298)	(54, 34.06582213945499)	(55, 34.00525512782462)	(56, 33.938334968972974)	(57, 33.922235773885525)	(58, 33.895548783520475)	(59, 33.84833169339982)	(60, 33.79898494185382)	(61, 33.76942387697821)	(62, 33.72341322990477)	(63, 33.70532053346313)	(64, 33.67678615137752)	(65, 33.667280112104045)	(66, 33.608572237348945)	(67, 33.5870997490358)	(68, 33.56578920299773)	(69, 33.55701144454873)	(70, 33.54991146165352)	(71, 33.53091073743199)	(72, 33.54961916595239)	(73, 33.60810185522008)	(74, 33.67445970307075)	(75, 33.95017893620616)
225fDMSOw5_S00_L002_R1_001	(1, 31.159938947418496)	(2, 31.26791354268074)	(3, 31.37385446770338)	(4, 31.464821709812078)	(5, 31.394165048395234)	(6, 34.90084774486868)	(7, 34.89567543506442)	(8, 34.815923960780914)	(9, 34.95512078845922)	(10, 34.80055866467547)	(11, 34.976773132786604)	(12, 34.860104045083936)	(13, 34.94713009543129)	(14, 34.89640386958006)	(15, 34.87383068208654)	(16, 34.897355506625146)	(17, 34.89057724294119)	(18, 34.876501467062866)	(19, 34.87364676829921)	(20, 34.84769283764108)	(21, 34.837155240447146)	(22, 34.82207204384912)	(23, 34.798679622637664)	(24, 34.788428021110256)	(25, 34.768009004103725)	(26, 34.73129748933349)	(27, 34.68021548877112)	(28, 34.672856744461306)	(29, 34.66058276690006)	(30, 34.650424368611766)	(31, 34.63000513327832)	(32, 34.609715352174085)	(33, 34.58973512036006)	(34, 34.596447486253716)	(35, 34.587187980225806)	(36, 34.576130534532766)	(37, 34.567990073337114)	(38, 34.54672443487816)	(39, 34.53924559877433)	(40, 34.552639366951524)	(41, 34.5131278585317)	(42, 34.52686802534936)	(43, 34.52008165617921)	(44, 34.48085417640767)	(45, 34.461459673805074)	(46, 34.419664698656796)	(47, 34.40222680052045)	(48, 34.36097067914126)	(49, 34.33098777827394)	(50, 34.28271313275857)	(51, 34.22051364926892)	(52, 34.18152119960181)	(53, 34.13850211995902)	(54, 34.056981844737585)	(55, 34.004107059251936)	(56, 33.94348573729923)	(57, 33.92300804040619)	(58, 33.87327267730991)	(59, 33.8412337056673)	(60, 33.795027257174254)	(61, 33.772651776564516)	(62, 33.747733576540085)	(63, 33.708423558804114)	(64, 33.66387186879658)	(65, 33.66014953513773)	(66, 33.61613211873922)	(67, 33.57843814039894)	(68, 33.55462914818779)	(69, 33.55543111386401)	(70, 33.540442021995794)	(71, 33.52235778483721)	(72, 33.53979293264269)	(73, 33.60621210895461)	(74, 33.674495849335294)	(75, 33.91739311929698)
225fDMSOw5_S00_L003_R1_001	(1, 31.13376038469529)	(2, 31.234610001438316)	(3, 31.32253284368852)	(4, 31.42093101206252)	(5, 31.35546001350841)	(6, 34.809289597262655)	(7, 34.83082062328779)	(8, 34.719661591620415)	(9, 34.8852022770839)	(10, 34.744021519250325)	(11, 34.92209239045866)	(12, 34.80833681697787)	(13, 34.902228677361805)	(14, 34.83749954789724)	(15, 34.79956202807831)	(16, 34.82880908141971)	(17, 34.81962256358668)	(18, 34.80744754136004)	(19, 34.799615859848984)	(20, 34.765053970555705)	(21, 34.75931117610296)	(22, 34.73351814336994)	(23, 34.71836080157564)	(24, 34.71573146362132)	(25, 34.69372195573834)	(26, 34.65475918980124)	(27, 34.60840635015819)	(28, 34.59102897147115)	(29, 34.58369190736624)	(30, 34.57177121950539)	(31, 34.54855441660743)	(32, 34.534875835553215)	(33, 34.521518227232974)	(34, 34.511823369793866)	(35, 34.50595452400586)	(36, 34.497272383636954)	(37, 34.48339905954022)	(38, 34.465672015263834)	(39, 34.46617399388957)	(40, 34.47578586600625)	(41, 34.430069873722985)	(42, 34.42989561884119)	(43, 34.402797177857956)	(44, 34.37452640019545)	(45, 34.35303478634887)	(46, 34.32163967362639)	(47, 34.30885804967496)	(48, 34.265180532246994)	(49, 34.214058755907885)	(50, 34.157742130966795)	(51, 34.098861961357144)	(52, 34.052790039915955)	(53, 33.99656489385695)	(54, 33.92918980220689)	(55, 33.868893461484824)	(56, 33.80630384996489)	(57, 33.78169656521865)	(58, 33.74347083157038)	(59, 33.71905711097375)	(60, 33.67620703453018)	(61, 33.6463705547584)	(62, 33.61824956919733)	(63, 33.59267877433175)	(64, 33.56939174929599)	(65, 33.54644973544565)	(66, 33.51025807394234)	(67, 33.48623691058221)	(68, 33.46558486400264)	(69, 33.45630934117306)	(70, 33.43427911415915)	(71, 33.43118004415503)	(72, 33.44997045683623)	(73, 33.49537014656442)	(74, 33.550531593274386)	(75, 33.84301471432179)
225fDMSOw5_S00_L004_R1_001	(1, 31.14428814209654)	(2, 31.217231455042086)	(3, 31.298650162138625)	(4, 31.39373832375017)	(5, 31.338718993025516)	(6, 34.82364396782751)	(7, 34.83076715930703)	(8, 34.73528720618566)	(9, 34.90350914382583)	(10, 34.73357687326514)	(11, 34.914360426458344)	(12, 34.80454844590433)	(13, 34.88981710643968)	(14, 34.83223419374782)	(15, 34.78879795850845)	(16, 34.81557655667885)	(17, 34.80809821759363)	(18, 34.800202947576)	(19, 34.795902614989956)	(20, 34.76596156267503)	(21, 34.75516640798852)	(22, 34.738517377445966)	(23, 34.71493781512462)	(24, 34.708003221915845)	(25, 34.68932342357279)	(26, 34.64334772263831)	(27, 34.593248646704716)	(28, 34.58800416511962)	(29, 34.58331532444325)	(30, 34.570054540599024)	(31, 34.550269229261765)	(32, 34.52681464057199)	(33, 34.50878399483715)	(34, 34.513162837240564)	(35, 34.50052825811022)	(36, 34.49262862737041)	(37, 34.48290558660423)	(38, 34.467377923954196)	(39, 34.45437123568969)	(40, 34.46665580237321)	(41, 34.431895127944195)	(42, 34.43706991263568)	(43, 34.420396365018036)	(44, 34.3884256316073)	(45, 34.36712729001932)	(46, 34.33190951972181)	(47, 34.322007053470095)	(48, 34.28460655396682)	(49, 34.24550688768308)	(50, 34.191872145383996)	(51, 34.115976014194025)	(52, 34.07933381622348)	(53, 33.99896843763319)	(54, 33.94822049415782)	(55, 33.90708184604187)	(56, 33.84056091987623)	(57, 33.81647339630836)	(58, 33.783617436542784)	(59, 33.76353506081758)	(60, 33.7075099132057)	(61, 33.675904167987376)	(62, 33.62578953688363)	(63, 33.61484414793397)	(64, 33.580462979572175)	(65, 33.574870200797434)	(66, 33.553814341669366)	(67, 33.5200773343906)	(68, 33.51328737688157)	(69, 33.492542623332284)	(70, 33.47137429984113)	(71, 33.475214503529095)	(72, 33.47453200382572)	(73, 33.54209401740369)	(74, 33.595296862887885)	(75, 33.86618586453048)
226fDMSOw5_S00_L001_R1_001	(1, 31.191272656131556)	(2, 31.347395091764827)	(3, 31.431866777368672)	(4, 31.513928354776475)	(5, 31.454762160472345)	(6, 34.98369847249284)	(7, 34.988687063026276)	(8, 34.907898792035276)	(9, 35.011686344396594)	(10, 34.896424665374816)	(11, 35.053695692661556)	(12, 34.95111844457663)	(13, 35.03060393446525)	(14, 34.97440805159986)	(15, 34.94932988381263)	(16, 34.97543561282569)	(17, 34.9610615455383)	(18, 34.94385680313508)	(19, 34.94209016416847)	(20, 34.918009161837574)	(21, 34.90591958734399)	(22, 34.88659273023519)	(23, 34.86158115790575)	(24, 34.861101376278135)	(25, 34.83558261814319)	(26, 34.80442668550927)	(27, 34.75342924227608)	(28, 34.73883836229216)	(29, 34.73267050344125)	(30, 34.7210187671133)	(31, 34.69967556161773)	(32, 34.68521370555382)	(33, 34.669428235501066)	(34, 34.66357470949852)	(35, 34.653141683886666)	(36, 34.64135695166512)	(37, 34.63567717884318)	(38, 34.620308356297684)	(39, 34.61938697380799)	(40, 34.61632206786115)	(41, 34.5818168876588)	(42, 34.57868120298342)	(43, 34.56021853275904)	(44, 34.53076234645026)	(45, 34.504985397380544)	(46, 34.46756834719347)	(47, 34.446316771797726)	(48, 34.407755481892515)	(49, 34.37169593554811)	(50, 34.33764940213966)	(51, 34.27959527902823)	(52, 34.231052243521944)	(53, 34.174340414942584)	(54, 34.117974388894815)	(55, 34.07592488557971)	(56, 34.01579205829671)	(57, 33.9998146294988)	(58, 33.964396186825276)	(59, 33.926202936335294)	(60, 33.883830311357805)	(61, 33.85832202764182)	(62, 33.818468380220985)	(63, 33.799803474157954)	(64, 33.77367852569987)	(65, 33.7664371936201)	(66, 33.720804336499356)	(67, 33.696484625431225)	(68, 33.691006618585504)	(69, 33.67088295752561)	(70, 33.67438637769192)	(71, 33.65127255431519)	(72, 33.673798106378996)	(73, 33.728358878822)	(74, 33.790191967205864)	(75, 34.0745193781446)
