ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0031346	GO:0031346	positive regulation of cell projection organization	40/1023	469/25730	0.0852878464818763	2.14511856302901	5.09273255215645	5.61044585269742e-06	0.000678863948176387	0.000547585008927897	Cyfip1/Cux2/Macf1/Itga2/Smurf1/Gprc5b/Magi2/Grip1/Fxn/Tiam1/Nefl/Tenm3/Bmp7/Ins1/Cdh4/Ntrk3/Dnm2/Myo5b/Ctnnd2/Kalrn/Prkd1/Hgf/Serpine2/Alk/Negr1/Abl1/Sema5a/Atp8a2/Rreb1/Washc5/Fez1/Cxcl12/Rgma/Coro1c/Hdac4/Epha4/Bhlhb9/Tenm2/Itpr1/Nf1	40
GO:0003012	GO:0003012	muscle system process	40/1023	473/25730	0.0845665961945032	2.12697802549811	5.03378194795076	6.86926033833566e-06	0.000812290035008192	0.000655209114089576	Grip2/Map2k4/Smpd3/Calca/Itga2/Sgcd/Dock4/Tbx20/Kcnip2/Foxo1/Apbb2/Kdm4a/Kcnip1/Nedd4l/Cacna1c/Tiam1/Kcnma1/Gja5/Atp2b1/Kcnq1/Vps54/Slc8a1/Arhgap42/Nol3/Npr3/Kcnn2/Prkd1/Ryr1/Myom2/Mir448/Ghsr/Gtf2ird1/Atp8a2/Stac/Atp1a3/Hdac4/P2rx4/Ryr2/Cert1/Bbs2	40
GO:0044344	GO:0044344	cellular response to fibroblast growth factor stimulus	16/1023	110/25730	0.145454545454545	3.65840220385675	5.685474694986	7.25981393229911e-06	0.000835335100736728	0.000673797717235468	Spry2/Ndst1/Dstyk/Flrt2/Nrxn1/Tcf7l2/Wnt4/Hhip/Prdm14/Fgf1/Thbs1/Ptpn1/Zfp36l2/Sos1/Postn/Ext1	16
GO:0099084	GO:0099084	postsynaptic specialization organization	13/1023	75/25730	0.173333333333333	4.35959595959596	5.92885644884045	7.38524209761474e-06	0.000835335100736728	0.000673797717235468	Prickle2/Ntng2/Sipa1l1/Nrxn1/Nrxn3/Cit/Pten/Dlg2/Ntrk3/Abl1/Grid2/Syngap1/Gap43	13
GO:0051961	GO:0051961	negative regulation of nervous system development	21/1023	177/25730	0.11864406779661	2.98407806882383	5.38968898929176	8.09062846360424e-06	0.000895136269634794	0.000722034515923794	Sema6d/Kdm4a/Opcml/Wnt7b/Bmp7/Cit/Pten/Ntrk3/Casz1/Arhgap4/Negr1/Sema5a/Rnf10/Nf2/Prox1/Dpysl5/Daam2/Rgma/Syngap1/Dusp10/Nf1	21
GO:0045664	GO:0045664	regulation of neuron differentiation	26/1023	250/25730	0.104	2.61575757575758	5.22379055830067	8.25803208581013e-06	0.000895136269634794	0.000722034515923794	Grip2/Trp73/Gprc5b/Kdm4a/Lmx1a/Ncoa1/Tiam1/Bmp7/Irx3/Zfp536/Cit/Pten/Casz1/Sin3a/Alk/Hey1/Vwc2l/Cxcl12/Foxa2/Prox1/Mapk8ip3/Cntn4/Rara/Sox5/Notch3/Nf1	26
GO:0045927	GO:0045927	positive regulation of growth	30/1023	313/25730	0.0958466453674121	2.41068835318037	5.10952311032973	8.89943993857889e-06	0.000944975224498489	0.00076223559688752	Mtm1/Cyfip1/Macf1/Celf1/Tbx20/Smurf1/Fxn/Nedd4l/Hdgfl2/Cdh4/Syt1/Ntrk3/Yap1/Myo5b/Insr/Slc25a33/Ctnnd2/Ddx3x/Ghsr/Ghr/Sema5a/Atp8a2/Cxcl12/Prox1/Tfcp2l1/Prkn/Hpn/Csf1/Rnf157/Bbs2	30
GO:0010631	GO:0010631	epithelial cell migration	16/1023	112/25730	0.142857142857143	3.59307359307359	5.59616493485976	9.1885240688156e-06	0.000956157814600952	0.000771255693944585	Kitl/Kank1/Macf1/Itga2/Pten/Gab2/Prkce/Macir/Rreb1/Prox1/Daam2/Sdc2/Coro1c/Dusp10/Iqsec1/Insl3	16
GO:0003018	GO:0003018	vascular process in circulatory system	27/1023	268/25730	0.100746268656716	2.53392130257802	5.13645492909782	1.00231673947757e-05	0.00102255960696114	0.000824816685303836	Grip2/Smpd3/Calca/Npr1/Dock4/Plekha7/Pde3a/Amot/Ptprm/Cacna1c/Kcnma1/Gja5/Atp2b1/Abcb1b/Ins1/Ddah1/Slc8a1/Arhgap42/Npr3/Abl1/Hmgcr/Faah/Kdr/Ext1/P2rx4/Ctnnbip1/Bbs2	27
GO:0098698	GO:0098698	postsynaptic specialization assembly	10/1023	46/25730	0.217391304347826	5.46772068511199	6.17124604395884	1.04506063867607e-05	0.00104566355827531	0.000843452786720951	Prickle2/Ntng2/Sipa1l1/Nrxn1/Nrxn3/Pten/Ntrk3/Abl1/Grid2/Gap43	10
GO:0042063	GO:0042063	gliogenesis	36/1023	415/25730	0.0867469879518072	2.18181818181818	4.93884063115352	1.12465268533488e-05	0.00110406941920705	0.000890564102568055	Trp73/Rras2/Kdm4a/Opcml/Tiam1/Pten/Tcf7l2/Vps54/Ntrk3/Casz1/Pard3/Serpine2/Negr1/Abl1/Lepr/Fpr2/Stat3/Rnf10/Ndn/Nf2/Prmt5/B4galt6/Sos1/Daam2/Dusp10/Csf1/Dlg5/Socs7/Epha4/Sox5/Ano1/Gap43/P2rx4/Otx2/Tenm4/Nf1	36
GO:0099504	GO:0099504	synaptic vesicle cycle	27/1023	270/25730	0.1	2.51515151515152	5.09269901530406	1.14788638768576e-05	0.00110600979169055	0.000892129245166298	Rimbp2/Cyfip1/Doc2b/Ston2/Atp6v1g1/Atp6v1b2/Magi2/Snx9/Camk2a/Nrxn1/Sv2c/Pten/Atp6v1e1/Stxbp1/Syt1/Dnm2/Myo5b/Unc13c/Rab11b/Snap25/Cplx2/Pip5k1c/Atp6ap1/Otof/Syn2/Prkn/Atp6v1h	27
GO:0090132	GO:0090132	epithelium migration	16/1023	115/25730	0.139130434782609	3.49934123847167	5.46596136676495	1.29412162558175e-05	0.00122423905780033	0.00098749529592238	Kitl/Kank1/Macf1/Itga2/Pten/Gab2/Prkce/Macir/Rreb1/Prox1/Daam2/Sdc2/Coro1c/Dusp10/Iqsec1/Insl3	16
GO:1905244	GO:1905244	regulation of modification of synaptic structure	9/1023	38/25730	0.236842105263158	5.95693779904306	6.22222302588105	1.37958405773871e-05	0.00128178140221687	0.00103391008236921	Cyfip1/Egln1/Amot/Tiam1/Myo5b/Kalrn/Abl1/Epha4/Nf1	9
GO:0032970	GO:0032970	regulation of actin filament-based process	36/1023	421/25730	0.0855106888361045	2.15072338587778	4.84410732802101	1.53622824972215e-05	0.0014022799268955	0.00113110656170678	Rgcc/Cyfip1/Capg/Cracd/Kank1/Add1/Arhgef10l/Cacna1c/Snx9/Capzb/Gja5/Cit/Wnt4/Prkce/S1pr1/Arhgef26/Arap2/Pard3/Ctnna2/Add2/Prkd1/Abl1/Mir448/Cd2ap/Sema5a/Washc5/Nf2/Prox1/Xirp2/Prkn/Daam2/Tmeff2/Bcas3/Vasp/Kirrel1/Ryr2	36
GO:0035418	GO:0035418	protein localization to synapse	16/1023	118/25730	0.135593220338983	3.41037493579866	5.34002293744792	1.80005187295234e-05	0.00156707943673336	0.00126403708675276	Grip2/Dlgap1/Magi2/Grip1/Nptx2/Nsg1/Camk2a/Nrxn1/Nrxn3/Dlg2/Gphn/Kalrn/Ghsr/Neto1/Mapk8ip3/Rab8a	16
GO:0071774	GO:0071774	response to fibroblast growth factor	16/1023	118/25730	0.135593220338983	3.41037493579866	5.34002293744792	1.80005187295234e-05	0.00156707943673336	0.00126403708675276	Spry2/Ndst1/Dstyk/Flrt2/Nrxn1/Tcf7l2/Wnt4/Hhip/Prdm14/Fgf1/Thbs1/Ptpn1/Zfp36l2/Sos1/Postn/Ext1	16
GO:0044331	GO:0044331	cell-cell adhesion mediated by cadherin	11/1023	59/25730	0.186440677966102	4.68926553672316	5.77276382599173	1.80712600814917e-05	0.00156707943673336	0.00126403708675276	Rgcc/Cdh13/Plekha7/Cdh11/Cdh7/Cdh20/Cdh4/Prkd1/Cdh9/Cd2ap/Fat1	11
GO:0033002	GO:0033002	muscle cell proliferation	28/1023	293/25730	0.0955631399317406	2.40355776191954	4.91666273349218	1.84934191106199e-05	0.00157571383313635	0.00127100176066735	Rgcc/Smpd3/Trib1/Trp73/Il15/Itga2/Npr1/Cdh13/Tbx20/Spon2/Pten/Tcf7l2/Nol3/S1pr1/Yap1/Npr3/Fgf1/Hgf/Abl1/Thbs1/Hmgcr/Stat3/Tafa5/Hdac4/Ctnnbip1/Tenm4/Notch3/Nf1	28
GO:0001558	GO:0001558	regulation of cell growth	37/1023	442/25730	0.083710407239819	2.10544357603181	4.77012474148681	1.87765246308771e-05	0.00157571383313635	0.00127100176066735	Cyfip1/Msx1/Macf1/Foxk1/Sh3bp4/Sema6d/Smurf1/Lmx1a/Fxn/Nedd4l/Cit/Pten/Sertad2/Hdgfl2/Adipor2/Cdh4/Syt1/Cdc73/Ntrk3/Dnm2/Yap1/Myo5b/Slc25a33/Arhgap4/Ctnnd2/Ddx3x/Serpine2/Sin3a/Abl1/Sema5a/Tspyl2/Cxcl12/Nf2/Prkn/Rgma/Hpn/Rnf157	37
GO:0030900	GO:0030900	forebrain development	39/1023	477/25730	0.0817610062893082	2.05641318848866	4.73888071830105	1.92702626046203e-05	0.00157971961158509	0.00127423290032871	Trp73/Msx1/Celf1/Prdm13/Ndst1/Lmx1a/Ncoa1/Wnt7b/Nefl/Pten/Pianp/Tcf7l2/Wnt4/Sin3a/Alk/Sema5a/Ncor2/Bax/Fez1/Ptchd1/Cxcl12/Nf2/Prox1/Kirrel3/Atp1a3/Mapk8ip3/Kdm6b/Agtpbp1/Coro1c/Tacc1/Socs7/Ext1/Rara/Otx2/Dmrta2/Notch3/Nf1/Bbs2/Dclk1	39
GO:0090092	GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	27/1023	278/25730	0.0971223021582734	2.44277305428385	4.92151401396975	1.94314924354115e-05	0.00157971961158509	0.00127423290032871	Spry2/Veph1/Msx1/Tbx20/Smurf1/Magi2/Fstl5/Bmp7/Tcf7l2/Zfyve9/Fstl1/Dnm2/Sin3a/Ryr1/Skor2/Crim1/Abl1/Thbs1/Vwc2l/Wfikkn2/Lrrc32/Hsp90ab1/Rgma/Zfp423/Kdr/Itga8/Tet1	27
GO:0031503	GO:0031503	protein-containing complex localization	17/1023	132/25730	0.128787878787879	3.23921028466483	5.24829322282091	1.98004113411854e-05	0.00158494677243366	0.00127844923104949	Grip2/Sgcd/Magi2/Grip1/Nptx2/Nsg1/Camk2a/Nrxn3/Dlg2/Myo5b/Gphn/Kalrn/Ghsr/Washc5/Neto1/Rab8a/Samtor	17
GO:0030534	GO:0030534	adult behavior	22/1023	203/25730	0.108374384236453	2.72577996715928	5.0231114700988	2.11401857172423e-05	0.00162535747384548	0.0013110452973936	Fxn/Cacna1c/Klhl1/Kcnma1/Nrxn1/Nrxn3/Gpr39/Pten/Unc79/Otog/Kalrn/Alk/Ghsr/Cxcl12/Foxa2/Atp1a3/Prkn/Agtpbp1/Slitrk6/Shank2/Epha4/Bbs2	22
GO:0006935	GO:0006935	chemotaxis	39/1023	479/25730	0.081419624217119	2.04782691212754	4.71039445471979	2.11699719621181e-05	0.00162535747384548	0.0013110452973936	Gpsm3/Calca/Itga2/Sema6d/Cdh13/Dock4/Clxn/Amot/Wnt7b/Tiam1/Flrt2/Tnfsf18/Dpep1/Ntrk3/S1pr1/Slc8b1/Mif/Fgf1/Prkd1/Hgf/Sema4b/Ano6/Pip5k1c/Ackr2/Thbs1/Fpr2/Sema5a/Dysf/Vav3/Cxcl12/Cmklr1/Ccl25/Coro1c/Csf1/Kdr/Lgr4/Mospd2/Defb14/P2rx4	39
GO:0050921	GO:0050921	positive regulation of chemotaxis	19/1023	160/25730	0.11875	2.98674242424242	5.1295049789419	2.1242682223918e-05	0.00162535747384548	0.0013110452973936	Gpsm3/Itga2/Cdh13/Tiam1/Tnfsf18/Ntrk3/S1pr1/Prkd1/Ano6/Thbs1/Fpr2/Sema5a/Dysf/Cxcl12/Cmklr1/Csf1/Kdr/Mospd2/P2rx4	19
GO:0099638	GO:0099638	endosome to plasma membrane protein transport	7/1023	23/25730	0.304347826086957	7.65480895915679	6.49700310881132	2.15548079368323e-05	0.00162535747384548	0.0013110452973936	Grip2/Grip1/Nsg1/Trarg1/Myo5b/Atp6ap1/Rab8a	7
GO:0090596	GO:0090596	sensory organ morphogenesis	31/1023	345/25730	0.0898550724637681	2.25999121651296	4.79432801554959	2.28202118522351e-05	0.00163401596363382	0.00131802940550655	Cyp26b1/Spry2/Msx1/Tecta/Prdm1/Ptprm/Pou4f3/Cthrc1/Tenm3/Bmp7/Osr2/Kcnq1/Adamts9/Casz1/Sparc/Six2/Tulp1/Stat3/Atp8a2/Megf11/Bax/Fat1/Prox1/Sp3/Agtpbp1/Hpn/Slitrk6/Kdr/Itga8/Otx2/Nf1	31
GO:0035296	GO:0035296	regulation of tube diameter	22/1023	204/25730	0.107843137254902	2.71241830065359	4.99657976091108	2.28231729370986e-05	0.00163401596363382	0.00131802940550655	Grip2/Smpd3/Calca/Npr1/Dock4/Plekha7/Ptprm/Cacna1c/Kcnma1/Gja5/Atp2b1/Ins1/Slc8a1/Arhgap42/Npr3/Abl1/Hmgcr/Faah/Kdr/Ext1/P2rx4/Bbs2	22
GO:0097746	GO:0097746	blood vessel diameter maintenance	22/1023	204/25730	0.107843137254902	2.71241830065359	4.99657976091108	2.28231729370986e-05	0.00163401596363382	0.00131802940550655	Grip2/Smpd3/Calca/Npr1/Dock4/Plekha7/Ptprm/Cacna1c/Kcnma1/Gja5/Atp2b1/Ins1/Slc8a1/Arhgap42/Npr3/Abl1/Hmgcr/Faah/Kdr/Ext1/P2rx4/Bbs2	22
GO:1903539	GO:1903539	protein localization to postsynaptic membrane	13/1023	83/25730	0.156626506024096	3.93939393939394	5.45780251856691	2.30098920464711e-05	0.00163401596363382	0.00131802940550655	Grip2/Magi2/Grip1/Nptx2/Nsg1/Camk2a/Nrxn3/Dlg2/Gphn/Kalrn/Ghsr/Neto1/Rab8a	13
GO:0042330	GO:0042330	taxis	39/1023	481/25730	0.0810810810810811	2.03931203931204	4.68204591022139	2.32398964652898e-05	0.00163401596363382	0.00131802940550655	Gpsm3/Calca/Itga2/Sema6d/Cdh13/Dock4/Clxn/Amot/Wnt7b/Tiam1/Flrt2/Tnfsf18/Dpep1/Ntrk3/S1pr1/Slc8b1/Mif/Fgf1/Prkd1/Hgf/Sema4b/Ano6/Pip5k1c/Ackr2/Thbs1/Fpr2/Sema5a/Dysf/Vav3/Cxcl12/Cmklr1/Ccl25/Coro1c/Csf1/Kdr/Lgr4/Mospd2/Defb14/P2rx4	39
GO:0021700	GO:0021700	developmental maturation	35/1023	413/25730	0.0847457627118644	2.13148433487417	4.71690048048622	2.42273849098917e-05	0.00166205413363557	0.00134064554473735	Grip2/Calca/Atp6v1g1/Il15/Kcnip2/Atp6v1b2/Pde3a/Kcnma1/Nrxn1/Nefl/Shb/Septin4/Baiap3/Cbfb/Pten/Dlg2/Xylt1/Atp6v1e1/Stxbp1/S1pr1/Ano6/Ryr1/Atp6ap1/Mdga2/Washc5/Diaph3/Tfcp2l1/B4galt6/Sdc2/Kdr/Ext1/Gm15915/Insl3/Atp6v1h/Nf1	35
GO:0035150	GO:0035150	regulation of tube size	22/1023	205/25730	0.107317073170732	2.69918699186992	4.9702071815814	2.46257180672674e-05	0.00166205413363557	0.00134064554473735	Grip2/Smpd3/Calca/Npr1/Dock4/Plekha7/Ptprm/Cacna1c/Kcnma1/Gja5/Atp2b1/Ins1/Slc8a1/Arhgap42/Npr3/Abl1/Hmgcr/Faah/Kdr/Ext1/P2rx4/Bbs2	22
GO:0090130	GO:0090130	tissue migration	16/1023	121/25730	0.132231404958678	3.32582018532432	5.21809249630886	2.47439568670569e-05	0.00166205413363557	0.00134064554473735	Kitl/Kank1/Macf1/Itga2/Pten/Gab2/Prkce/Macir/Rreb1/Prox1/Daam2/Sdc2/Coro1c/Dusp10/Iqsec1/Insl3	16
GO:0050770	GO:0050770	regulation of axonogenesis	20/1023	176/25730	0.113636363636364	2.85812672176309	5.03316862121707	2.49164371369546e-05	0.00166205413363557	0.00134064554473735	Cyfip1/Macf1/Sema6d/Smurf1/Fxn/Sipa1l1/Tiam1/Nefl/Cit/Pten/Cdh4/Ntrk3/Myo5b/Arhgap4/Ctnnd2/Sema5a/Cxcl12/Rgma/Syngap1/Epha4	20
GO:0097581	GO:0097581	lamellipodium organization	14/1023	96/25730	0.145833333333333	3.66792929292929	5.32894213859394	2.59220255710036e-05	0.00170681716331269	0.00137675228463896	Cyfip1/Kank1/Cdh13/Capzb/Spata13/Vav2/Dnm2/S1pr1/Golph3/Rreb1/Vav3/Coro1c/Hdac4/Ablim1	14
GO:0062237	GO:0062237	protein localization to postsynapse	13/1023	84/25730	0.154761904761905	3.89249639249639	5.40308640531703	2.6243585059584e-05	0.00170681716331269	0.00137675228463896	Grip2/Magi2/Grip1/Nptx2/Nsg1/Camk2a/Nrxn3/Dlg2/Gphn/Kalrn/Ghsr/Neto1/Rab8a	13
GO:0048167	GO:0048167	regulation of synaptic plasticity	34/1023	398/25730	0.085427135678392	2.14862189736562	4.69919157459527	2.6758286519552e-05	0.00171880697236085	0.00138642350036977	Grip1/Sipa1l1/Nsg1/Camk2a/Sorcs3/Pten/Fcgr2b/Stxbp1/Prrt1/Kcnn2/Grin2b/Unc13c/Ctnnd2/Grid1/Cpeb3/Serpine2/Snap25/Cplx2/Mir101b/Abl1/Grid2/Hmgcr/Cd2ap/Neto1/Atp1a3/Rab8a/Syngap1/Mir760/Slc24a1/Kdr/Shank2/Rara/Epha4/Nf1	34
GO:0035176	GO:0035176	social behavior	12/1023	73/25730	0.164383561643836	4.13449564134496	5.45714415217537	2.86961016714847e-05	0.00182080264630165	0.00146869521648536	Nrxn1/Nrxn3/Pten/Pianp/Kcnq1/Grid1/Kalrn/Negr1/Ptchd1/Atp1a3/Shank2/Ext1	12
GO:0099563	GO:0099563	modification of synaptic structure	11/1023	62/25730	0.17741935483871	4.46236559139785	5.55407852091483	2.9436430279476e-05	0.00184426067261119	0.00148761692175584	Cyfip1/Egln1/Amot/Tiam1/Myo5b/Ctnna2/Kalrn/Abl1/Cabp1/Epha4/Nf1	11
GO:0008543	GO:0008543	fibroblast growth factor receptor signaling pathway	13/1023	85/25730	0.152941176470588	3.84670231729055	5.34920730186996	2.98676513694525e-05	0.00184426067261119	0.00148761692175584	Spry2/Ndst1/Dstyk/Flrt2/Nrxn1/Tcf7l2/Wnt4/Hhip/Prdm14/Fgf1/Thbs1/Sos1/Ext1	13
GO:0050773	GO:0050773	regulation of dendrite development	18/1023	150/25730	0.12	3.01818181818182	5.04423035711502	3.01291864639538e-05	0.00184426067261119	0.00148761692175584	Cyfip1/Cux2/Grip1/Nedd4l/Sipa1l1/Tiam1/Bmp7/Cit/Myo5b/Kalrn/Skor2/Alk/Abl1/Dpysl5/Csmd3/Sdc2/Epha4/Bhlhb9	18
GO:0050918	GO:0050918	positive chemotaxis	12/1023	74/25730	0.162162162162162	4.07862407862408	5.39656373905962	3.30243546864285e-05	0.00197563244401427	0.00159358397569922	Itga2/Cdh13/Wnt7b/Ntrk3/S1pr1/Mif/Hgf/Fpr2/Sema5a/Cxcl12/Kdr/Defb14	12
GO:1903541	GO:1903541	regulation of exosomal secretion	6/1023	17/25730	0.352941176470588	8.87700534759358	6.61071582916959	3.30347919717934e-05	0.00197563244401427	0.00159358397569922	Smpd3/Sdc1/Atp13a2/Atp9a/Myo5b/Prkn	6
GO:0022604	GO:0022604	regulation of cell morphogenesis	27/1023	287/25730	0.0940766550522648	2.3661704149509	4.73588260502506	3.41189277417471e-05	0.0020172816027308	0.00162717900605677	Cyfip1/Cux2/Kank1/Macf1/Smurf1/Grip1/Shroom3/Nedd4l/Ntng2/Tiam1/Fmnl2/Capzb/Pten/Syt1/Sparc/Myo5b/Kalrn/Rreb1/Nf2/Zranb1/Prkn/Hpn/Coro1c/Kdr/Epha4/Bhlhb9/Rnf157	27
GO:0015012	GO:0015012	heparan sulfate proteoglycan biosynthetic process	8/1023	33/25730	0.242424242424242	6.09733700642792	5.96208780891045	3.47520292973949e-05	0.00202538877333053	0.00163371840927174	Hs3st5/Xylt2/Ndst1/Xylt1/Tcf7l2/Hs6st1/Hs3st1/Ext1	8
GO:0006493	GO:0006493	protein O-linked glycosylation	17/1023	138/25730	0.123188405797101	3.09837505489679	5.02932622886364	3.54238666871186e-05	0.00202538877333053	0.00163371840927174	Gxylt1/Hs3st5/Xylt2/Ndst1/B3gnt2/Xylt1/Galnt17/Tcf7l2/Galnt16/B3galt4/Hs6st1/Slc10a7/Galnt12/Hs3st1/Ext1/B3galnt2/Tet1	17
GO:0021761	GO:0021761	limbic system development	17/1023	138/25730	0.123188405797101	3.09837505489679	5.02932622886364	3.54238666871186e-05	0.00202538877333053	0.00163371840927174	Trp73/Prdm13/Lmx1a/Ncoa1/Nefl/Pten/Pianp/Alk/Bax/Fez1/Nf2/Prox1/Kirrel3/Kdm6b/Rara/Nf1/Bbs2	17
GO:0040019	GO:0040019	positive regulation of embryonic development	7/1023	25/25730	0.28	7.04242424242424	6.15051776238218	3.9419634858461e-05	0.00220538021686637	0.00177890304675364	Amot/Osr2/Wnt4/Rbm19/Foxa2/Otx2/Tenm4	7
GO:0051481	GO:0051481	negative regulation of cytosolic calcium ion concentration	7/1023	25/25730	0.28	7.04242424242424	6.15051776238218	3.9419634858461e-05	0.00220538021686637	0.00177890304675364	Smpd3/Calca/Atp2b1/Slc8a1/Nol3/Tmbim6/Ryr2	7
GO:0051703	GO:0051703	biological process involved in intraspecies interaction between organisms	12/1023	76/25730	0.157894736842105	3.97129186602871	5.2785401313409	4.34054814903247e-05	0.00240253957653361	0.00193793566295548	Nrxn1/Nrxn3/Pten/Pianp/Kcnq1/Grid1/Kalrn/Negr1/Ptchd1/Atp1a3/Shank2/Ext1	12
GO:0035264	GO:0035264	multicellular organism growth	24/1023	244/25730	0.0983606557377049	2.47391952309985	4.70713992011127	4.50717976706355e-05	0.00246851119242439	0.00199114966551605	Zfp950/Smpd3/Ercc6/Celf1/Add1/Fxn/Tcf7l2/Unc79/Tbl1xr1/Rai1/Ghsr/Ghr/Stat3/Atp8a2/Atp1a3/Garem1/Rpl29/Sos1/Csf1/Slitrk6/Ext1/Rara/Scp2/Bbs2	24
GO:0045773	GO:0045773	positive regulation of axon extension	10/1023	54/25730	0.185185185185185	4.65768799102132	5.47493686682444	4.59954705510021e-05	0.00249285867996733	0.00201078882770664	Cyfip1/Macf1/Smurf1/Fxn/Cdh4/Ntrk3/Myo5b/Ctnnd2/Sema5a/Cxcl12	10
GO:0051648	GO:0051648	vesicle localization	23/1023	230/25730	0.1	2.51515151515152	4.69666035734237	4.98727570207926e-05	0.00267513355442458	0.00215781532546826	Wipi1/Smpd3/Sdc1/Atp13a2/Trappc12/Magi2/Trappc8/Baiap3/Pten/Tcf7l2/Stxbp1/Syt1/Atp9a/Dnm2/Myo5b/Unc13c/Lin7b/Rab11b/Snap25/Syn2/Prkn/Kif13a/Trappc6b	23
GO:0007162	GO:0007162	negative regulation of cell adhesion	29/1023	327/25730	0.0886850152905199	2.23056250579186	4.55695052350095	5.24545396879261e-05	0.00278490785710489	0.00224636143647434	Rgcc/Il20rb/Kank1/Cdh13/Ajap1/Itch/Tnfsf18/Gcnt2/Irf1/Cbfb/Pten/Nrarp/Tmem131l/Serpine2/Podxl/Abl1/Thbs1/Sema5a/Fgl1/Ptpn1/Cxcl12/Nf2/Ccl25/Lrrc32/Coro1c/Dlg5/Postn/Epha4/Nf1	29
GO:0040036	GO:0040036	regulation of fibroblast growth factor receptor signaling pathway	8/1023	35/25730	0.228571428571429	5.74891774891775	5.72062686868525	5.48961752116094e-05	0.00288355805906627	0.00232593462911018	Spry2/Dstyk/Nrxn1/Tcf7l2/Wnt4/Hhip/Prdm14/Thbs1	8
GO:0048813	GO:0048813	dendrite morphogenesis	21/1023	201/25730	0.104477611940299	2.62777023971054	4.71425959691993	5.54210659055598e-05	0.00288355805906627	0.00232593462911018	Cux2/Grip1/Nedd4l/Sipa1l1/Tiam1/Camk2a/Cit/Pten/Slc11a2/Myo5b/Ctnna2/Ctnnd2/Kalrn/Skor2/Dpysl5/Sdc2/Epha4/Bhlhb9/Dcdc2a/Tet1/Dclk1	21
GO:0060485	GO:0060485	mesenchyme development	29/1023	329/25730	0.088145896656535	2.21700285530073	4.52067620458596	5.85142773324011e-05	0.00301435430653944	0.00243143745413531	Polr1b/Rgcc/Spry2/Kitl/Msx1/Sema6d/Tbx20/Wnt7b/Tiam1/Gcnt2/Bmp7/Pten/Tcf7l2/Wnt4/Yap1/Nup133/Six2/Sema4b/Thbs1/Hey1/Sema5a/Foxa2/Adamts5/Fbxl17/Hpn/Coro1c/Dlg5/Ext1/Epha4	29
GO:0099639	GO:0099639	neurotransmitter receptor transport, endosome to plasma membrane	5/1023	12/25730	0.416666666666667	10.479797979798	6.68359879603203	6.16844272640572e-05	0.00312755013148778	0.00252274343227931	Grip2/Grip1/Nsg1/Myo5b/Rab8a	5
GO:0050890	GO:0050890	cognition	34/1023	415/25730	0.0819277108433735	2.06060606060606	4.43229287411214	6.19138311634137e-05	0.00312755013148778	0.00252274343227931	Cyfip1/Cux2/Lmx1a/Cacna1c/Nptx2/Nrxn1/Nrxn3/Sorcs3/Pten/Pianp/Slc11a2/Rp9/Prrt1/Clstn2/Jakmip1/Grin2b/Ctnnd2/Kalrn/Cpeb3/Snap25/Abl1/Ghsr/Hmgcr/Neto1/Ptchd1/Atp1a3/Prkn/Syngap1/Shank2/Itga8/Bhlhb9/Kcnab1/Dcdc2a/Nf1	34
GO:0070661	GO:0070661	leukocyte proliferation	32/1023	381/25730	0.083989501312336	2.11246321482542	4.45150631887555	6.31166589047944e-05	0.00315765361809274	0.00254702549649206	Znhit1/Il20rb/Kitl/Card11/Il15/Prdm1/Itch/Tnfsf18/Shb/Irf1/Pten/Fcgr2b/Wnt4/Nfatc2/Tbk1/Irgm1/Tmem131l/Npr3/Mif/Enpp3/Abl1/Bax/Vav3/Cxcl12/Lrrc32/Sos1/Csf1/Dlg5/Zbtb32/Lmbr1l/Tyk2/Nf1	32
GO:0021766	GO:0021766	hippocampus development	14/1023	105/25730	0.133333333333333	3.35353535353535	4.91725467223086	7.13973405856329e-05	0.00353790821968617	0.00285374633498665	Trp73/Lmx1a/Ncoa1/Nefl/Pten/Pianp/Alk/Fez1/Nf2/Prox1/Kirrel3/Kdm6b/Rara/Bbs2	14
GO:0060326	GO:0060326	cell chemotaxis	29/1023	333/25730	0.0870870870870871	2.19037219037219	4.44890305529794	7.2562558585458e-05	0.00354356909822106	0.00285831251092131	Gpsm3/Calca/Dock4/Clxn/Tiam1/Tnfsf18/Dpep1/S1pr1/Slc8b1/Mif/Fgf1/Prkd1/Hgf/Ano6/Ackr2/Thbs1/Fpr2/Sema5a/Dysf/Vav3/Cxcl12/Cmklr1/Ccl25/Coro1c/Csf1/Kdr/Mospd2/Defb14/P2rx4	29
GO:0010632	GO:0010632	regulation of epithelial cell migration	12/1023	80/25730	0.15	3.77272727272727	5.05414532943433	7.28737062290321e-05	0.00354356909822106	0.00285831251092131	Macf1/Itga2/Pten/Gab2/Prkce/Macir/Rreb1/Sdc2/Coro1c/Dusp10/Iqsec1/Insl3	12
