ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0048880	GO:0048880	sensory system development	36/976	487/25730	0.0739219712525667	1.94878311509072	4.19734447577469	0.000119598212485464	0.00560172168208945	0.00442779916114986	Spry2/Prdm1/Cacna1c/Ptprm/Tenm3/Bmp7/Osr2/Ntrk3/Casz1/Adamts9/Tulp1/Celf4/Rarg/Stat3/Bax/Myh15/Atp8a2/Fat1/Megf11/Nf2/Lpcat1/Sp3/Prox1/Sos1/Myom2/Pds5a/Pde6a/Agtpbp1/Tbx2/Slitrk6/Rpl24/Kdr/Rara/Tgfb2/Otx2/Nf1	36
GO:0031346	GO:0031346	positive regulation of cell projection organization	35/976	469/25730	0.0746268656716418	1.96736603865916	4.19822448763791	0.000123025012799639	0.00571077715665465	0.00451400046964087	Cyfip1/Cux2/Macf1/Itga2/Smurf1/Grip1/Magi2/Tiam1/Gprc5b/Nefl/Tenm3/Bmp7/Cdh4/Ntrk3/Myo5b/Prkd1/Fxn/Hgf/Alk/Abl1/Sema5a/Rreb1/Atp8a2/Washc5/Negr1/Dnm2/Rgma/Fez1/Coro1c/Hdac4/Epha4/Bhlhb9/Nf1/Tenm2/Itpr1	35
GO:0050770	GO:0050770	regulation of axonogenesis	18/976	176/25730	0.102272727272727	2.69618573025335	4.48346684920314	0.000134806255291905	0.00615105992209258	0.00486201555680737	Cyfip1/Macf1/Sema6d/Smurf1/Tiam1/Sipa1l1/Nefl/Cit/Pten/Cdh4/Ntrk3/Myo5b/Arhgap4/Fxn/Sema5a/Rgma/Syngap1/Epha4	18
GO:0002065	GO:0002065	columnar/cuboidal epithelial cell differentiation	15/976	131/25730	0.114503816793893	3.01863033412589	4.59933043073612	0.00013737047171776	0.00615105992209258	0.00486201555680737	Msx1/Prdm1/Shroom3/Kcnma1/Bmp7/Wnt4/Yap1/Rarg/Abl1/Nfe2l1/Prox1/Dlg5/Ext1/Rara/Otx2	15
GO:0097553	GO:0097553	calcium ion transmembrane import into cytosol	19/976	192/25730	0.0989583333333333	2.60880934084699	4.44299087395825	0.000137566408334572	0.00615105992209258	0.00486201555680737	Calca/Kcnk16/Cacna1c/Gpr39/Nalf2/Prkce/Plcl1/Slc8a1/Slc8b1/Prkd1/Ryr1/Grin2b/Abl1/Bax/Tmbim6/Ryr2/Tgfb2/P2rx4/Itpr1	19
GO:0048167	GO:0048167	regulation of synaptic plasticity	31/976	398/25730	0.0778894472361809	2.05337651371612	4.20536887823947	0.000138141102462015	0.00615105992209258	0.00486201555680737	Grip1/Mir129-1/Sipa1l1/Nsg1/Camk2a/Sorcs3/Slc24a1/Pten/Fcgr2b/Stxbp1/Kcnn2/Unc13c/Grid1/Snap25/Cpeb3/Cplx2/Mir101b/Grin2b/Grid2/Abl1/Cd2ap/Mir92-1/Atp1a3/Rab8a/Syngap1/Mir760/Kdr/Shank2/Epha4/Rara/Nf1	31
GO:0051056	GO:0051056	regulation of small GTPase mediated signal transduction	23/976	258/25730	0.0891472868217054	2.35016361672385	4.32791178163972	0.000141916977206159	0.00615105992209258	0.00486201555680737	Spry2/Kitl/Kank1/Arhgef10l/Amot/Sipa1l1/Arhgap20/Wnt4/Arhgap42/Grin2b/Abl1/Cd2ap/Stard13/Arhgap24/Dnm2/Sos1/Csf1/Syngap1/Iqsec1/Tns3/Tgfb2/Nf1/Arhgef18	23
GO:0016525	GO:0016525	negative regulation of angiogenesis	14/976	117/25730	0.11965811965812	3.15451169959367	4.63794113135664	0.000142013406146499	0.00615105992209258	0.00486201555680737	Rgcc/Spry2/E2f2/Amot/Ptprm/Sars1/Hhip/Adgrb2/Sparc/Thbs1/Stard13/Tafa5/Tgfb2/Nf1	14
GO:0050920	GO:0050920	regulation of chemotaxis	21/976	225/25730	0.0933333333333333	2.46051912568306	4.36917573065753	0.00014416770054246	0.00615105992209258	0.00486201555680737	Gpsm3/Itga2/Cdh13/Tiam1/Tnfsf18/Ntrk3/S1pr1/Slc8b1/Mif/Prkd1/Fgf1/Thbs1/Fpr2/Sema5a/Fgf18/Dysf/Cmklr1/Csf1/Kdr/Mospd2/P2rx4	21
GO:1902903	GO:1902903	regulation of supramolecular fiber organization	31/976	399/25730	0.0776942355889724	2.0482302066642	4.19016012782784	0.000144485349229352	0.00615105992209258	0.00486201555680737	Rgcc/Cyfip1/Capg/Cracd/Kank1/Add1/Arhgef10l/Bbof1/Snx9/Hspa8/Capzb/Nav3/Cit/Prkce/Wnt4/S1pr1/Prkd1/Ctnna2/Abl1/Sema5a/Washc5/Nf2/Diaph3/Prox1/Xirp2/Prkn/Daam2/Tmeff2/Vasp/Kirrel1/Arhgef18	31
GO:0072594	GO:0072594	establishment of protein localization to organelle	35/976	473/25730	0.0739957716701903	1.95072869372336	4.14390660458047	0.00014498536048896	0.00615105992209258	0.00486201555680737	Trim28/Spry2/Macf1/Smurf1/Ipo5/Hacl1/Hspa8/Timm8a1/Snx16/Cse1l/Vps54/Macroh2a1/Tbk1/Nup133/Irgm1/Vps36/Nabp2/Golph3/Pex7/Prkd1/Kpna2/Agap3/Stat3/Bax/Fbxw7/Mdfic/Hsp90ab1/Timm17b/Cabp1/Sec61a1/Cwh43/Nup54/Zfp827/Ryr2/Nf1	35
GO:0070661	GO:0070661	leukocyte proliferation	30/976	381/25730	0.078740157480315	2.07580353685298	4.20076811527479	0.000145472812672155	0.00615105992209258	0.00486201555680737	Znhit1/Il20rb/Kitl/Card11/Il15/Prdm1/Itch/Tnfsf18/Shb/Irf1/Pten/Fcgr2b/Nfatc2/Wnt4/Tbk1/Irgm1/Tmem131l/Npr3/Mif/Enpp3/Abl1/Bax/Vav3/Sos1/Csf1/Zbtb32/Dlg5/Lmbr1l/Nf1/Tyk2	30
GO:0055074	GO:0055074	calcium ion homeostasis	29/976	363/25730	0.0798898071625344	2.10611141218444	4.21435678759423	0.000145524210505364	0.00615105992209258	0.00486201555680737	Rimbp2/Znhit1/Calca/Sgcd/Kcnk16/Atp13a2/Cacna1c/Atp13a3/Trpc7/Slc24a1/Gpr39/Atp2b1/Prkce/Vps54/Plcl1/Slc8a1/Slc8b1/Prkd1/Fxn/Ryr1/Grin2b/Abl1/Bax/Tmbim6/Slc10a7/Kdr/Ryr2/Tgfb2/Itpr1	29
GO:0010810	GO:0010810	regulation of cell-substrate adhesion	22/976	242/25730	0.0909090909090909	2.39660953800298	4.33439489778188	0.000148308039002643	0.00617458962048825	0.0048806142635499	Egflam/Kank1/Macf1/Cdh13/Ajap1/Pten/Prkce/Skap1/Wnt4/Pdpn/Abl1/Thbs1/Rreb1/Ptpn1/Dnm2/Ccl25/Csf1/Coro1c/Postn/Kdr/Nid1/Nf1	22
GO:0003279	GO:0003279	cardiac septum development	15/976	132/25730	0.113636363636364	2.99576192250373	4.56463808680673	0.000149643833849109	0.00617458962048825	0.0048806142635499	Tbx20/Prdm1/Ndst1/Egln1/Gja5/Bmp7/Maml1/Hey1/Mir92-1/Dnm2/Prox1/Xirp2/Tbx2/Rara/Tgfb2	15
GO:0031503	GO:0031503	protein-containing complex localization	15/976	132/25730	0.113636363636364	2.99576192250373	4.56463808680673	0.000149643833849109	0.00617458962048825	0.0048806142635499	Grip2/Sgcd/Grip1/Magi2/Nsg1/Nrxn3/Camk2a/Dlg2/Myo5b/Gphn/Ghsr/Washc5/Rab8a/Samtor/Gpc6	15
GO:0042060	GO:0042060	wound healing	32/976	419/25730	0.0763723150357995	2.01338080519582	4.15277787911739	0.000155672783058298	0.00637277794582749	0.00503726933327472	Kank1/Macf1/Tec/Ajap1/Srsf6/BC004004/Pten/Prrg1/Prkce/Adipor2/Stxbp1/Wnt4/Yap1/Pdpn/Pard3/Fgf1/Thbs1/Pou2f3/Rreb1/Fgl1/Pip5k1c/Tspan9/Arhgap24/Dysf/Tafa5/Tmeff2/Ext1/Kdr/Tgfb2/Myof/Nf1/Chmp2a	32
GO:0014706	GO:0014706	striated muscle tissue development	36/976	494/25730	0.0728744939271255	1.92116877945178	4.10493320197003	0.000158310819604524	0.00643014024315564	0.00508261052414525	Map2k4/Mtm1/Cyp26b1/Sgcd/Tbx20/Rbfox1/Egln1/Hspa8/Gja5/Bmp7/Irx3/Pten/Tcf7l2/Vps54/Slc8a1/Maml1/S1pr1/Yap1/Hlf/Hey1/Ryr1/Fgf1/Abl1/Myh15/Prox1/Xirp2/Myom2/Kdm6b/Tbx2/Pgm5/Hdac4/Ryr2/Rara/Dmrta2/Tgfb2/Nf1	36
GO:0035767	GO:0035767	endothelial cell chemotaxis	7/976	32/25730	0.21875	5.76684170081967	5.35759308916944	0.000162035503290024	0.00648017370465256	0.00512215874367816	Prkd1/Fgf1/Thbs1/Sema5a/Fgf18/Kdr/P2rx4	7
GO:0060402	GO:0060402	calcium ion transport into cytosol	7/976	32/25730	0.21875	5.76684170081967	5.35759308916944	0.000162035503290024	0.00648017370465256	0.00512215874367816	Calca/Cacna1c/Slc8a1/Bax/Tmbim6/Ryr2/P2rx4	7
GO:0086014	GO:0086014	atrial cardiac muscle cell action potential	5/976	15/25730	0.333333333333333	8.78756830601093	5.99056663275647	0.000169862051486792	0.00659039407223755	0.0052092808248581	Cacna1c/Gja5/Kcnq1/Kcnn2/Ryr2	5
GO:0086026	GO:0086026	atrial cardiac muscle cell to AV node cell signaling	5/976	15/25730	0.333333333333333	8.78756830601093	5.99056663275647	0.000169862051486792	0.00659039407223755	0.0052092808248581	Cacna1c/Gja5/Kcnq1/Kcnn2/Ryr2	5
GO:0086066	GO:0086066	atrial cardiac muscle cell to AV node cell communication	5/976	15/25730	0.333333333333333	8.78756830601093	5.99056663275647	0.000169862051486792	0.00659039407223755	0.0052092808248581	Cacna1c/Gja5/Kcnq1/Kcnn2/Ryr2	5
GO:1903543	GO:1903543	positive regulation of exosomal secretion	5/976	15/25730	0.333333333333333	8.78756830601093	5.99056663275647	0.000169862051486792	0.00659039407223755	0.0052092808248581	Smpd3/Sdc1/Atp13a2/Myo5b/Chmp2a	5
GO:0008154	GO:0008154	actin polymerization or depolymerization	19/976	196/25730	0.0969387755102041	2.55556833389093	4.34081594265858	0.00018011473939722	0.00693641874167514	0.00548279097549119	Cyfip1/Capg/Cracd/Kank1/Add1/Snx9/Capzb/Cit/Prkce/Diaph2/Abl1/Cd2ap/Ghsr/Sema5a/Washc5/Diaph3/Daam2/Vasp/Kirrel1	19
GO:0072006	GO:0072006	nephron development	18/976	181/25730	0.0994475138121547	2.62170546146182	4.34748390232125	0.000191917239086006	0.00733660092653048	0.00579910914389913	Magi2/Wnt7b/Bmp7/Irx3/Wnt4/Nup133/Yap1/Hey1/Podxl/Fgf1/Cd2ap/Kirrel3/Sec61a1/Ext1/Lgr4/Nid1/Ctnnbip1/Notch3	18
GO:0043542	GO:0043542	endothelial cell migration	22/976	247/25730	0.0890688259109312	2.34809517488551	4.22724503576665	0.000198674772802917	0.0075394901007472	0.00595947993102258	Rgcc/Calca/Cdh13/Amot/Ptprm/Pten/Fstl1/Sparc/Prkd1/Fgf1/Abl1/Thbs1/Sema5a/Fgf18/Fbxw7/Stard13/Prox1/Kdr/Bcas3/Tns3/P2rx4/Nf1	22
GO:0032456	GO:0032456	endocytic recycling	12/976	93/25730	0.129032258064516	3.40163934426229	4.60711795222779	0.000204701937414119	0.00768275993634381	0.00607272548192188	Grip2/Grip1/Nsg1/Trarg1/Fcgr2b/Atp9a/Myo5b/Dennd1b/Rab11b/Atp6ap1/Rab8a/Vps39	12
GO:0060562	GO:0060562	epithelial tube morphogenesis	31/976	407/25730	0.0761670761670762	2.00797015346196	4.070061473088	0.00020540558398765	0.00768275993634381	0.00607272548192188	Spry2/Tbx20/Shroom3/Cthrc1/Bmp7/Irx3/Hhip/Wnt4/Nrarp/Yap1/Hey1/Rarg/Podxl/Fgf1/Abl1/Sema5a/Stard13/Csf1/Rgma/Tbx2/Cluap1/Dlg5/Ext1/Kdr/Vasp/Lgr4/Ryr2/Epha4/Rara/Tgfb2/Ctnnbip1	31
GO:0180064	GO:0180064	protein O-linked glycosylation via xylose	9/976	55/25730	0.163636363636364	4.31389716840537	4.88516026064561	0.000207394325631063	0.00770173642111356	0.00608772516739603	Xylt2/Hs3st5/Ndst1/Hs6st1/Xylt1/Tcf7l2/Slc10a7/Hs3st1/Ext1	9
GO:0009101	GO:0009101	glycoprotein biosynthetic process	24/976	284/25730	0.0845070422535211	2.22783421842531	4.13145293937262	0.000231180166619815	0.00852415380323699	0.00673779298606761	Gxylt1/Xylt2/Hs3st5/Man1c1/Serpina1a/Ndst1/Hs6st1/B3galt4/Xylt1/Galnt17/Tcf7l2/Mgat4c/Galnt16/Insr/Mgat4a/Golph3/Slc10a7/Mgat5/Cwh43/Galnt12/Hs3st1/Ext1/Uggt2/B3galnt2	24
GO:0006493	GO:0006493	protein O-linked glycosylation	15/976	138/25730	0.108695652173913	2.865511404134	4.36313857897305	0.000245220200413012	0.00897816776019191	0.00709666169319793	Gxylt1/Xylt2/Hs3st5/Ndst1/Hs6st1/B3galt4/Xylt1/Galnt17/Tcf7l2/Galnt16/Slc10a7/Galnt12/Hs3st1/Ext1/B3galnt2	15
GO:0035265	GO:0035265	organ growth	21/976	234/25730	0.0897435897435897	2.36588377469525	4.1677275285958	0.000247861011862758	0.00901139441031105	0.00712292521392866	Map2k4/Spry2/Smpd3/Tbx20/Cacna1c/Pten/Tcf7l2/S1pr1/Yap1/Fxn/Rarg/Fgf1/Abl1/Thbs1/Lepr/Prox1/Tbx2/Ext1/Kdr/Rara/Tgfb2	21
GO:0048593	GO:0048593	camera-type eye morphogenesis	17/976	169/25730	0.100591715976331	2.65186972548259	4.27803068104178	0.00024964916468247	0.00901337504989	0.00712449078158159	Prdm1/Ptprm/Tenm3/Bmp7/Casz1/Adamts9/Rarg/Stat3/Bax/Atp8a2/Fat1/Megf11/Sp3/Prox1/Tbx2/Kdr/Nf1	17
GO:0045787	GO:0045787	positive regulation of cell cycle	28/976	357/25730	0.0784313725490196	2.0676631308261	4.03363050720785	0.000254457843782586	0.00912362986086667	0.00721164008803788	Rgcc/Smpd3/Pggt1b/Smc5/Msx1/Tbx20/Shb/Ubxn2b/Plscr1/BC004004/Cit/Prkce/Macroh2a1/Wnt4/Cdc73/Insr/Smc2/Sin3a/Ddx3x/Stra8/Abl1/Paf1/Prox1/Piwil2/Tbx2/Rad51b/Rara/Tgfb2	28
GO:0030201	GO:0030201	heparan sulfate proteoglycan metabolic process	8/976	45/25730	0.177777777777778	4.68670309653916	4.91494095194286	0.000257733586807981	0.00917778710831981	0.00725444789400402	Xylt2/Hs3st5/Ndst1/Hs6st1/Xylt1/Tcf7l2/Hs3st1/Ext1	8
GO:0006909	GO:0006909	phagocytosis	22/976	252/25730	0.0873015873015873	2.30150598490762	4.12265926649821	0.000263562651358052	0.00932151173068377	0.00736805292446714	Il15/Itga2/Nos2/Spon2/Hspa8/Plscr1/Pten/Fcgr2b/Marco/Tulp1/Abl1/Thbs1/Lepr/Stat3/Fpr2/Pip5k1c/Washc5/Dysf/Dnm2/Coro1c/Xkr4/Rara	22
GO:0051402	GO:0051402	neuron apoptotic process	30/976	395/25730	0.0759493670886076	2.00223075326831	3.98583656892062	0.000271020562894393	0.00952051288167535	0.00752535048036779	Map2k4/Egln1/Pou4f3/Kcnma1/Nefl/Cit/Fcgr2b/Vps54/Stxbp1/Fxn/Ctsb/Grid2/Abl1/Cd2ap/Bax/Fpr2/Fbxw7/Hsp90ab1/Tmbim6/Mdga2/Prkn/Syngap1/Kdr/En1/Hdac4/Epha4/Bhlhb9/Tgfb2/Egln3/Nf1	30
GO:0051481	GO:0051481	negative regulation of cytosolic calcium ion concentration	6/976	25/25730	0.24	6.32704918032787	5.29129013349604	0.000279539988279478	0.00975388187291951	0.00770981359408748	Smpd3/Calca/Atp2b1/Slc8a1/Tmbim6/Ryr2	6
GO:0030534	GO:0030534	adult behavior	19/976	203/25730	0.0935960591133005	2.46744528789469	4.16796167399503	0.000282769826330335	0.00980080218060942	0.00774690106662195	Cacna1c/Klhl1/Kcnma1/Nrxn3/Gpr39/Pten/Unc79/Otog/Ntan1/Fxn/Alk/Ghsr/Atp1a3/Prkn/Agtpbp1/Slitrk6/En1/Shank2/Epha4	19
GO:0098876	GO:0098876	vesicle-mediated transport to the plasma membrane	17/976	171/25730	0.0994152046783626	2.62085370530151	4.22263568323467	0.000287063464749677	0.00988372816710973	0.00781244870256353	Grip2/Macf1/Grip1/Nsg1/Camk2a/Trarg1/Fcgr2b/Atp9a/Myo5b/Golph3/Dennd1b/Rab11b/Atp6ap1/Dnm2/Kif13a/Rab8a/Vps39	17
GO:0040036	GO:0040036	regulation of fibroblast growth factor receptor signaling pathway	7/976	35/25730	0.2	5.27254098360656	5.02238056160977	0.000293184481295382	0.00999781607793273	0.00790262782685929	Spry2/Dstyk/Tcf7l2/Hhip/Wnt4/Prdm14/Thbs1	7
GO:1903539	GO:1903539	protein localization to postsynaptic membrane	11/976	83/25730	0.132530120481928	3.49385245901639	4.51861339622345	0.000294223092887807	0.00999781607793273	0.00790262782685929	Grip2/Grip1/Magi2/Nsg1/Nrxn3/Camk2a/Dlg2/Gphn/Ghsr/Rab8a/Gpc6	11
GO:0035296	GO:0035296	regulation of tube diameter	19/976	204/25730	0.0931372549019608	2.45534996785599	4.14385748605885	0.000300973082481942	0.0100952197149911	0.00797961911042106	Grip2/Smpd3/Calca/Npr1/Dock4/Plekha7/Cacna1c/Ptprm/Kcnma1/Gja5/Atp2b1/Slc8a1/Npr3/Arhgap42/Abl1/Faah/Ext1/Kdr/P2rx4	19
GO:0097746	GO:0097746	blood vessel diameter maintenance	19/976	204/25730	0.0931372549019608	2.45534996785599	4.14385748605885	0.000300973082481942	0.0100952197149911	0.00797961911042106	Grip2/Smpd3/Calca/Npr1/Dock4/Plekha7/Cacna1c/Ptprm/Kcnma1/Gja5/Atp2b1/Slc8a1/Npr3/Arhgap42/Abl1/Faah/Ext1/Kdr/P2rx4	19
GO:0032943	GO:0032943	mononuclear cell proliferation	27/976	343/25730	0.0787172011661808	2.07519834631745	3.98055496577114	0.000307145526348797	0.0102362153300474	0.00809106703688058	Znhit1/Il20rb/Kitl/Card11/Il15/Prdm1/Itch/Tnfsf18/Shb/Irf1/Pten/Fcgr2b/Nfatc2/Wnt4/Tbk1/Irgm1/Tmem131l/Mif/Abl1/Bax/Vav3/Sos1/Csf1/Zbtb32/Dlg5/Lmbr1l/Tyk2	27
GO:0035150	GO:0035150	regulation of tube size	19/976	205/25730	0.0926829268292683	2.44337265093962	4.11989545982916	0.000320189437739223	0.01060296106246	0.00838095584937263	Grip2/Smpd3/Calca/Npr1/Dock4/Plekha7/Cacna1c/Ptprm/Kcnma1/Gja5/Atp2b1/Slc8a1/Npr3/Arhgap42/Abl1/Faah/Ext1/Kdr/P2rx4	19
GO:0062237	GO:0062237	protein localization to postsynapse	11/976	84/25730	0.130952380952381	3.45225897736144	4.47002370428158	0.000327133415020254	0.010632018654669	0.00840392399911475	Grip2/Grip1/Magi2/Nsg1/Nrxn3/Camk2a/Dlg2/Gphn/Ghsr/Rab8a/Gpc6	11
GO:0098814	GO:0098814	spontaneous synaptic transmission	5/976	17/25730	0.294117647058824	7.75373674059788	5.53102832702793	0.000328552798392776	0.010632018654669	0.00840392399911475	Doc2b/Cbln2/Nsg1/Syt1/Prkn	5
GO:2001028	GO:2001028	positive regulation of endothelial cell chemotaxis	5/976	17/25730	0.294117647058824	7.75373674059788	5.53102832702793	0.000328552798392776	0.010632018654669	0.00840392399911475	Prkd1/Sema5a/Fgf18/Kdr/P2rx4	5
GO:0001837	GO:0001837	epithelial to mesenchymal transition	17/976	173/25730	0.0982658959537572	2.59055481853501	4.16802606104711	0.000329246971225564	0.010632018654669	0.00840392399911475	Polr1b/Rgcc/Trim28/Spry2/Msx1/Tbx20/Tiam1/Bmp7/Pten/Tcf7l2/Wnt4/Pdpn/Hey1/Hpn/Dlg5/Epha4/Tgfb2	17
GO:0098877	GO:0098877	neurotransmitter receptor transport to plasma membrane	6/976	26/25730	0.230769230769231	6.08370113493064	5.14967709207115	0.00035181330368006	0.0112318276828257	0.0088780342927793	Grip2/Grip1/Nsg1/Camk2a/Myo5b/Rab8a	6
GO:0033687	GO:0033687	osteoblast proliferation	7/976	36/25730	0.194444444444444	5.12608151183971	4.91911372159761	0.000352142318195921	0.0112318276828257	0.0088780342927793	Cthrc1/Osr2/Npr3/Mn1/Abl1/Nf2/Nell1	7
GO:0030210	GO:0030210	heparin proteoglycan biosynthetic process	4/976	10/25730	0.4	10.5450819672131	5.99456742108802	0.000359724309102277	0.0113345859577136	0.0089592580716765	Xylt2/Ndst1/Slc10a7/Ext1	4
GO:2000392	GO:2000392	regulation of lamellipodium morphogenesis	4/976	10/25730	0.4	10.5450819672131	5.99456742108802	0.000359724309102277	0.0113345859577136	0.0089592580716765	Kank1/Pdpn/Rreb1/Coro1c	4
GO:1903707	GO:1903707	negative regulation of hemopoiesis	14/976	128/25730	0.109375	2.88342085040984	4.24159385478172	0.000365927549226628	0.0114056647368541	0.00901544125543945	Trib1/Calca/Hspa9/Tnfsf18/Irf1/Cbfb/Pglyrp3/Nrarp/Irgm1/Tmem131l/Zbtb46/Fbxw7/Rara/Nf1	14
GO:0031345	GO:0031345	negative regulation of cell projection organization	20/976	224/25730	0.0892857142857143	2.35381293911007	4.04087262587009	0.000368162903103752	0.0114056647368541	0.00901544125543945	Mylip/Spry2/Kank1/Sema6d/Capzb/Cit/Pten/Xylt1/Diaph2/Yap1/Arhgap4/Grin2b/Sema5a/Ptpn1/Arhgap24/Dnm2/Dpysl5/Rgma/Syngap1/Epha4	20
GO:0009100	GO:0009100	glycoprotein metabolic process	27/976	347/25730	0.0778097982708934	2.05127675154722	3.91492991599238	0.000368561584110691	0.0114056647368541	0.00901544125543945	Gxylt1/Xylt2/Hs3st5/Man1c1/Serpina1a/Ndst1/Hs6st1/B3galt4/Xylt1/Galnt17/Tcf7l2/Mgat4c/Galnt16/Insr/Mgat4a/Golph3/Manba/Porcn/Slc10a7/Mgat5/Rab1b/Cwh43/Galnt12/Hs3st1/Ext1/Uggt2/B3galnt2	27
GO:0072073	GO:0072073	kidney epithelium development	17/976	175/25730	0.0971428571428571	2.56094847775176	4.11418028988675	0.000376694045953651	0.0115883570704913	0.00915984774464686	Magi2/Wnt7b/Bmp7/Irx3/Gsta3/Wnt4/Yap1/Hey1/Podxl/Fgf1/Cd2ap/Cat/Ext1/Lgr4/Epha4/Rara/Ctnnbip1	17
GO:0051650	GO:0051650	establishment of vesicle localization	19/976	208/25730	0.0913461538461538	2.40813169924338	4.04884601037863	0.000384393203359652	0.0116837255606939	0.00923523037607417	Wipi1/Smpd3/Sdc1/Atp13a2/Trappc12/Trappc8/Baiap3/Syt1/Stxbp1/Atp9a/Myo5b/Unc13c/Snap25/Lin7b/Rab11b/Dnm2/Kif13a/Prkn/Chmp2a	19
GO:0007626	GO:0007626	locomotory behavior	24/976	294/25730	0.0816326530612245	2.15205754432921	3.94490998885545	0.000384483273046816	0.0116837255606939	0.00923523037607417	Cacna1c/Klhl1/Kcnma1/Gprc5b/Pten/Prkce/Otog/Ntan1/Snap25/Fxn/Alk/Lepr/Ghsr/Negr1/Ankfn1/Lsamp/Atp1a3/Cwh43/Prkn/Agtpbp1/Slitrk6/En1/Shank2/Epha4	24
GO:0007517	GO:0007517	muscle organ development	29/976	385/25730	0.0753246753246753	1.98576218863104	3.86963534911569	0.000389361326973741	0.0116837255606939	0.00923523037607417	Mtm1/Cyp26b1/Msx1/Foxk1/Tbx20/Rbfox1/Egln1/Hdgfl2/Hspa8/Tcf7l2/Vps54/S1pr1/Kmt5b/Hlf/Hey1/Ryr1/Myh15/Ky/Negr1/Prox1/Xirp2/Paxbp1/Myom2/Etv1/Hdac4/Ryr2/Dmrta2/Tgfb2/Nf1	29
GO:0006906	GO:0006906	vesicle fusion	15/976	144/25730	0.104166666666667	2.74611509562842	4.17221407877058	0.000389441764865437	0.0116837255606939	0.00923523037607417	Rimbp2/Doc2b/Atp13a2/Tbc1d4/Trarg1/Syt1/Stxbp1/Snap25/Cplx2/Vav3/Dysf/Diaph3/Rab8a/Vps39/Chmp2a	15
GO:0008344	GO:0008344	adult locomotory behavior	13/976	114/25730	0.114035087719298	3.00627336784584	4.26285485370072	0.000391030630421378	0.0116837255606939	0.00923523037607417	Cacna1c/Klhl1/Kcnma1/Otog/Ntan1/Fxn/Atp1a3/Prkn/Agtpbp1/Slitrk6/En1/Shank2/Epha4	13
GO:0032102	GO:0032102	negative regulation of response to external stimulus	32/976	442/25730	0.0723981900452489	1.90861212076255	3.82600988914201	0.000401503511917768	0.0118914205061188	0.00939939981492144	Trib1/Il20rb/Klrb1b/Prdm1/Ajap1/Itch/Pten/Fcgr2b/Xylt1/Wnt4/Pbk/Parp14/Irgm1/Macir/Mif/Ddx39a/Ctnna2/Hgf/Enpp3/Grid2/Thbs1/Frk/Ghsr/Stat3/Fpr2/Sema5a/Dusp10/Rgma/Tafa5/Epha4/Oas1d/Ythdf3	32
GO:0006937	GO:0006937	regulation of muscle contraction	17/976	176/25730	0.0965909090909091	2.54639763412817	4.08753735197631	0.000402556262565283	0.0118914205061188	0.00939939981492144	Calca/Itga2/Dock4/Cacna1c/Kcnma1/Gja5/Atp2b1/Kcnq1/Slc8a1/Prkd1/Ryr1/Arhgap42/Mir448/Ghsr/Hdac4/Ryr2/P2rx4	17
GO:0035176	GO:0035176	social behavior	10/976	73/25730	0.136986301369863	3.61132944082641	4.43643197858343	0.000419116856043684	0.012241508621186	0.00967612185685715	Nrxn3/Pten/Kcnq1/Grid1/Negr1/Ptchd1/Atp1a3/Ext1/En1/Shank2	10
GO:0051058	GO:0051058	negative regulation of small GTPase mediated signal transduction	10/976	73/25730	0.136986301369863	3.61132944082641	4.43643197858343	0.000419116856043684	0.012241508621186	0.00967612185685715	Spry2/Kank1/Wnt4/Arhgap42/Cd2ap/Arhgap24/Syngap1/Tns3/Tgfb2/Nf1	10
GO:0051209	GO:0051209	release of sequestered calcium ion into cytosol	14/976	130/25730	0.107692307692308	2.8390605296343	4.17408593601459	0.000429063495733006	0.0123590290949924	0.00976901420047385	Kcnk16/Cacna1c/Gpr39/Prkce/Plcl1/Slc8a1/Slc8b1/Prkd1/Ryr1/Abl1/Bax/Ryr2/Tgfb2/Itpr1	14
GO:0030509	GO:0030509	BMP signaling pathway	17/976	177/25730	0.096045197740113	2.53201120681671	4.06107768195652	0.000429937077283896	0.0123590290949924	0.00976901420047385	Smpd3/Msx1/Hivep1/Tbx20/Smurf1/Fstl5/Mir122/Bmp7/Tcf7l2/Fstl1/Skor2/Crim1/Abl1/Vwc2l/Rgma/Ext1/Kdr	17
GO:0016055	GO:0016055	Wnt signaling pathway	34/976	482/25730	0.0705394190871369	1.85960989048364	3.78290209167898	0.000430272026580809	0.0123590290949924	0.00976901420047385	Kank1/Macf1/Tle7/Sdc1/Foxo1/Lrrk1/Cthrc1/Asb3/Tiam1/Wnt7b/Gprc5b/Tcf7l2/Wnt4/Nrarp/Cdc73/Yap1/Tmem131l/Mllt3/Ddx3x/Daam1/Abl1/Sema5a/Porcn/Mdfic/Paf1/Zranb1/Prkn/Daam2/Nkd1/Ext1/Lgr4/Lmbr1l/Ctnnbip1/Dcdc2a	34
GO:0001656	GO:0001656	metanephros development	12/976	101/25730	0.118811881188119	3.13220256451875	4.2632125600401	0.000444368714693435	0.0126201959401132	0.00997544972215343	Wnt7b/Bmp7/Irx3/Osr2/Fras1/Wnt4/Yap1/Pds5a/Dlg5/Itga8/Lgr4/Nf1	12
