ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0097485	GO:0097485	neuron projection guidance	26/976	265/25730	0.0981132075471698	2.58652953912775	5.15481315594466	1.02945604365964e-05	0.00113875361084818	0.000900111174568247	Cyfip1/Sema6d/Apbb2/Pou4f3/Ptprm/Wnt7b/Flrt2/Bmp7/Cdh4/Diaph2/Lhx4/Sema4b/Or8a1b/Sema5a/Dpysl5/Rpl24/Ext1/Etv1/Vasp/Lgr4/Epha4/Gap43/Tgfb2/Otx2/Ablim1/Notch3	26
GO:0097734	GO:0097734	extracellular exosome biogenesis	7/976	22/25730	0.318181818181818	8.38813338301043	6.88375795327446	1.14382706628605e-05	0.00123770707247872	0.000978327494347481	Smpd3/Sdc1/Atp13a2/Atp9a/Myo5b/Prkn/Chmp2a	7
GO:0044331	GO:0044331	cell-cell adhesion mediated by cadherin	11/976	59/25730	0.186440677966102	4.91508057793832	5.97804233620064	1.16652522699476e-05	0.00123770707247872	0.000978327494347481	Rgcc/Cdh13/Plekha7/Cdh11/Cdh7/Cdh20/Cdh4/Prkd1/Cdh9/Cd2ap/Fat1	11
GO:0048639	GO:0048639	positive regulation of developmental growth	23/976	221/25730	0.104072398190045	2.74362992359617	5.169129382011	1.27066956439025e-05	0.0012732945457786	0.0010064570933114	Mtm1/Cyfip1/Macf1/Celf1/Tbx20/Smurf1/Nedd4l/Syt1/Cdh4/Ntrk3/Insr/Myo5b/Yap1/Fxn/Ghr/Ghsr/Sema5a/Rnf157/Atp8a2/Prox1/Csf1/Prkn/Tbx2	23
GO:0016358	GO:0016358	dendrite development	30/976	334/25730	0.0898203592814371	2.36790762736821	4.99644388681299	1.28322747832824e-05	0.0012732945457786	0.0010064570933114	Cyfip1/Cux2/Grip1/Nedd4l/Tiam1/Sipa1l1/Klhl1/Camk2a/Bmp7/Cit/Pten/Fcgr2b/Slc11a2/Myo5b/Asap1/Ctnna2/Cpeb3/Tulp1/Skor2/Alk/Abl1/Dpysl5/Csmd3/Syngap1/Sdc2/Iqsec1/Dlg5/Epha4/Bhlhb9/Dcdc2a	30
GO:0032956	GO:0032956	regulation of actin cytoskeleton organization	32/976	368/25730	0.0869565217391304	2.2924091233072	4.95844892787119	1.29281165602954e-05	0.0012732945457786	0.0010064570933114	Rgcc/Cyfip1/Capg/Cracd/Kank1/Add1/Arhgef10l/Snx9/Capzb/Cit/Prkce/Wnt4/S1pr1/Arhgef26/Arap2/Prkd1/Ctnna2/Abl1/Cd2ap/Sema5a/Washc5/Nf2/Prox1/Xirp2/Prkn/Daam2/Tmeff2/Bcas3/Vasp/Tgfb2/Kirrel1/Arhgef18	32
GO:0007178	GO:0007178	cell surface receptor protein serine/threonine kinase signaling pathway	35/976	420/25730	0.0833333333333333	2.19689207650273	4.91074330883213	1.29803060062062e-05	0.0012732945457786	0.0010064570933114	Rgcc/Trps1/Spry2/Smpd3/Veph1/Msx1/Hivep1/Tbx20/Smurf1/Magi2/Fstl5/Mir122/Bmp7/Tcf7l2/Ppm1l/Akap7/Zfyve9/Fstl1/Sin3a/Ryr1/Skor2/Crim1/Abl1/Thbs1/Vwc2l/Stat3/Wfikkn2/Hsp90ab1/Mir290a/Dnm2/Rgma/Itga8/Ext1/Kdr/Tgfb2	35
GO:0045165	GO:0045165	cell fate commitment	29/976	318/25730	0.0911949685534591	2.40414604598412	5.00288001243178	1.33696752617542e-05	0.00128720262381223	0.0010174505306411	Cyp26b1/Spry2/Ebf2/Tbx20/Prdm1/Wnt7b/Tnfsf18/Tcf7l2/Wnt4/Ntrk3/Casz1/Cdc73/Pdpn/Prdm14/Stat3/Nfe2l1/Paf1/Prox1/Kdm6b/Tbx2/Ext1/Kdr/Gap43/Rara/Sox5/Dmrta2/Tgfb2/Otx2/Notch3	29
GO:0090130	GO:0090130	tissue migration	16/976	121/25730	0.132231404958678	3.48597750982252	5.44261030286393	1.39414702052519e-05	0.001317849156311	0.00104167463504887	Kitl/Kank1/Macf1/Itga2/Pten/Gab2/Prkce/Macir/Rreb1/Prox1/Dusp10/Daam2/Sdc2/Iqsec1/Coro1c/Tgfb2	16
GO:0043010	GO:0043010	camera-type eye development	35/976	422/25730	0.0829383886255924	2.18648026571362	4.87979413554066	1.43611150106504e-05	0.00133327565964949	0.00105386828950337	Spry2/Prdm1/Cacna1c/Ptprm/Tenm3/Bmp7/Osr2/Ntrk3/Casz1/Adamts9/Tulp1/Celf4/Rarg/Stat3/Bax/Myh15/Atp8a2/Fat1/Megf11/Nf2/Lpcat1/Sp3/Prox1/Sos1/Myom2/Pds5a/Pde6a/Agtpbp1/Tbx2/Slitrk6/Rpl24/Kdr/Rara/Tgfb2/Nf1	35
GO:0097581	GO:0097581	lamellipodium organization	14/976	96/25730	0.145833333333333	3.84456113387978	5.54442313969745	1.54128083049574e-05	0.00140151368328977	0.00110780603953458	Cyfip1/Kank1/Cdh13/Spata13/Capzb/S1pr1/Pdpn/Golph3/Rreb1/Vav3/Dnm2/Coro1c/Hdac4/Ablim1	14
GO:0099638	GO:0099638	endosome to plasma membrane protein transport	7/976	23/25730	0.304347826086957	8.0234319315752	6.69115770578535	1.59048484928056e-05	0.00140151368328977	0.00110780603953458	Grip2/Grip1/Nsg1/Trarg1/Myo5b/Atp6ap1/Rab8a	7
GO:2001026	GO:2001026	regulation of endothelial cell chemotaxis	7/976	23/25730	0.304347826086957	8.0234319315752	6.69115770578535	1.59048484928056e-05	0.00140151368328977	0.00110780603953458	Prkd1/Fgf1/Thbs1/Sema5a/Fgf18/Kdr/P2rx4	7
GO:1900180	GO:1900180	regulation of protein localization to nucleus	20/976	180/25730	0.111111111111111	2.92918943533698	5.15738252392076	1.77467756963085e-05	0.00153775811408513	0.00121549846172611	Trim28/Cdk5rap3/Atp13a2/Ipo5/Tcf7l2/Irgm1/Yap1/Sin3a/Prkd1/Cd2ap/Mdfic/Hsp90ab1/Nf2/Cabp1/Cwh43/Nup54/Jak1/Tgfb2/Nf1/Tyk2	20
GO:0140112	GO:0140112	extracellular vesicle biogenesis	7/976	24/25730	0.291666666666667	7.68912226775956	6.50985286176415	2.1720079991242e-05	0.00182812245487872	0.00144501271779928	Smpd3/Sdc1/Atp13a2/Atp9a/Myo5b/Prkn/Chmp2a	7
GO:0033002	GO:0033002	muscle cell proliferation	27/976	293/25730	0.0921501706484642	2.42932775695183	4.88592011328874	2.18010371614696e-05	0.00182812245487872	0.00144501271779928	Rgcc/Smpd3/Trib1/Il15/Itga2/Npr1/Cdh13/Tbx20/Spon2/Pten/Tcf7l2/S1pr1/Yap1/Npr3/Hgf/Fgf1/Abl1/Thbs1/Stat3/Paxbp1/Tbx2/Tafa5/Hdac4/Tgfb2/Ctnnbip1/Notch3/Nf1	27
GO:2000146	GO:2000146	negative regulation of cell motility	30/976	344/25730	0.0872093023255814	2.29907310331681	4.81647536636395	2.25753182211564e-05	0.0018630012608221	0.00147258216099239	Rgcc/Trib1/Kank1/Sema6d/Magi2/Ptprm/Nav3/Cdh11/Pten/Serpinb1a/Adipor2/Dpep1/Wnt4/Arhgap4/Macir/Mif/Sin3a/Thbs1/Stat3/Stard13/Dach1/Ptpn1/Ccl25/Dusp10/Coro1c/Tafa5/Tmeff2/Dlg5/Epha4/Nf1	30
GO:0051648	GO:0051648	vesicle localization	23/976	230/25730	0.1	2.63627049180328	4.94951443603156	2.41943896287717e-05	0.00194963523747898	0.00154106072364482	Wipi1/Smpd3/Sdc1/Atp13a2/Trappc12/Magi2/Trappc8/Baiap3/Pten/Tcf7l2/Syt1/Stxbp1/Atp9a/Myo5b/Unc13c/Snap25/Lin7b/Rab11b/Syn2/Dnm2/Kif13a/Prkn/Chmp2a	23
GO:0042063	GO:0042063	gliogenesis	34/976	415/25730	0.0819277108433735	2.15983606557377	4.72982813908018	2.43751279931013e-05	0.00194963523747898	0.00154106072364482	Rras2/Kdm4a/Opcml/Tiam1/Pten/Tcf7l2/Vps54/Ntrk3/Casz1/Pard3/Abl1/Lepr/Stat3/Fpr2/Rnf10/Nfe2l1/Negr1/Nf2/Ndn/Prmt5/Sos1/Dusp10/Csf1/Daam2/Dlg5/B4galt6/Ano1/Epha4/Gap43/Sox5/Tgfb2/P2rx4/Otx2/Nf1	34
GO:0015012	GO:0015012	heparan sulfate proteoglycan biosynthetic process	8/976	33/25730	0.242424242424242	6.39095876800795	6.15312073649305	2.48342666679627e-05	0.00195626291525361	0.00154629947482817	Xylt2/Hs3st5/Ndst1/Hs6st1/Xylt1/Tcf7l2/Hs3st1/Ext1	8
GO:0060326	GO:0060326	cell chemotaxis	29/976	333/25730	0.0870870870870871	2.2958511790479	4.72606515323096	3.15232509772569e-05	0.00244611017657849	0.00193349209450449	Gpsm3/Calca/Dock4/Clxn/Tiam1/Tnfsf18/Dpep1/S1pr1/Slc8b1/Mif/Prkd1/Hgf/Fgf1/Ackr2/Thbs1/Fpr2/Sema5a/Fgf18/Vav3/Dysf/Ccl25/Cmklr1/Csf1/Coro1c/Kdr/Mospd2/Defb14/Tgfb2/P2rx4	29
GO:0030516	GO:0030516	regulation of axon extension	14/976	103/25730	0.135922330097087	3.58328028012096	5.21620829734414	3.46769907020397e-05	0.00265125992146918	0.00209564971673008	Cyfip1/Macf1/Sema6d/Smurf1/Cit/Cdh4/Ntrk3/Myo5b/Arhgap4/Sin3a/Fxn/Abl1/Sema5a/Dnm2	14
GO:0001558	GO:0001558	regulation of cell growth	35/976	442/25730	0.0791855203619909	2.08754450708404	4.57946349592336	3.77141364180583e-05	0.00284167819184761	0.00224616305989473	Cyfip1/Msx1/Foxk1/Macf1/Sh3bp4/Sema6d/Smurf1/Hdgfl2/Nedd4l/Cit/Pten/Sertad2/Syt1/Adipor2/Cdh4/Ntrk3/Cdc73/Myo5b/Yap1/Arhgap4/Sin3a/Ddx3x/Fxn/Abl1/Sema5a/Rnf157/Tspyl2/Nf2/Dnm2/Ppan/Rgma/Slc25a33/Prkn/Hpn/Tgfb2	35
GO:0050921	GO:0050921	positive regulation of chemotaxis	18/976	160/25730	0.1125	2.96580430327869	4.95277475970267	3.89055874244793e-05	0.00288957355742668	0.00228402125270928	Gpsm3/Itga2/Cdh13/Tiam1/Tnfsf18/Ntrk3/S1pr1/Prkd1/Thbs1/Fpr2/Sema5a/Fgf18/Dysf/Cmklr1/Csf1/Kdr/Mospd2/P2rx4	18
GO:0099504	GO:0099504	synaptic vesicle cycle	25/976	270/25730	0.0925925925925926	2.44099119611415	4.7263695850912	4.00663625728303e-05	0.00293387350726964	0.0023190375016209	Rimbp2/Cyfip1/Doc2b/Ston2/Atp6v1g1/Atp6v1b2/Magi2/Snx9/Camk2a/Sv2c/Pten/Atp6v1e1/Syt1/Stxbp1/Myo5b/Unc13c/Snap25/Rab11b/Cplx2/Atp6ap1/Otof/Syn2/Pip5k1c/Dnm2/Prkn	25
GO:0003007	GO:0003007	heart morphogenesis	27/976	305/25730	0.0885245901639344	2.33374764848159	4.65271846886516	4.40242335498172e-05	0.00317891653090972	0.002512728183896	Msx1/Tbx20/Egln1/Flrt2/Gja5/Bmp7/Slc8a1/S1pr1/Insr/Yap1/Hey1/Ryr1/Ncor2/Thbs1/Mir92-1/Prox1/Adamts5/Xirp2/Sos1/Pds5a/Tbx2/Cluap1/Ext1/Ryr2/Rara/Tgfb2/Cert1	27
GO:2000181	GO:2000181	negative regulation of blood vessel morphogenesis	15/976	119/25730	0.126050420168067	3.3230300316848	5.04346145384117	4.53783436809048e-05	0.00321024144844496	0.0025374885078566	Rgcc/Spry2/E2f2/Amot/Ptprm/Sars1/Hhip/Wnt4/Adgrb2/Sparc/Thbs1/Stard13/Tafa5/Tgfb2/Nf1	15
GO:0048675	GO:0048675	axon extension	16/976	133/25730	0.120300751879699	3.17145322322199	4.98534747421998	4.56929923417825e-05	0.00321024144844496	0.0025374885078566	Cyfip1/Macf1/Sema6d/Smurf1/Pou4f3/Cit/Cdh4/Ntrk3/Myo5b/Arhgap4/Sin3a/Fxn/Abl1/Sema5a/Ndn/Dnm2	16
GO:0010632	GO:0010632	regulation of epithelial cell migration	12/976	80/25730	0.15	3.95440573770492	5.25514998876755	4.64403051534308e-05	0.00321924195323582	0.00254460282552974	Macf1/Itga2/Pten/Gab2/Prkce/Macir/Rreb1/Dusp10/Sdc2/Iqsec1/Coro1c/Tgfb2	12
GO:0098698	GO:0098698	postsynaptic specialization assembly	9/976	46/25730	0.195652173913043	5.1579205274412	5.6045072900024	4.87576635535312e-05	0.00325395993822058	0.00257204515014287	Prickle2/Ntng2/Sipa1l1/Nrxn3/Pten/Ntrk3/Grid2/Abl1/Gap43	9
GO:0060541	GO:0060541	respiratory system development	26/976	290/25730	0.0896551724137931	2.36355285472018	4.63688250574415	4.89451701268159e-05	0.00325395993822058	0.00257204515014287	Gstcd/Spry2/Smpd3/Msx1/Wnt7b/Hs6st1/Srsf6/Hhip/Sparc/Yap1/Pdpn/Rarg/Ncor2/Fgf1/Fgf18/Fbxw7/Mir92-1/Sp3/Prox1/Tbx2/Dlg5/Ext1/Kdr/Ano1/Tns3/Rara	26
GO:0099639	GO:0099639	neurotransmitter receptor transport, endosome to plasma membrane	5/976	12/25730	0.416666666666667	10.9844603825137	6.86926536963528	4.92715053394661e-05	0.00325395993822058	0.00257204515014287	Grip2/Grip1/Nsg1/Myo5b/Rab8a	5
GO:0061387	GO:0061387	regulation of extent of cell growth	15/976	120/25730	0.125	3.2953381147541	5.00433265640348	5.00705510786009e-05	0.00325395993822058	0.00257204515014287	Cyfip1/Macf1/Sema6d/Smurf1/Cit/Cdh4/Ntrk3/Myo5b/Arhgap4/Sin3a/Fxn/Abl1/Sema5a/Dnm2/Rgma	15
GO:1901343	GO:1901343	negative regulation of vasculature development	15/976	120/25730	0.125	3.2953381147541	5.00433265640348	5.00705510786009e-05	0.00325395993822058	0.00257204515014287	Rgcc/Spry2/E2f2/Amot/Ptprm/Sars1/Hhip/Wnt4/Adgrb2/Sparc/Thbs1/Stard13/Tafa5/Tgfb2/Nf1	15
GO:0141091	GO:0141091	transforming growth factor beta receptor superfamily signaling pathway	31/976	378/25730	0.082010582010582	2.1620207737011	4.51926021084574	5.37679004540105e-05	0.00345110264765927	0.00272787372803713	Rgcc/Spry2/Smpd3/Veph1/Msx1/Hivep1/Tbx20/Smurf1/Magi2/Fstl5/Mir122/Bmp7/Tcf7l2/Zfyve9/Fstl1/Sin3a/Ryr1/Skor2/Crim1/Abl1/Thbs1/Vwc2l/Stat3/Wfikkn2/Hsp90ab1/Dnm2/Rgma/Itga8/Ext1/Kdr/Tgfb2	31
GO:0050773	GO:0050773	regulation of dendrite development	17/976	150/25730	0.113333333333333	2.98777322404372	4.84814795050387	5.7581821132189e-05	0.00358750463384116	0.00283569068758484	Cyfip1/Cux2/Grip1/Nedd4l/Tiam1/Sipa1l1/Bmp7/Cit/Myo5b/Skor2/Alk/Abl1/Dpysl5/Csmd3/Sdc2/Epha4/Bhlhb9	17
GO:1901342	GO:1901342	regulation of vasculature development	28/976	327/25730	0.0856269113149847	2.2573569960395	4.54363717120215	5.77148201430621e-05	0.00358750463384116	0.00283569068758484	Rgcc/Spry2/E2f2/Add1/Egln1/Amot/Ptprm/Ddah1/Sars1/Hhip/Wnt4/Adgrb2/Sparc/Prkd1/Hgf/Fgf1/Abl1/Thbs1/Ghsr/Stat3/Sema5a/Fgf18/Stard13/Jak1/Tafa5/Kdr/Tgfb2/Nf1	28
GO:0099072	GO:0099072	regulation of postsynaptic membrane neurotransmitter receptor levels	19/976	180/25730	0.105555555555556	2.78272996357013	4.76584631378126	5.79631446898745e-05	0.00358750463384116	0.00283569068758484	Grip2/Grip1/Magi2/Nedd4l/Nsg1/Nrxn3/Camk2a/Dlg2/Gphn/Grid1/Agap3/Grid2/Ghsr/Porcn/Pip5k1c/Prkn/Rab8a/Iqsec1/Gpc6	19
GO:0035264	GO:0035264	multicellular organism growth	23/976	244/25730	0.0942622950819672	2.48500907014243	4.6279307209919	6.1071350918795e-05	0.00373541121678606	0.0029526012877644	Zfp950/Smpd3/Ercc6/Celf1/Add1/Unc79/Tcf7l2/Fxn/Rai1/Rarg/Ghr/Ghsr/Stat3/Atp8a2/Atp1a3/Sos1/Csf1/Rpl29/Slitrk6/Ext1/En1/Rara/Scp2	23
GO:0090092	GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	25/976	278/25730	0.0899280575539568	2.37074684514683	4.56280978991779	6.45801073323273e-05	0.00390409276768337	0.0030859331582057	Spry2/Veph1/Msx1/Tbx20/Smurf1/Magi2/Fstl5/Bmp7/Tcf7l2/Zfyve9/Fstl1/Sin3a/Ryr1/Skor2/Crim1/Abl1/Thbs1/Vwc2l/Wfikkn2/Hsp90ab1/Dnm2/Rgma/Itga8/Kdr/Tgfb2	25
GO:0097106	GO:0097106	postsynaptic density organization	10/976	59/25730	0.169491525423729	4.46825507085301	5.29577239435008	6.83540618547718e-05	0.00408474445497653	0.00322872664828831	Prickle2/Sipa1l1/Hspa8/Nrxn3/Cit/Pten/Dlg2/Ntrk3/Grid2/Syngap1	10
GO:0099068	GO:0099068	postsynapse assembly	14/976	110/25730	0.127272727272727	3.35525335320417	4.91539110987578	7.24615227301466e-05	0.00422418837825223	0.00333894806262271	Prickle2/Dock4/Magi2/Ntng2/Sipa1l1/Flrt2/Nrxn3/Pten/Ntrk3/Cpeb3/Grid2/Abl1/Ptpn1/Gap43	14
GO:0048562	GO:0048562	embryonic organ morphogenesis	29/976	349/25730	0.0830945558739255	2.19059725679929	4.4466904275713	7.33621664424772e-05	0.00422418837825223	0.00333894806262271	Spry2/Msx1/Tecta/Tbx20/Ndst1/Mmp16/Pou4f3/Cthrc1/Bmp7/Osr2/Tcf7l2/Kcnq1/Sparc/Yap1/Rarg/Atp8a2/Foxe1/Sp3/Prox1/Pds5a/Hpn/Tbx2/Cluap1/Slitrk6/Itga8/Ext1/Ryr2/Tgfb2/Otx2	29
GO:1903706	GO:1903706	regulation of hemopoiesis	35/976	457/25730	0.0765864332603939	2.01902554076838	4.36443911773885	7.39314448808779e-05	0.00422418837825223	0.00333894806262271	Cyp26b1/Trib1/Calca/Kitl/Card11/Il15/Prdm1/Hspa9/Kat6b/Vnn1/Tnfsf18/Shb/Irf1/Cbfb/Pglyrp3/Nrarp/Cdc73/Irgm1/Tmem131l/Tfe3/Rarg/Zbtb46/Abl1/Stat3/Fbxw7/Zfp36l2/Paf1/Sos1/Dusp10/Csf1/Coro1c/Rara/Mturn/Ctnnbip1/Nf1	35
GO:1905244	GO:1905244	regulation of modification of synaptic structure	8/976	38/25730	0.210526315789474	5.55004314063848	5.57342325093408	7.39375153723702e-05	0.00422418837825223	0.00333894806262271	Cyfip1/Egln1/Amot/Tiam1/Myo5b/Abl1/Epha4/Nf1	8
GO:0043491	GO:0043491	phosphatidylinositol 3-kinase/protein kinase B signal transduction	30/976	367/25730	0.0817438692098093	2.15498950283647	4.42511363259199	7.47652377628028e-05	0.00422504859922621	0.00333962801173892	Rgcc/Mtm1/Spry2/Smpd3/Magi2/Myo16/Phlpp1/Pten/Gab2/Tcf7l2/Ntrk3/Tbk1/Insr/Lmbrd1/Prkd1/Hgf/Thbs1/Cd2ap/Stat3/Fpr2/Sema5a/Cat/Ptpn1/Vav3/Atp1a3/Fbxl2/Kdr/Tgfb2/P2rx4/Nf1	30
GO:0001654	GO:0001654	eye development	36/976	476/25730	0.0756302521008403	1.99381801901088	4.34569181467411	7.57423799353671e-05	0.00423424336864488	0.00334689588305233	Spry2/Prdm1/Cacna1c/Ptprm/Tenm3/Bmp7/Osr2/Ntrk3/Casz1/Adamts9/Tulp1/Celf4/Rarg/Stat3/Bax/Myh15/Atp8a2/Fat1/Megf11/Nf2/Lpcat1/Sp3/Prox1/Sos1/Myom2/Pds5a/Pde6a/Agtpbp1/Tbx2/Slitrk6/Rpl24/Kdr/Rara/Tgfb2/Otx2/Nf1	36
GO:0099175	GO:0099175	regulation of postsynapse organization	20/976	200/25730	0.1	2.63627049180328	4.61273343502711	8.02488594977193e-05	0.00439673559111236	0.00347533548915331	Prickle2/Cux2/Dock4/Tiam1/Sipa1l1/Hspa8/Flrt2/Pten/Fcgr2b/Asap1/Grid1/Cpeb3/Grin2b/Grid2/Ghsr/Ptpn1/Shank2/Epha4/Bhlhb9/Nf1	20
GO:0048762	GO:0048762	mesenchymal cell differentiation	24/976	265/25730	0.0905660377358491	2.38756572842561	4.50835732662041	8.0340427227481e-05	0.00439673559111236	0.00347533548915331	Polr1b/Rgcc/Trim28/Spry2/Msx1/Kitl/Sema6d/Tbx20/Tiam1/Bmp7/Pten/Tcf7l2/Wnt4/Pdpn/Hey1/Sema4b/Sema5a/Fbxl17/Hpn/Coro1c/Dlg5/Ext1/Epha4/Tgfb2	24
GO:0007015	GO:0007015	actin filament organization	36/976	478/25730	0.0753138075313808	1.98547568420331	4.31842757009698	8.24254248106537e-05	0.0044193382762244	0.00349320145177312	Rgcc/Cyfip1/Capg/Cracd/Kank1/Add1/Arhgef10l/Shroom3/Snx9/Capzb/Cit/Prkce/Wnt4/S1pr1/Diaph2/Myo5b/Ctnna2/Abl1/Cd2ap/Ghsr/Sema5a/Washc5/Fat1/Nf2/Diaph3/Dnm2/Prox1/Xirp2/Prkn/Daam2/Coro1c/Myo1d/Tmeff2/Vasp/Kirrel1/Arhgef18	36
GO:0034504	GO:0034504	protein localization to nucleus	30/976	369/25730	0.0813008130081301	2.14330934292949	4.39245597745623	8.24535127512534e-05	0.0044193382762244	0.00349320145177312	Trim28/Msx1/Cdk5rap3/Atp13a2/Ipo5/Hspa8/Cse1l/Tcf7l2/Tbk1/Nup133/Irgm1/Yap1/Sin3a/Prkd1/Kpna2/Agap3/Cd2ap/Stat3/Mdfic/Hsp90ab1/Paf1/Nf2/Cabp1/Cwh43/Nup54/Jak1/Dcp1b/Tgfb2/Nf1/Tyk2	30
GO:0110053	GO:0110053	regulation of actin filament organization	25/976	283/25730	0.088339222614841	2.32886085848346	4.46342355858642	8.60353895886833e-05	0.00456426520889352	0.00360775683087239	Rgcc/Cyfip1/Capg/Cracd/Kank1/Add1/Arhgef10l/Snx9/Capzb/Cit/Prkce/Wnt4/S1pr1/Ctnna2/Abl1/Sema5a/Washc5/Nf2/Xirp2/Prkn/Daam2/Tmeff2/Vasp/Kirrel1/Arhgef18	25
GO:0048872	GO:0048872	homeostasis of number of cells	34/976	443/25730	0.0767494356659142	2.02332272508604	4.31399360054154	8.94044706090162e-05	0.00466026317485896	0.00368363702223087	Znhit1/Il20rb/Kitl/Card11/Add1/Cdk5rap3/Hspa9/Mir122/Zfp251/Septin4/Fcgr2b/Vps54/Slc11a2/Kcnq1/Fstl1/Mif/Prdm14/Adgrf4/Abl1/Stat3/Bax/Nfe2l1/Tspan9/Slc25a5/Diaph3/Sp3/Sos1/Csf1/Tcea1/Ext1/Gm15915/Lgr4/Tgfb2/Nf1	34
GO:0150063	GO:0150063	visual system development	36/976	480/25730	0.075	1.97720286885246	4.29129459637304	8.96376836864581e-05	0.00466026317485896	0.00368363702223087	Spry2/Prdm1/Cacna1c/Ptprm/Tenm3/Bmp7/Osr2/Ntrk3/Casz1/Adamts9/Tulp1/Celf4/Rarg/Stat3/Bax/Myh15/Atp8a2/Fat1/Megf11/Nf2/Lpcat1/Sp3/Prox1/Sos1/Myom2/Pds5a/Pde6a/Agtpbp1/Tbx2/Slitrk6/Rpl24/Kdr/Rara/Tgfb2/Otx2/Nf1	36
GO:0034332	GO:0034332	adherens junction organization	10/976	61/25730	0.163934426229508	4.32175490459554	5.15752921167599	9.16187368401322e-05	0.00469557026658115	0.00371154499766814	Cdh13/Add1/Plekha7/Cdh11/Cdh7/Cdh20/Cdh4/Cdh9/Dlg5/Epha4	10
GO:0048592	GO:0048592	eye morphogenesis	20/976	202/25730	0.099009900990099	2.61016880376562	4.56196938345733	9.21231327546215e-05	0.00469557026658115	0.00371154499766814	Prdm1/Ptprm/Tenm3/Bmp7/Casz1/Adamts9/Tulp1/Rarg/Stat3/Bax/Atp8a2/Fat1/Megf11/Sp3/Prox1/Agtpbp1/Tbx2/Kdr/Otx2/Nf1	20
GO:0003018	GO:0003018	vascular process in circulatory system	24/976	268/25730	0.0895522388059701	2.360839246391	4.44673895374415	9.57332656239473e-05	0.0048322062910573	0.00381954694937037	Grip2/Smpd3/Calca/Npr1/Dock4/Plekha7/Pde3a/Amot/Cacna1c/Ptprm/Kcnma1/Gja5/Atp2b1/Abcb1b/Ddah1/Slc8a1/Npr3/Arhgap42/Abl1/Faah/Ext1/Kdr/P2rx4/Ctnnbip1	24
GO:0045765	GO:0045765	regulation of angiogenesis	27/976	320/25730	0.084375	2.22435322745902	4.37615862828421	9.9467817436397e-05	0.00497243445049834	0.00393038825173779	Rgcc/Spry2/E2f2/Add1/Egln1/Amot/Ptprm/Ddah1/Sars1/Hhip/Adgrb2/Sparc/Prkd1/Hgf/Fgf1/Abl1/Thbs1/Ghsr/Stat3/Sema5a/Fgf18/Stard13/Jak1/Tafa5/Kdr/Tgfb2/Nf1	27
GO:0050918	GO:0050918	positive chemotaxis	11/976	74/25730	0.148648648648649	3.91878046078866	4.9927116644235	0.000103818278137592	0.0051292770791326	0.00405436221883432	Itga2/Cdh13/Wnt7b/Ntrk3/S1pr1/Mif/Hgf/Fpr2/Sema5a/Kdr/Defb14	11
GO:0014014	GO:0014014	negative regulation of gliogenesis	10/976	62/25730	0.161290322580645	4.25204918032787	5.09061910658771	0.000105565040866934	0.0051292770791326	0.00405436221883432	Kdm4a/Opcml/Ntrk3/Casz1/Rnf10/Negr1/Nf2/Dusp10/Daam2/Nf1	10
GO:0099563	GO:0099563	modification of synaptic structure	10/976	62/25730	0.161290322580645	4.25204918032787	5.09061910658771	0.000105565040866934	0.0051292770791326	0.00405436221883432	Cyfip1/Egln1/Amot/Tiam1/Myo5b/Ctnna2/Abl1/Cabp1/Epha4/Nf1	10
GO:0051656	GO:0051656	establishment of organelle localization	32/976	412/25730	0.0776699029126214	2.04758873149769	4.25636043455853	0.000114373729275373	0.00550582424539504	0.00435199843168671	Wipi1/Spry2/Smpd3/Sdc1/Atp13a2/Trappc12/Trappc8/Nefl/Ubxn2b/Baiap3/Gab2/Syt1/Stxbp1/Atp9a/Clnk/Myo5b/Pard3/Unc13c/Snap25/Lin7b/Rab11b/Cplx2/Tspan9/Ankfn1/Dnm2/Agbl4/Kif13a/Prkn/Fez1/Agtpbp1/Tacc1/Chmp2a	32
GO:0010992	GO:0010992	ubiquitin recycling	5/976	14/25730	0.357142857142857	9.41525175644028	6.25378708785048	0.000116887576023991	0.00557521566741952	0.00440684786863988	Vps54/Ube2k/Fbxw7/Ube2s/Prkn	5
GO:0021700	GO:0021700	developmental maturation	32/976	413/25730	0.0774818401937046	2.04263088953281	4.24143837555839	0.000119594830733104	0.00560172168208945	0.00442779916114986	Grip2/Calca/Atp6v1g1/Il15/Atp6v1b2/Kcnip2/Pde3a/Kcnma1/Nefl/Shb/Septin4/Baiap3/Cbfb/Pten/Dlg2/Xylt1/Atp6v1e1/Stxbp1/S1pr1/Ryr1/Atp6ap1/Washc5/Mdga2/Diaph3/Tfcp2l1/Sdc2/B4galt6/Ext1/Kdr/Gm15915/Tgfb2/Nf1	32
